event_uid,dataset_candidate_version,subject,session_stamp,vehicle_raw_relative_path,vehicle_raw_absolute_path,vehicle_raw_sha256,anchor_time_rel_s,anchor_time_abs_storage_s,event_start_rel_s,event_end_rel_s,event_start_abs_storage_s,event_end_abs_storage_s,event_duration_s,instability_anchor_source,instability_role,ay_seed_count,roll_rate_seed_count,merged_seed_count,source_event_uids,source_event_types,source_event_levels,vehicle_read_status,vehicle_read_error,peak_abs_ay_window,peak_abs_roll_rate_window,peak_abs_yaw_rate_window,lateral_distance_range_window,median_speed_kmh_window,steering_delta_peak_post3s,instability_review_score,codex_recommended_decision,road_guided_instability_score,road_guided_recommended_decision,old_v400_near_count,old_v400_overlap_count,old_v400_max_level,old_v400_road_type_mode,old_v400_phase_mode,old_v400_min_abs_anchor_gap_s,road_design_map_status,road_design_module_name,road_design_instance_name,road_design_mapping_reliability,road_design_risk_class,manual_label_count,manual_label_decision_mode,oldcode_usable,oldcode_drop_reason,history_full_3s_oldcode,future_full_2s_oldcode,future_rows_available_oldcode,random_event_split,session_level_split,subject_level_split,vehicle_file_count,physio_file_count,eeg_file_count,vehicle_paths,physio_paths,eeg_paths,vehicle_time_min,vehicle_time_max,physio_time_min,physio_time_max,eeg_time_min,eeg_time_max,vehicle_available,physio_available,eeg_available,all_three_modalities_available,anchor_uses_steering,anchor_source_nonsteering_vehicle_dynamics,steering_used_only_as_response_evidence,raw_vehicle_file_modified
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000269015,vehicle_instability_all_raw_rescreen_v0_1,yyl,2025_09_28_09_49_11,原始车辆数据/yyl/Entity_Recording_2025_09_28_09_49_11_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yyl\Entity_Recording_2025_09_28_09_49_11_vehicle.csv,1e3806d86e15e3caea58ca610f6ee8cb5b2550b33764331a2cda1e29e1483843,269.015,1759053220.4350002,269.015,285.915,1759053220.4350002,1759053237.335,16.9,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,2,3,allraw_nonsteering_seed__yyl__2025_09_28_09_49_11__00026;allraw_nonsteering_seed__yyl__2025_09_28_09_49_11__00027;allraw_nonsteering_seed__yyl__2025_09_28_09_49_11__00028,ay;roll_rate;roll_rate,weak;weak;extreme,ok,,5.55851,0.317251,0.246824,1.528602,118.0346,0.728849,74.77,auto_accept_instability_medium,93.55,hybrid_accept_high,1,1,weak,curve,secondary,2.305,ok,middle_section,section4,low,design_regular_road,0,none,True,,True,True,54763.0,test,test,train,1,1,1,原始车辆数据/yyl/Entity_Recording_2025_09_28_09_49_11_vehicle.csv,原始生理数据/yyl/Entity_Recording_2025_09_28_09_49_11_physio.csv,原始脑电数据/yyl/Entity_Recording_2025_09_28_09_49_11_eeg.csv,1759052951.42,1759053494.2510002,1759052951.406,1759053494.2510002,1759052951.4499998,1759053494.2510002,True,True,True,True,False,True,True,False
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000327680,vehicle_instability_all_raw_rescreen_v0_1,yyl,2025_09_28_09_49_11,原始车辆数据/yyl/Entity_Recording_2025_09_28_09_49_11_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yyl\Entity_Recording_2025_09_28_09_49_11_vehicle.csv,1e3806d86e15e3caea58ca610f6ee8cb5b2550b33764331a2cda1e29e1483843,327.68,1759053279.1000001,327.68,332.665,1759053279.1000001,1759053284.085,4.985,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,2,2,allraw_nonsteering_seed__yyl__2025_09_28_09_49_11__00031;allraw_nonsteering_seed__yyl__2025_09_28_09_49_11__00032,roll_rate;roll_rate,extreme;weak,ok,,4.94704,0.261397,0.22875,2.126072,107.118199,1.420872,69.65,auto_accept_instability_medium,100.0,hybrid_accept_high,1,1,strong_active,straight,primary,0.095,ok,middle_section,section5,very_low,design_regular_road,0,none,True,,True,True,43030.0,train,test,train,1,1,1,原始车辆数据/yyl/Entity_Recording_2025_09_28_09_49_11_vehicle.csv,原始生理数据/yyl/Entity_Recording_2025_09_28_09_49_11_physio.csv,原始脑电数据/yyl/Entity_Recording_2025_09_28_09_49_11_eeg.csv,1759052951.42,1759053494.2510002,1759052951.406,1759053494.2510002,1759052951.4499998,1759053494.2510002,True,True,True,True,False,True,True,False
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000349455,vehicle_instability_all_raw_rescreen_v0_1,yyl,2025_09_28_09_49_11,原始车辆数据/yyl/Entity_Recording_2025_09_28_09_49_11_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yyl\Entity_Recording_2025_09_28_09_49_11_vehicle.csv,1e3806d86e15e3caea58ca610f6ee8cb5b2550b33764331a2cda1e29e1483843,349.455,1759053300.875,349.455,360.09,1759053300.875,1759053311.51,10.635,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,3,1,3,allraw_nonsteering_seed__yyl__2025_09_28_09_49_11__00033;allraw_nonsteering_seed__yyl__2025_09_28_09_49_11__00034;allraw_nonsteering_seed__yyl__2025_09_28_09_49_11__00035,ay;roll_rate;ay,medium;extreme;weak,ok,,4.98534,0.265197,0.201102,2.74297,127.7648,0.858353,68.7,auto_accept_instability_medium,97.61,hybrid_accept_high,1,1,strong_active,straight,secondary,2.015,ok,middle_section,section5,very_low,design_regular_road,0,none,True,,True,True,38675.0,train,test,train,1,1,1,原始车辆数据/yyl/Entity_Recording_2025_09_28_09_49_11_vehicle.csv,原始生理数据/yyl/Entity_Recording_2025_09_28_09_49_11_physio.csv,原始脑电数据/yyl/Entity_Recording_2025_09_28_09_49_11_eeg.csv,1759052951.42,1759053494.2510002,1759052951.406,1759053494.2510002,1759052951.4499998,1759053494.2510002,True,True,True,True,False,True,True,False
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000484470,vehicle_instability_all_raw_rescreen_v0_1,yyl,2025_09_28_09_49_11,原始车辆数据/yyl/Entity_Recording_2025_09_28_09_49_11_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yyl\Entity_Recording_2025_09_28_09_49_11_vehicle.csv,1e3806d86e15e3caea58ca610f6ee8cb5b2550b33764331a2cda1e29e1483843,484.47,1759053435.89,484.47,497.13,1759053435.89,1759053448.5500002,12.66,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,6,5,6,allraw_nonsteering_seed__yyl__2025_09_28_09_49_11__00049;allraw_nonsteering_seed__yyl__2025_09_28_09_49_11__00050;allraw_nonsteering_seed__yyl__2025_09_28_09_49_11__00051;allraw_nonsteering_seed__yyl__2025_09_28_09_49_11__00052;allraw_nonsteering_seed__yyl__2025_09_28_09_49_11__00053;allraw_nonsteering_seed__yyl__2025_09_28_09_49_11__00054,roll_rate;ay;ay;roll_rate;roll_rate;ay,medium;medium;medium;medium;medium;weak,ok,,3.59555,0.125255,0.151283,3.21819,111.2184,0.539482,54.81,needs_human_review,89.74,hybrid_accept_high,3,3,strong_active,straight,secondary,1.03,ok,differentmu_road,mu1,medium,design_high_risk_surface,0,none,True,,True,True,11672.0,val,test,train,1,1,1,原始车辆数据/yyl/Entity_Recording_2025_09_28_09_49_11_vehicle.csv,原始生理数据/yyl/Entity_Recording_2025_09_28_09_49_11_physio.csv,原始脑电数据/yyl/Entity_Recording_2025_09_28_09_49_11_eeg.csv,1759052951.42,1759053494.2510002,1759052951.406,1759053494.2510002,1759052951.4499998,1759053494.2510002,True,True,True,True,False,True,True,False
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000526990,vehicle_instability_all_raw_rescreen_v0_1,yyl,2025_09_28_09_49_11,原始车辆数据/yyl/Entity_Recording_2025_09_28_09_49_11_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yyl\Entity_Recording_2025_09_28_09_49_11_vehicle.csv,1e3806d86e15e3caea58ca610f6ee8cb5b2550b33764331a2cda1e29e1483843,526.99,1759053478.41,526.99,541.535,1759053478.41,1759053492.9550002,14.545,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,3,3,3,allraw_nonsteering_seed__yyl__2025_09_28_09_49_11__00058;allraw_nonsteering_seed__yyl__2025_09_28_09_49_11__00059;allraw_nonsteering_seed__yyl__2025_09_28_09_49_11__00060,roll_rate;roll_rate;roll_rate,extreme;medium;medium,ok,,5.83563,0.080438,0.298177,3.662288,82.59422,0.281522,70.99,auto_accept_instability_medium,89.06,hybrid_accept_high,0,0,none,none,none,,ok,differentmu_road,mu1,very_low,design_high_risk_surface,0,none,True,,True,True,3168.0,val,test,train,1,1,1,原始车辆数据/yyl/Entity_Recording_2025_09_28_09_49_11_vehicle.csv,原始生理数据/yyl/Entity_Recording_2025_09_28_09_49_11_physio.csv,原始脑电数据/yyl/Entity_Recording_2025_09_28_09_49_11_eeg.csv,1759052951.42,1759053494.2510002,1759052951.406,1759053494.2510002,1759052951.4499998,1759053494.2510002,True,True,True,True,False,True,True,False
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000183010,vehicle_instability_all_raw_rescreen_v0_1,yzy,2025_09_27_14_13_03,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_13_03_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_14_13_03_vehicle.csv,9db98bd3bc0010a25b70ec3f54204f4370db8035a796205597a9ee68a8898717,183.01,1758982566.241,183.01,191.515,1758982566.241,1758982574.746,8.505,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__yzy__2025_09_27_14_13_03__00008,roll_rate,extreme,ok,,7.641088,0.837243,0.390985,2.477615,109.608,1.573942,94.38,auto_accept_instability_high,100.0,hybrid_accept_high,3,3,strong_active,curve,secondary,0.08,ok,curve1,curve1,high,design_curve_context,0,none,True,,True,True,102394.0,train,train,train,1,1,1,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_13_03_vehicle.csv,原始生理数据/yzy/Entity_Recording_2025_09_27_14_13_03_physio.csv,原始脑电数据/yzy/Entity_Recording_2025_09_27_14_13_03_eeg.csv,1758982383.231,1758983078.211,1758982383.22,1758983078.211,1758982383.241,1758983078.211,True,True,True,True,False,True,True,False
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000195245,vehicle_instability_all_raw_rescreen_v0_1,yzy,2025_09_27_14_13_03,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_13_03_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_14_13_03_vehicle.csv,9db98bd3bc0010a25b70ec3f54204f4370db8035a796205597a9ee68a8898717,195.245,1758982578.4759998,195.245,204.31,1758982578.4759998,1758982587.541,9.065,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__yzy__2025_09_27_14_13_03__00009,ay,strong,ok,,7.641088,0.837243,0.390985,3.08622,64.001499,0.494801,93.43,auto_accept_instability_high,100.0,hybrid_accept_high,2,2,weak,curve,secondary,1.605,ok,curve1,curve1,low,design_curve_context,0,none,True,,True,True,99947.0,test,train,train,1,1,1,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_13_03_vehicle.csv,原始生理数据/yzy/Entity_Recording_2025_09_27_14_13_03_physio.csv,原始脑电数据/yzy/Entity_Recording_2025_09_27_14_13_03_eeg.csv,1758982383.231,1758983078.211,1758982383.22,1758983078.211,1758982383.241,1758983078.211,True,True,True,True,False,True,True,False
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000211685,vehicle_instability_all_raw_rescreen_v0_1,yzy,2025_09_27_14_13_03,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_13_03_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_14_13_03_vehicle.csv,9db98bd3bc0010a25b70ec3f54204f4370db8035a796205597a9ee68a8898717,211.685,1758982594.916,211.685,213.035,1758982594.916,1758982596.266,1.35,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__yzy__2025_09_27_14_13_03__00010,roll_rate,medium,ok,,6.3566,0.378573,0.349984,3.36216,107.702,0.58835,79.33,auto_accept_instability_high,100.0,hybrid_accept_high,3,2,strong_active,straight,secondary,0.83,ok,curve1,curve1,low,design_curve_context,0,none,True,,True,True,96659.0,val,train,train,1,1,1,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_13_03_vehicle.csv,原始生理数据/yzy/Entity_Recording_2025_09_27_14_13_03_physio.csv,原始脑电数据/yzy/Entity_Recording_2025_09_27_14_13_03_eeg.csv,1758982383.231,1758983078.211,1758982383.22,1758983078.211,1758982383.241,1758983078.211,True,True,True,True,False,True,True,False
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000216065,vehicle_instability_all_raw_rescreen_v0_1,yzy,2025_09_27_14_13_03,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_13_03_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_14_13_03_vehicle.csv,9db98bd3bc0010a25b70ec3f54204f4370db8035a796205597a9ee68a8898717,216.065,1758982599.296,216.065,232.66,1758982599.296,1758982615.891,16.595,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,4,4,4,allraw_nonsteering_seed__yzy__2025_09_27_14_13_03__00011;allraw_nonsteering_seed__yzy__2025_09_27_14_13_03__00012;allraw_nonsteering_seed__yzy__2025_09_27_14_13_03__00013;allraw_nonsteering_seed__yzy__2025_09_27_14_13_03__00014,roll_rate;roll_rate;roll_rate;roll_rate,extreme;medium;strong;medium,ok,,6.3566,0.378573,0.349984,2.44672,107.702,1.619496,82.83,auto_accept_instability_high,100.0,hybrid_accept_high,2,2,strong_active,straight,secondary,0.08,ok,middle_section,section3,low,design_regular_road,0,none,True,,True,True,95783.0,val,train,train,1,1,1,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_13_03_vehicle.csv,原始生理数据/yzy/Entity_Recording_2025_09_27_14_13_03_physio.csv,原始脑电数据/yzy/Entity_Recording_2025_09_27_14_13_03_eeg.csv,1758982383.231,1758983078.211,1758982383.22,1758983078.211,1758982383.241,1758983078.211,True,True,True,True,False,True,True,False
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000244230,vehicle_instability_all_raw_rescreen_v0_1,yzy,2025_09_27_14_13_03,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_13_03_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_14_13_03_vehicle.csv,9db98bd3bc0010a25b70ec3f54204f4370db8035a796205597a9ee68a8898717,244.23,1758982627.461,244.23,244.97,1758982627.461,1758982628.201,0.74,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__yzy__2025_09_27_14_13_03__00015,roll_rate,weak,ok,,6.67721,0.175694,0.628154,1.657911,132.74,0.206996,70.97,auto_accept_instability_medium,95.97,hybrid_accept_high,2,1,strong_active,straight,secondary,0.46,ok,middle_section,section3,low,design_regular_road,0,none,True,,True,True,90150.0,test,train,train,1,1,1,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_13_03_vehicle.csv,原始生理数据/yzy/Entity_Recording_2025_09_27_14_13_03_physio.csv,原始脑电数据/yzy/Entity_Recording_2025_09_27_14_13_03_eeg.csv,1758982383.231,1758983078.211,1758982383.22,1758983078.211,1758982383.241,1758983078.211,True,True,True,True,False,True,True,False
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000248860,vehicle_instability_all_raw_rescreen_v0_1,yzy,2025_09_27_14_13_03,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_13_03_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_14_13_03_vehicle.csv,9db98bd3bc0010a25b70ec3f54204f4370db8035a796205597a9ee68a8898717,248.86,1758982632.0909998,248.86,258.595,1758982632.0909998,1758982641.826,9.735,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__yzy__2025_09_27_14_13_03__00016,roll_rate,extreme,ok,,13.063499,3.190654,1.58235,15.25258,132.74,2.717301,95.38,auto_accept_instability_high,100.0,hybrid_accept_high,3,3,extreme_active,straight,secondary,0.085,ok,middle_section,section3,low,design_regular_road,0,none,True,,True,True,89224.0,val,train,train,1,1,1,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_13_03_vehicle.csv,原始生理数据/yzy/Entity_Recording_2025_09_27_14_13_03_physio.csv,原始脑电数据/yzy/Entity_Recording_2025_09_27_14_13_03_eeg.csv,1758982383.231,1758983078.211,1758982383.22,1758983078.211,1758982383.241,1758983078.211,True,True,True,True,False,True,True,False
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000264885,vehicle_instability_all_raw_rescreen_v0_1,yzy,2025_09_27_14_13_03,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_13_03_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_14_13_03_vehicle.csv,9db98bd3bc0010a25b70ec3f54204f4370db8035a796205597a9ee68a8898717,264.885,1758982648.116,264.885,273.655,1758982648.116,1758982656.886,8.77,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,2,2,allraw_nonsteering_seed__yzy__2025_09_27_14_13_03__00017;allraw_nonsteering_seed__yzy__2025_09_27_14_13_03__00018,roll_rate;roll_rate,extreme;extreme,ok,,4.55603,1.916262,0.38377,19.339181,33.7323,3.1765,87.12,auto_accept_instability_high,100.0,hybrid_accept_high,2,2,strong_active,straight,secondary,0.75,ok,fix_road,fix_road,low,design_special_event_segment,0,none,True,,True,True,86019.0,train,train,train,1,1,1,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_13_03_vehicle.csv,原始生理数据/yzy/Entity_Recording_2025_09_27_14_13_03_physio.csv,原始脑电数据/yzy/Entity_Recording_2025_09_27_14_13_03_eeg.csv,1758982383.231,1758983078.211,1758982383.22,1758983078.211,1758982383.241,1758983078.211,True,True,True,True,False,True,True,False
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000289460,vehicle_instability_all_raw_rescreen_v0_1,yzy,2025_09_27_14_13_03,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_13_03_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_14_13_03_vehicle.csv,9db98bd3bc0010a25b70ec3f54204f4370db8035a796205597a9ee68a8898717,289.46,1758982672.691,289.46,293.075,1758982672.691,1758982676.306,3.615,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__yzy__2025_09_27_14_13_03__00019,roll_rate,strong,ok,,3.74537,0.169951,0.159731,2.67469,94.2644,1.087864,57.66,needs_human_review,91.65,hybrid_accept_high,2,2,strong_active,straight,secondary,0.14,ok,fix_road,fix_road,low,design_special_event_segment,0,none,True,,True,True,81104.0,test,train,train,1,1,1,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_13_03_vehicle.csv,原始生理数据/yzy/Entity_Recording_2025_09_27_14_13_03_physio.csv,原始脑电数据/yzy/Entity_Recording_2025_09_27_14_13_03_eeg.csv,1758982383.231,1758983078.211,1758982383.22,1758983078.211,1758982383.241,1758983078.211,True,True,True,True,False,True,True,False
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000348115,vehicle_instability_all_raw_rescreen_v0_1,yzy,2025_09_27_14_13_03,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_13_03_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_14_13_03_vehicle.csv,9db98bd3bc0010a25b70ec3f54204f4370db8035a796205597a9ee68a8898717,348.115,1758982731.346,348.115,369.78,1758982731.346,1758982753.011,21.665,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,3,4,4,allraw_nonsteering_seed__yzy__2025_09_27_14_13_03__00026;allraw_nonsteering_seed__yzy__2025_09_27_14_13_03__00027;allraw_nonsteering_seed__yzy__2025_09_27_14_13_03__00028;allraw_nonsteering_seed__yzy__2025_09_27_14_13_03__00029,roll_rate;ay;roll_rate;roll_rate,extreme;weak;medium;weak,ok,,6.69575,0.360515,0.346656,2.44724,124.691,1.070063,81.75,auto_accept_instability_high,100.0,hybrid_accept_high,3,3,extreme_active,curve,secondary,0.02,ok,middle_section,section4,low,design_regular_road,0,none,True,,True,True,69373.0,train,train,train,1,1,1,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_13_03_vehicle.csv,原始生理数据/yzy/Entity_Recording_2025_09_27_14_13_03_physio.csv,原始脑电数据/yzy/Entity_Recording_2025_09_27_14_13_03_eeg.csv,1758982383.231,1758983078.211,1758982383.22,1758983078.211,1758982383.241,1758983078.211,True,True,True,True,False,True,True,False
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000407925,vehicle_instability_all_raw_rescreen_v0_1,yzy,2025_09_27_14_13_03,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_13_03_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_14_13_03_vehicle.csv,9db98bd3bc0010a25b70ec3f54204f4370db8035a796205597a9ee68a8898717,407.925,1758982791.156,407.925,414.62,1758982791.156,1758982797.8509998,6.695,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__yzy__2025_09_27_14_13_03__00034,roll_rate,extreme,ok,,7.52465,0.4674,1.20533,2.21084,114.938999,2.771935,86.28,auto_accept_instability_high,100.0,hybrid_accept_high,2,2,extreme_active,straight,primary,0.79,ok,middle_section,section5,very_low,design_regular_road,0,none,True,,True,True,57411.0,train,train,train,1,1,1,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_13_03_vehicle.csv,原始生理数据/yzy/Entity_Recording_2025_09_27_14_13_03_physio.csv,原始脑电数据/yzy/Entity_Recording_2025_09_27_14_13_03_eeg.csv,1758982383.231,1758983078.211,1758982383.22,1758983078.211,1758982383.241,1758983078.211,True,True,True,True,False,True,True,False
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000418350,vehicle_instability_all_raw_rescreen_v0_1,yzy,2025_09_27_14_13_03,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_13_03_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_14_13_03_vehicle.csv,9db98bd3bc0010a25b70ec3f54204f4370db8035a796205597a9ee68a8898717,418.35,1758982801.5809999,418.35,430.315,1758982801.5809999,1758982813.546,11.965,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,2,2,allraw_nonsteering_seed__yzy__2025_09_27_14_13_03__00035;allraw_nonsteering_seed__yzy__2025_09_27_14_13_03__00036,roll_rate;roll_rate,extreme;extreme,ok,,8.441539,0.762588,1.13922,14.308869,20.5822,1.36694,93.17,auto_accept_instability_high,100.0,hybrid_accept_high,3,3,extreme_active,straight,secondary,0.115,ok,middle_section,section5,very_low,design_regular_road,0,none,True,,True,True,55326.0,train,train,train,1,1,1,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_13_03_vehicle.csv,原始生理数据/yzy/Entity_Recording_2025_09_27_14_13_03_physio.csv,原始脑电数据/yzy/Entity_Recording_2025_09_27_14_13_03_eeg.csv,1758982383.231,1758983078.211,1758982383.22,1758983078.211,1758982383.241,1758983078.211,True,True,True,True,False,True,True,False
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000455460,vehicle_instability_all_raw_rescreen_v0_1,yzy,2025_09_27_14_13_03,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_13_03_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_14_13_03_vehicle.csv,9db98bd3bc0010a25b70ec3f54204f4370db8035a796205597a9ee68a8898717,455.46,1758982838.691,455.46,475.56,1758982838.691,1758982858.791,20.1,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,4,4,4,allraw_nonsteering_seed__yzy__2025_09_27_14_13_03__00039;allraw_nonsteering_seed__yzy__2025_09_27_14_13_03__00040;allraw_nonsteering_seed__yzy__2025_09_27_14_13_03__00041;allraw_nonsteering_seed__yzy__2025_09_27_14_13_03__00042,roll_rate;roll_rate;roll_rate;ay,strong;medium;strong;medium,ok,,5.16759,0.236176,0.208028,1.989963,98.9159,1.32174,69.6,auto_accept_instability_medium,100.0,hybrid_accept_high,2,2,strong_active,straight,secondary,0.08,ok,middle_section,section5,very_low,design_regular_road,0,none,True,,True,True,47904.0,train,train,train,1,1,1,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_13_03_vehicle.csv,原始生理数据/yzy/Entity_Recording_2025_09_27_14_13_03_physio.csv,原始脑电数据/yzy/Entity_Recording_2025_09_27_14_13_03_eeg.csv,1758982383.231,1758983078.211,1758982383.22,1758983078.211,1758982383.241,1758983078.211,True,True,True,True,False,True,True,False
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000511905,vehicle_instability_all_raw_rescreen_v0_1,yzy,2025_09_27_14_13_03,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_13_03_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_14_13_03_vehicle.csv,9db98bd3bc0010a25b70ec3f54204f4370db8035a796205597a9ee68a8898717,511.905,1758982895.136,511.905,516.65,1758982895.136,1758982899.881,4.745,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,3,2,3,allraw_nonsteering_seed__yzy__2025_09_27_14_13_03__00044;allraw_nonsteering_seed__yzy__2025_09_27_14_13_03__00045;allraw_nonsteering_seed__yzy__2025_09_27_14_13_03__00046,roll_rate;ay;roll_rate,strong;weak;extreme,ok,,6.00899,0.556841,0.166688,3.0638,113.724,1.440072,82.34,auto_accept_instability_high,100.0,hybrid_accept_high,3,3,strong_active,straight,secondary,0.07,ok,middle_section,section6,very_low,design_regular_road,0,none,True,,True,True,36615.0,train,train,train,1,1,1,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_13_03_vehicle.csv,原始生理数据/yzy/Entity_Recording_2025_09_27_14_13_03_physio.csv,原始脑电数据/yzy/Entity_Recording_2025_09_27_14_13_03_eeg.csv,1758982383.231,1758983078.211,1758982383.22,1758983078.211,1758982383.241,1758983078.211,True,True,True,True,False,True,True,False
