event_uid,dataset_version,subject,session_stamp,anchor_time_rel_s,event_type,event_level,road_type_anchor,n_window_samples,random_event_split,session_level_split,subject_level_split
vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000527890,vehicle_instability_highconf_v0_1,hzh,2025_09_27_19_33_25,527.89,instability_ay_roll,strong_active,straight,3,val,train,test
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000051370,vehicle_instability_highconf_v0_1,hzh,2025_09_27_19_44_05,51.37,instability_ay_roll,extreme_active,straight,3,val,test,test
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000081885,vehicle_instability_highconf_v0_1,hzh,2025_09_27_19_44_05,81.885,instability_ay_roll,strong_active,straight,3,test,test,test
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000128910,vehicle_instability_highconf_v0_1,hzh,2025_09_27_19_44_05,128.91,instability_ay_roll,extreme_active,curve,3,train,test,test
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000176245,vehicle_instability_highconf_v0_1,hzh,2025_09_27_19_44_05,176.245,instability_ay_roll,strong_active,straight,3,train,test,test
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000218700,vehicle_instability_highconf_v0_1,hzh,2025_09_27_19_44_05,218.7,instability_ay_roll,extreme_active,straight,3,train,test,test
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000246255,vehicle_instability_highconf_v0_1,hzh,2025_09_27_19_44_05,246.255,instability_ay_roll,strong_active,straight,3,test,test,test
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000301790,vehicle_instability_highconf_v0_1,hzh,2025_09_27_19_44_05,301.79,instability_ay_roll,strong_active,straight,3,train,test,test
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000326390,vehicle_instability_highconf_v0_1,hzh,2025_09_27_19_44_05,326.39,instability_ay_roll,extreme_active,straight,3,train,test,test
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000345860,vehicle_instability_highconf_v0_1,hzh,2025_09_27_19_44_05,345.86,instability_ay_roll,extreme_active,straight,3,train,test,test
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000407670,vehicle_instability_highconf_v0_1,hzh,2025_09_27_19_44_05,407.67,instability_ay_roll,extreme_active,straight,3,train,test,test
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000429895,vehicle_instability_highconf_v0_1,hzh,2025_09_27_19_44_05,429.895,instability_ay_roll,medium_active,straight,3,val,test,test
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000530990,vehicle_instability_highconf_v0_1,hzh,2025_09_27_19_44_05,530.99,instability_ay_roll,extreme_active,curve,3,train,test,test
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000159055,vehicle_instability_highconf_v0_1,jy,2025_09_26_17_17_11,159.055,instability_ay_roll,medium_active,curve,3,train,train,train
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000223285,vehicle_instability_highconf_v0_1,jy,2025_09_26_17_17_11,223.285,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000240445,vehicle_instability_highconf_v0_1,jy,2025_09_26_17_17_11,240.445,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000289580,vehicle_instability_highconf_v0_1,jy,2025_09_26_17_17_11,289.58,instability_roll_only,medium_active,straight,3,train,train,train
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000360915,vehicle_instability_highconf_v0_1,jy,2025_09_26_17_17_11,360.915,instability_ay_roll,none,none,3,val,train,train
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000414405,vehicle_instability_highconf_v0_1,jy,2025_09_26_17_17_11,414.405,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000547665,vehicle_instability_highconf_v0_1,jy,2025_09_26_17_17_11,547.665,instability_ay_roll,extreme_active,curve,3,test,train,train
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000615015,vehicle_instability_highconf_v0_1,jy,2025_09_26_17_17_11,615.015,instability_ay_roll,weak,straight,3,train,train,train
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000057650,vehicle_instability_highconf_v0_1,jy,2025_09_26_17_29_44,57.65,instability_ay_roll,weak,straight,3,test,train,train
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000133840,vehicle_instability_highconf_v0_1,jy,2025_09_26_17_29_44,133.84,instability_ay_roll,extreme_active,curve,3,test,train,train
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000176855,vehicle_instability_highconf_v0_1,jy,2025_09_26_17_29_44,176.855,instability_ay_roll,extreme_active,curve,3,val,train,train
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000269345,vehicle_instability_highconf_v0_1,jy,2025_09_26_17_29_44,269.345,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000332895,vehicle_instability_highconf_v0_1,jy,2025_09_26_17_29_44,332.895,instability_ay_roll,extreme_active,curve,3,test,train,train
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000426110,vehicle_instability_highconf_v0_1,jy,2025_09_26_17_29_44,426.11,instability_ay_roll,extreme_active,straight,3,val,train,train
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000500270,vehicle_instability_highconf_v0_1,jy,2025_09_26_17_29_44,500.27,instability_ay_roll,medium_active,straight,3,val,train,train
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000535550,vehicle_instability_highconf_v0_1,jy,2025_09_26_17_29_44,535.55,instability_ay_roll,none,none,3,val,train,train
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000540950,vehicle_instability_highconf_v0_1,jy,2025_09_26_17_29_44,540.95,instability_ay_roll,strong_active,curve,3,train,train,train
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000614515,vehicle_instability_highconf_v0_1,jy,2025_09_26_17_29_44,614.515,instability_ay_roll,weak,curve,3,test,train,train
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000065475,vehicle_instability_highconf_v0_1,jy,2025_09_26_17_40_51,65.475,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000069905,vehicle_instability_highconf_v0_1,jy,2025_09_26_17_40_51,69.905,instability_ay_roll,strong_active,straight,3,val,train,train
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000139585,vehicle_instability_highconf_v0_1,jy,2025_09_26_17_40_51,139.585,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000204390,vehicle_instability_highconf_v0_1,jy,2025_09_26_17_40_51,204.39,instability_ay_roll,extreme_active,straight,3,val,train,train
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000228515,vehicle_instability_highconf_v0_1,jy,2025_09_26_17_40_51,228.515,instability_ay_roll,extreme_active,straight,3,val,train,train
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000277995,vehicle_instability_highconf_v0_1,jy,2025_09_26_17_40_51,277.995,instability_ay_roll,extreme_active,curve,3,train,train,train
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000399600,vehicle_instability_highconf_v0_1,jy,2025_09_26_17_40_51,399.6,instability_ay_roll,medium_active,straight,3,train,train,train
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000445490,vehicle_instability_highconf_v0_1,jy,2025_09_26_17_40_51,445.49,instability_ay_roll,strong_active,curve,3,train,train,train
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000526105,vehicle_instability_highconf_v0_1,jy,2025_09_26_17_40_51,526.105,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__jy__2025_09_26_17_51_46__000128915,vehicle_instability_highconf_v0_1,jy,2025_09_26_17_51_46,128.915,instability_ay_roll,extreme_active,straight,3,val,train,train
vehicle_instability_allraw__jy__2025_09_26_17_51_46__000184900,vehicle_instability_highconf_v0_1,jy,2025_09_26_17_51_46,184.9,instability_ay_roll,medium_active,straight,3,train,train,train
vehicle_instability_allraw__jy__2025_09_26_17_51_46__000257425,vehicle_instability_highconf_v0_1,jy,2025_09_26_17_51_46,257.425,instability_ay_roll,extreme_active,curve,3,train,train,train
vehicle_instability_allraw__jy__2025_09_26_17_51_46__000542335,vehicle_instability_highconf_v0_1,jy,2025_09_26_17_51_46,542.335,instability_ay_roll,medium_active,curve,3,train,train,train
vehicle_instability_allraw__jy__2025_09_26_18_01_40__000064705,vehicle_instability_highconf_v0_1,jy,2025_09_26_18_01_40,64.705,instability_ay_roll,strong_active,straight,3,train,val,train
vehicle_instability_allraw__jy__2025_09_26_18_01_40__000136325,vehicle_instability_highconf_v0_1,jy,2025_09_26_18_01_40,136.325,instability_ay_roll,extreme_active,curve,3,train,val,train
vehicle_instability_allraw__jy__2025_09_26_18_01_40__000198735,vehicle_instability_highconf_v0_1,jy,2025_09_26_18_01_40,198.735,instability_ay_roll,strong_active,straight,3,test,val,train
vehicle_instability_allraw__jy__2025_09_26_18_01_40__000268335,vehicle_instability_highconf_v0_1,jy,2025_09_26_18_01_40,268.335,instability_ay_roll,none,none,3,train,val,train
vehicle_instability_allraw__jy__2025_09_26_18_01_40__000326600,vehicle_instability_highconf_v0_1,jy,2025_09_26_18_01_40,326.6,instability_ay_roll,strong_active,straight,3,val,val,train
vehicle_instability_allraw__jy__2025_09_26_18_01_40__000403800,vehicle_instability_highconf_v0_1,jy,2025_09_26_18_01_40,403.8,instability_ay_roll,medium_active,straight,3,test,val,train
vehicle_instability_allraw__jy__2025_09_26_18_01_40__000498140,vehicle_instability_highconf_v0_1,jy,2025_09_26_18_01_40,498.14,instability_ay_roll,strong_active,curve,3,train,val,train
vehicle_instability_allraw__lx__2025_09_26_08_58_43__000154775,vehicle_instability_highconf_v0_1,lx,2025_09_26_08_58_43,154.775,instability_ay_roll,extreme_active,straight,3,val,val,train
vehicle_instability_allraw__lx__2025_09_26_08_58_43__000250000,vehicle_instability_highconf_v0_1,lx,2025_09_26_08_58_43,250.0,instability_ay_roll,extreme_active,straight,3,train,val,train
vehicle_instability_allraw__lx__2025_09_26_09_06_38__000064800,vehicle_instability_highconf_v0_1,lx,2025_09_26_09_06_38,64.8,instability_ay_roll,extreme_active,straight,3,train,val,train
vehicle_instability_allraw__lx__2025_09_26_09_06_38__000215020,vehicle_instability_highconf_v0_1,lx,2025_09_26_09_06_38,215.02,instability_ay_roll,strong_active,curve,3,train,val,train
vehicle_instability_allraw__lx__2025_09_26_09_06_38__000220235,vehicle_instability_highconf_v0_1,lx,2025_09_26_09_06_38,220.235,instability_ay_roll,strong_active,curve,3,train,val,train
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000060745,vehicle_instability_highconf_v0_1,lx,2025_09_26_09_17_22,60.745,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000135315,vehicle_instability_highconf_v0_1,lx,2025_09_26_09_17_22,135.315,instability_ay_roll,extreme_active,curve,3,test,train,train
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000145735,vehicle_instability_highconf_v0_1,lx,2025_09_26_09_17_22,145.735,instability_ay_roll,extreme_active,curve,3,train,train,train
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000151260,vehicle_instability_highconf_v0_1,lx,2025_09_26_09_17_22,151.26,instability_ay_roll,extreme_active,curve,3,train,train,train
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000215535,vehicle_instability_highconf_v0_1,lx,2025_09_26_09_17_22,215.535,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000263130,vehicle_instability_highconf_v0_1,lx,2025_09_26_09_17_22,263.13,instability_ay_roll,extreme_active,straight,3,test,train,train
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000324565,vehicle_instability_highconf_v0_1,lx,2025_09_26_09_17_22,324.565,instability_ay_roll,strong_active,curve,3,val,train,train
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000385260,vehicle_instability_highconf_v0_1,lx,2025_09_26_09_17_22,385.26,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000476915,vehicle_instability_highconf_v0_1,lx,2025_09_26_09_17_22,476.915,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000480490,vehicle_instability_highconf_v0_1,lx,2025_09_26_09_17_22,480.49,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000037840,vehicle_instability_highconf_v0_1,lxy,2025_09_28_17_55_52,37.84,instability_ay_roll,medium_active,straight,3,train,train,train
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000057250,vehicle_instability_highconf_v0_1,lxy,2025_09_28_17_55_52,57.25,instability_ay_roll,strong_active,straight,3,val,train,train
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000089180,vehicle_instability_highconf_v0_1,lxy,2025_09_28_17_55_52,89.18,instability_ay_roll,medium_active,straight,3,train,train,train
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000131600,vehicle_instability_highconf_v0_1,lxy,2025_09_28_17_55_52,131.6,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000160915,vehicle_instability_highconf_v0_1,lxy,2025_09_28_17_55_52,160.915,instability_ay_roll,extreme_active,straight,3,val,train,train
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000186485,vehicle_instability_highconf_v0_1,lxy,2025_09_28_17_55_52,186.485,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000202445,vehicle_instability_highconf_v0_1,lxy,2025_09_28_17_55_52,202.445,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000226595,vehicle_instability_highconf_v0_1,lxy,2025_09_28_17_55_52,226.595,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000241900,vehicle_instability_highconf_v0_1,lxy,2025_09_28_17_55_52,241.9,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000255420,vehicle_instability_highconf_v0_1,lxy,2025_09_28_17_55_52,255.42,instability_ay_roll,none,none,3,train,train,train
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000273935,vehicle_instability_highconf_v0_1,lxy,2025_09_28_17_55_52,273.935,instability_ay_roll,strong_active,straight,3,test,train,train
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000279955,vehicle_instability_highconf_v0_1,lxy,2025_09_28_17_55_52,279.955,instability_ay_roll,weak,straight,3,train,train,train
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000307650,vehicle_instability_highconf_v0_1,lxy,2025_09_28_17_55_52,307.65,instability_ay_roll,weak,curve,3,train,train,train
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000357070,vehicle_instability_highconf_v0_1,lxy,2025_09_28_17_55_52,357.07,instability_roll_only,extreme_active,straight,3,test,train,train
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000360910,vehicle_instability_highconf_v0_1,lxy,2025_09_28_17_55_52,360.91,instability_ay_roll,extreme_active,straight,3,val,train,train
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000380645,vehicle_instability_highconf_v0_1,lxy,2025_09_28_17_55_52,380.645,instability_ay_roll,extreme_active,straight,3,val,train,train
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000448640,vehicle_instability_highconf_v0_1,lxy,2025_09_28_17_55_52,448.64,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000511200,vehicle_instability_highconf_v0_1,lxy,2025_09_28_17_55_52,511.2,instability_ay_roll,extreme_active,straight,3,test,train,train
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000541050,vehicle_instability_highconf_v0_1,lxy,2025_09_28_17_55_52,541.05,instability_ay_roll,weak,straight,3,train,train,train
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000057770,vehicle_instability_highconf_v0_1,lxy,2025_09_28_18_06_16,57.77,instability_ay_roll,medium_active,straight,3,test,train,train
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000072320,vehicle_instability_highconf_v0_1,lxy,2025_09_28_18_06_16,72.32,instability_ay_roll,extreme_active,straight,3,val,train,train
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000084330,vehicle_instability_highconf_v0_1,lxy,2025_09_28_18_06_16,84.33,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000108400,vehicle_instability_highconf_v0_1,lxy,2025_09_28_18_06_16,108.4,instability_ay_roll,weak,straight,3,test,train,train
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000133655,vehicle_instability_highconf_v0_1,lxy,2025_09_28_18_06_16,133.655,instability_ay_roll,extreme_active,straight,3,val,train,train
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000158020,vehicle_instability_highconf_v0_1,lxy,2025_09_28_18_06_16,158.02,instability_ay_roll,strong_active,curve,3,train,train,train
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000165175,vehicle_instability_highconf_v0_1,lxy,2025_09_28_18_06_16,165.175,instability_ay_roll,none,none,3,train,train,train
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000250730,vehicle_instability_highconf_v0_1,lxy,2025_09_28_18_06_16,250.73,instability_ay_roll,strong_active,straight,3,test,train,train
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000302360,vehicle_instability_highconf_v0_1,lxy,2025_09_28_18_06_16,302.36,instability_ay_roll,strong_active,curve,3,train,train,train
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000321260,vehicle_instability_highconf_v0_1,lxy,2025_09_28_18_06_16,321.26,instability_ay_roll,weak,curve,3,train,train,train
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000326285,vehicle_instability_highconf_v0_1,lxy,2025_09_28_18_06_16,326.285,instability_ay_roll,medium_active,straight,3,test,train,train
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000373530,vehicle_instability_highconf_v0_1,lxy,2025_09_28_18_06_16,373.53,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000389495,vehicle_instability_highconf_v0_1,lxy,2025_09_28_18_06_16,389.495,instability_ay_roll,none,none,3,train,train,train
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000403155,vehicle_instability_highconf_v0_1,lxy,2025_09_28_18_06_16,403.155,instability_ay_roll,none,none,3,train,train,train
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000464805,vehicle_instability_highconf_v0_1,lxy,2025_09_28_18_06_16,464.805,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000565345,vehicle_instability_highconf_v0_1,lxy,2025_09_28_18_06_16,565.345,instability_ay_roll,extreme_active,curve,3,val,train,train
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000087450,vehicle_instability_highconf_v0_1,lxy,2025_09_28_18_19_35,87.45,instability_ay_roll,extreme_active,straight,3,val,train,train
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000129055,vehicle_instability_highconf_v0_1,lxy,2025_09_28_18_19_35,129.055,instability_ay_roll,extreme_active,curve,3,train,train,train
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000157615,vehicle_instability_highconf_v0_1,lxy,2025_09_28_18_19_35,157.615,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000175350,vehicle_instability_highconf_v0_1,lxy,2025_09_28_18_19_35,175.35,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000188330,vehicle_instability_highconf_v0_1,lxy,2025_09_28_18_19_35,188.33,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000202855,vehicle_instability_highconf_v0_1,lxy,2025_09_28_18_19_35,202.855,instability_ay_roll,strong_active,straight,3,test,train,train
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000213630,vehicle_instability_highconf_v0_1,lxy,2025_09_28_18_19_35,213.63,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000262630,vehicle_instability_highconf_v0_1,lxy,2025_09_28_18_19_35,262.63,instability_ay_roll,strong_active,curve,3,train,train,train
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000290870,vehicle_instability_highconf_v0_1,lxy,2025_09_28_18_19_35,290.87,instability_ay_roll,extreme_active,straight,3,val,train,train
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000316655,vehicle_instability_highconf_v0_1,lxy,2025_09_28_18_19_35,316.655,instability_ay_only,extreme_active,straight,3,val,train,train
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000320035,vehicle_instability_highconf_v0_1,lxy,2025_09_28_18_19_35,320.035,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000334720,vehicle_instability_highconf_v0_1,lxy,2025_09_28_18_19_35,334.72,instability_ay_roll,weak,straight,3,train,train,train
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000402090,vehicle_instability_highconf_v0_1,lxy,2025_09_28_18_19_35,402.09,instability_ay_roll,extreme_active,straight,3,test,train,train
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000481970,vehicle_instability_highconf_v0_1,lxy,2025_09_28_18_19_35,481.97,instability_ay_roll,medium_active,straight,3,train,train,train
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000097820,vehicle_instability_highconf_v0_1,rjy,2025_09_28_19_33_26,97.82,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000137120,vehicle_instability_highconf_v0_1,rjy,2025_09_28_19_33_26,137.12,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000189485,vehicle_instability_highconf_v0_1,rjy,2025_09_28_19_33_26,189.485,instability_ay_roll,medium_active,straight,3,train,train,train
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000245500,vehicle_instability_highconf_v0_1,rjy,2025_09_28_19_33_26,245.5,instability_ay_roll,medium_active,straight,3,test,train,train
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000290715,vehicle_instability_highconf_v0_1,rjy,2025_09_28_19_33_26,290.715,instability_ay_roll,extreme_active,straight,3,val,train,train
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000386830,vehicle_instability_highconf_v0_1,rjy,2025_09_28_19_33_26,386.83,instability_ay_roll,extreme_active,straight,3,val,train,train
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000417195,vehicle_instability_highconf_v0_1,rjy,2025_09_28_19_33_26,417.195,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000439360,vehicle_instability_highconf_v0_1,rjy,2025_09_28_19_33_26,439.36,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000445825,vehicle_instability_highconf_v0_1,rjy,2025_09_28_19_33_26,445.825,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000515545,vehicle_instability_highconf_v0_1,rjy,2025_09_28_19_33_26,515.545,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000560115,vehicle_instability_highconf_v0_1,rjy,2025_09_28_19_33_26,560.115,instability_ay_roll,none,none,3,train,train,train
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000598710,vehicle_instability_highconf_v0_1,rjy,2025_09_28_19_33_26,598.71,instability_ay_roll,medium_active,straight,3,test,train,train
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000624660,vehicle_instability_highconf_v0_1,rjy,2025_09_28_19_33_26,624.66,instability_ay_roll,medium_active,curve,3,train,train,train
vehicle_instability_allraw__rjy__2025_09_28_19_44_42__000058055,vehicle_instability_highconf_v0_1,rjy,2025_09_28_19_44_42,58.055,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__rjy__2025_09_28_19_44_42__000090150,vehicle_instability_highconf_v0_1,rjy,2025_09_28_19_44_42,90.15,instability_ay_roll,extreme_active,straight,3,val,train,train
vehicle_instability_allraw__rjy__2025_09_28_19_44_42__000132740,vehicle_instability_highconf_v0_1,rjy,2025_09_28_19_44_42,132.74,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000056300,vehicle_instability_highconf_v0_1,rjy,2025_09_28_19_51_44,56.3,instability_ay_roll,medium_active,straight,3,val,train,train
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000087940,vehicle_instability_highconf_v0_1,rjy,2025_09_28_19_51_44,87.94,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000132730,vehicle_instability_highconf_v0_1,rjy,2025_09_28_19_51_44,132.73,instability_ay_roll,strong_active,curve,3,val,train,train
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000180850,vehicle_instability_highconf_v0_1,rjy,2025_09_28_19_51_44,180.85,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000209520,vehicle_instability_highconf_v0_1,rjy,2025_09_28_19_51_44,209.52,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000228685,vehicle_instability_highconf_v0_1,rjy,2025_09_28_19_51_44,228.685,instability_ay_roll,extreme_active,straight,3,test,train,train
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000302995,vehicle_instability_highconf_v0_1,rjy,2025_09_28_19_51_44,302.995,instability_ay_roll,extreme_active,curve,3,train,train,train
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000340405,vehicle_instability_highconf_v0_1,rjy,2025_09_28_19_51_44,340.405,instability_ay_roll,strong_active,straight,3,test,train,train
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000357340,vehicle_instability_highconf_v0_1,rjy,2025_09_28_19_51_44,357.34,instability_ay_roll,extreme_active,straight,3,test,train,train
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000384965,vehicle_instability_highconf_v0_1,rjy,2025_09_28_19_51_44,384.965,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000463330,vehicle_instability_highconf_v0_1,rjy,2025_09_28_19_51_44,463.33,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000498795,vehicle_instability_highconf_v0_1,rjy,2025_09_28_19_51_44,498.795,instability_ay_roll,none,none,3,train,train,train
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000532085,vehicle_instability_highconf_v0_1,rjy,2025_09_28_19_51_44,532.085,instability_ay_roll,medium_active,straight,3,val,train,train
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000538615,vehicle_instability_highconf_v0_1,rjy,2025_09_28_19_51_44,538.615,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000564970,vehicle_instability_highconf_v0_1,rjy,2025_09_28_19_51_44,564.97,instability_ay_roll,strong_active,curve,3,test,train,train
