sample_id,event_uid,subject,session_stamp,window_config_id,default_split,random_event_split,session_level_split,subject_level_split,event_type,event_level,road_type_anchor,road_design_risk_class,label_end_rel_s,event_end_rel_s,event_duration_s,label_valid_ratio,gt_peak_abs,gt_peak_signed,gt_peak_time_s,gt_peak_direction,gt_reversal_count,gt_tail_abs,gt_tail_signed,gt_tail_over_peak,gt_peak_near_label_end,gt_tail_unsettled,label_response_unsettled_flag,event_duration_exceeds_label,post2_range_abs,post2_change_from_2s_abs,post2_substantial_change
vehicle_instability_allraw__lx__2025_09_26_09_06_38__000220235__pre2_label2_old_main,vehicle_instability_allraw__lx__2025_09_26_09_06_38__000220235,lx,2025_09_26_09_06_38,pre2_label2_old_main,val,train,val,train,instability_ay_roll,strong_active,curve,design_curve_context,2.0,225.14,4.905,1.0,1.7544076442718506,1.7544076442718506,1.5850000381469727,1,4,1.5521236658096313,1.5521236658096313,0.8846995570711987,False,True,True,True,,,False
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000060745__pre2_label2_old_main,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000060745,lx,2025_09_26_09_17_22,pre2_label2_old_main,train,train,train,train,instability_ay_roll,strong_active,straight,design_regular_road,2.0,67.76,7.015,1.0,0.9454450011253357,0.9454450011253357,1.899999976158142,1,2,0.9046050310134888,0.9046050310134888,0.9568034416986326,True,True,True,True,,,False
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000135315__pre2_label2_old_main,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000135315,lx,2025_09_26_09_17_22,pre2_label2_old_main,train,test,train,train,instability_ay_roll,extreme_active,curve,design_curve_context,2.0,142.32,7.005,1.0,1.2240021228790283,-1.2240021228790283,1.9800000190734863,-1,4,1.2240021228790283,-1.2240021228790283,1.0,True,True,True,True,,,False
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000145735__pre2_label2_old_main,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000145735,lx,2025_09_26_09_17_22,pre2_label2_old_main,train,train,train,train,instability_ay_roll,extreme_active,curve,design_curve_context,2.0,146.81,1.075,1.0,1.1288700103759766,-1.1288700103759766,2.0,-1,4,1.1288700103759766,-1.1288700103759766,1.0,True,True,True,True,,,False
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000151260__pre2_label2_old_main,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000151260,lx,2025_09_26_09_17_22,pre2_label2_old_main,train,train,train,train,instability_ay_roll,extreme_active,curve,design_curve_context,2.0,153.91,2.65,1.0,6.8434295654296875,6.8434295654296875,1.774999976158142,1,1,6.176366806030273,6.176366806030273,0.9025250785411525,True,True,True,True,,,False
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000215535__pre2_label2_old_main,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000215535,lx,2025_09_26_09_17_22,pre2_label2_old_main,train,train,train,train,instability_ay_roll,strong_active,straight,design_regular_road,2.0,224.53,8.995,1.0,0.9073969125747681,-0.9073969125747681,1.2050000429153442,-1,2,0.14573507010936737,0.14573507010936737,0.16060785317842816,False,False,False,True,,,False
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000263130__pre2_label2_old_main,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000263130,lx,2025_09_26_09_17_22,pre2_label2_old_main,train,test,train,train,instability_ay_roll,extreme_active,straight,design_special_event_segment,2.0,275.835,12.705,1.0,0.9936151504516602,-0.9936151504516602,1.850000023841858,-1,3,0.796574592590332,-0.796574592590332,0.8016932835899685,True,True,True,True,,,False
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000324565__pre2_label2_old_main,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000324565,lx,2025_09_26_09_17_22,pre2_label2_old_main,train,val,train,train,instability_ay_roll,strong_active,curve,design_regular_road,2.0,346.055,21.49,1.0,0.40823203325271606,0.40823203325271606,0.5400000214576721,1,2,0.3897319436073303,0.3897319436073303,0.9546824155420129,False,True,True,True,,,False
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000385260__pre2_label2_old_main,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000385260,lx,2025_09_26_09_17_22,pre2_label2_old_main,train,train,train,train,instability_ay_roll,extreme_active,straight,design_regular_road,2.0,390.345,5.085,1.0,1.2409290075302124,-1.2409290075302124,1.2100000381469727,-1,4,0.39810919761657715,-0.39810919761657715,0.32081544971611486,False,True,True,True,,,False
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000476915__pre2_label2_old_main,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000476915,lx,2025_09_26_09_17_22,pre2_label2_old_main,train,train,train,train,instability_ay_roll,strong_active,straight,design_regular_road,2.0,477.565,0.65,1.0,1.6242048740386963,1.6242048740386963,0.9950000047683716,1,4,1.3962653875350952,1.3962653875350952,0.8596608776719072,False,True,True,True,,,False
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000480490__pre2_label2_old_main,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000480490,lx,2025_09_26_09_17_22,pre2_label2_old_main,train,train,train,train,instability_ay_roll,strong_active,straight,design_regular_road,2.0,485.8,5.31,1.0,2.146575927734375,2.146575927734375,1.8600000143051147,1,4,2.042205810546875,2.042205810546875,0.9513783249690784,True,True,True,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000037840__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000037840,lxy,2025_09_28_17_55_52,pre2_label2_old_main,train,train,train,train,instability_ay_roll,medium_active,straight,design_regular_road,2.0,44.685,6.845,1.0,0.8552116751670837,-0.8552116751670837,2.0,-1,2,0.8552116751670837,-0.8552116751670837,1.0,True,True,True,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000057250__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000057250,lxy,2025_09_28_17_55_52,pre2_label2_old_main,train,val,train,train,instability_ay_roll,strong_active,straight,design_regular_road,2.0,67.475,10.225,1.0,0.4199264943599701,-0.4199264943599701,1.9950000047683716,-1,1,0.4199264943599701,-0.4199264943599701,1.0,True,True,True,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000089180__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000089180,lxy,2025_09_28_17_55_52,pre2_label2_old_main,train,train,train,train,instability_ay_roll,medium_active,straight,design_regular_road,2.0,98.035,8.855,1.0,0.9375909566879272,0.9375909566879272,2.0,1,1,0.9375909566879272,0.9375909566879272,1.0,True,True,True,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000131600__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000131600,lxy,2025_09_28_17_55_52,pre2_label2_old_main,train,train,train,train,instability_ay_roll,extreme_active,straight,design_curve_context,2.0,151.765,20.165,1.0,1.0196189880371094,-1.0196189880371094,1.25,-1,1,0.47996601462364197,-0.47996601462364197,0.47073075360006283,False,True,True,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000160915__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000160915,lxy,2025_09_28_17_55_52,pre2_label2_old_main,train,val,train,train,instability_ay_roll,extreme_active,straight,design_regular_road,2.0,178.14,17.225,1.0,1.0697157382965088,-1.0697157382965088,0.9800000190734863,-1,1,1.0587172508239746,1.0587172508239746,0.9897183082581836,False,True,True,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000186485__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000186485,lxy,2025_09_28_17_55_52,pre2_label2_old_main,train,train,train,train,instability_ay_roll,strong_active,straight,design_regular_road,2.0,195.135,8.65,1.0,0.4502953886985779,0.4502953886985779,1.9800000190734863,1,1,0.4499463140964508,0.4499463140964508,0.9992247875263925,True,True,True,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000202445__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000202445,lxy,2025_09_28_17_55_52,pre2_label2_old_main,train,train,train,train,instability_ay_roll,strong_active,straight,design_special_event_segment,2.0,223.325,20.88,1.0,0.6930699944496155,0.6930699944496155,1.2200000286102295,1,4,0.6532769203186035,0.6532769203186035,0.9425843357096816,False,True,True,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000226595__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000226595,lxy,2025_09_28_17_55_52,pre2_label2_old_main,train,train,train,train,instability_ay_roll,extreme_active,straight,design_special_event_segment,2.0,236.25,9.655,1.0,2.0678651332855225,2.0678651332855225,0.9599999785423279,1,3,1.431867003440857,1.431867003440857,0.69243732600967,False,True,True,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000241900__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000241900,lxy,2025_09_28_17_55_52,pre2_label2_old_main,train,train,train,train,instability_ay_roll,strong_active,straight,design_special_event_segment,2.0,251.35,9.45,1.0,1.1992160081863403,1.1992160081863403,1.0950000286102295,1,3,0.8560839891433716,0.8560839891433716,0.7138697142961661,False,True,True,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000255420__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000255420,lxy,2025_09_28_17_55_52,pre2_label2_old_main,train,train,train,train,instability_ay_roll,instability_extreme,design_regular_road,design_regular_road,2.0,270.09,14.67,1.0,0.06388020515441895,-0.06388020515441895,1.975000023841858,-1,0,0.06388020515441895,-0.06388020515441895,1.0,True,False,True,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000273935__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000273935,lxy,2025_09_28_17_55_52,pre2_label2_old_main,train,test,train,train,instability_ay_roll,strong_active,straight,design_regular_road,2.0,277.43,3.495,1.0,0.355525404214859,0.355525404214859,2.0,1,0,0.355525404214859,0.355525404214859,1.0,True,True,True,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000279955__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000279955,lxy,2025_09_28_17_55_52,pre2_label2_old_main,train,train,train,train,instability_ay_roll,weak,straight,design_regular_road,2.0,281.565,1.61,1.0,0.8337439894676208,-0.8337439894676208,1.9950000047683716,-1,0,0.8337439894676208,-0.8337439894676208,1.0,True,True,True,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000307650__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000307650,lxy,2025_09_28_17_55_52,pre2_label2_old_main,train,train,train,train,instability_ay_roll,weak,curve,design_regular_road,2.0,324.415,16.765,1.0,0.6717774868011475,0.6717774868011475,2.0,1,0,0.6717774868011475,0.6717774868011475,1.0,True,True,True,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000357070__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000357070,lxy,2025_09_28_17_55_52,pre2_label2_old_main,train,test,train,train,instability_roll_only,extreme_active,straight,design_curve_context,2.0,357.3,0.23,1.0,0.16109400987625122,-0.16109400987625122,1.1100000143051147,-1,1,0.004188999533653259,-0.004188999533653259,0.026003446911968695,False,False,False,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000360910__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000360910,lxy,2025_09_28_17_55_52,pre2_label2_old_main,train,val,train,train,instability_ay_roll,extreme_active,straight,design_regular_road,2.0,365.825,4.915,1.0,1.199739933013916,1.199739933013916,1.3049999475479126,1,3,0.26633697748184204,0.26633697748184204,0.22199559267212685,False,False,False,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000380645__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000380645,lxy,2025_09_28_17_55_52,pre2_label2_old_main,train,val,train,train,instability_ay_roll,extreme_active,straight,design_regular_road,2.0,395.21,14.565,1.0,0.5267407894134521,-0.5267407894134521,1.4049999713897705,-1,2,0.39130276441574097,-0.39130276441574097,0.7428753806050846,False,True,True,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000448640__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000448640,lxy,2025_09_28_17_55_52,pre2_label2_old_main,train,train,train,train,instability_ay_roll,strong_active,straight,design_regular_road,2.0,469.905,21.265,1.0,1.3459980487823486,1.3459980487823486,1.9950000047683716,1,2,1.3459980487823486,1.3459980487823486,1.0,True,True,True,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000511200__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000511200,lxy,2025_09_28_17_55_52,pre2_label2_old_main,train,test,train,train,instability_ay_roll,extreme_active,straight,design_high_risk_surface,2.0,520.1,8.9,1.0,0.977035641670227,-0.977035641670227,1.159999966621399,-1,2,0.3682643473148346,0.3682643473148346,0.37692007497832164,False,True,True,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000541050__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000541050,lxy,2025_09_28_17_55_52,pre2_label2_old_main,train,train,train,train,instability_ay_roll,weak,straight,design_high_risk_surface,2.0,561.735,20.685,1.0,0.7265809774398804,0.7265809774398804,1.5299999713897705,1,2,0.5668829679489136,0.5668829679489136,0.7802061787336282,False,True,True,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000057770__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000057770,lxy,2025_09_28_18_06_16,pre2_label2_old_main,train,test,train,train,instability_ay_roll,medium_active,straight,design_regular_road,2.0,61.845,4.075,1.0,1.0580191612243652,1.0580191612243652,0.949999988079071,1,2,0.06475186347961426,-0.06475186347961426,0.061201030995206025,False,False,False,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000072320__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000072320,lxy,2025_09_28_18_06_16,pre2_label2_old_main,train,val,train,train,instability_ay_roll,extreme_active,straight,design_regular_road,2.0,81.765,9.445,1.0,1.6420010328292847,1.6420010328292847,1.9500000476837158,1,1,1.640260934829712,1.640260934829712,0.9989402576704994,True,True,True,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000084330__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000084330,lxy,2025_09_28_18_06_16,pre2_label2_old_main,train,train,train,train,instability_ay_roll,strong_active,straight,design_regular_road,2.0,104.78,20.45,1.0,0.42027518153190613,-0.42027518153190613,1.725000023841858,-1,1,0.41538819670677185,-0.41538819670677185,0.9883719404811838,False,True,True,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000108400__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000108400,lxy,2025_09_28_18_06_16,pre2_label2_old_main,train,test,train,train,instability_ay_roll,weak,straight,design_curve_context,2.0,117.295,8.895,1.0,0.43196901679039,-0.43196901679039,0.75,-1,1,0.1727875918149948,0.1727875918149948,0.3999999655040973,False,False,False,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000133655__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000133655,lxy,2025_09_28_18_06_16,pre2_label2_old_main,train,val,train,train,instability_ay_roll,extreme_active,straight,design_curve_context,2.0,150.23,16.575,1.0,0.9601031541824341,-0.9601031541824341,2.0,-1,0,0.9601031541824341,-0.9601031541824341,1.0,True,True,True,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000158020__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000158020,lxy,2025_09_28_18_06_16,pre2_label2_old_main,train,train,train,train,instability_ay_roll,strong_active,curve,design_curve_context,2.0,161.065,3.045,1.0,0.06912004947662354,0.06912004947662354,1.534999966621399,1,0,0.06720006465911865,0.06720006465911865,0.97222246175975,False,False,False,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000165175__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000165175,lxy,2025_09_28_18_06_16,pre2_label2_old_main,train,train,train,train,instability_ay_roll,instability_strong,design_curve_context,design_curve_context,2.0,185.31,20.135,1.0,0.1488800048828125,0.1488800048828125,1.9900000095367432,1,0,0.1488800048828125,0.1488800048828125,1.0,True,False,True,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000250730__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000250730,lxy,2025_09_28_18_06_16,pre2_label2_old_main,train,test,train,train,instability_ay_roll,strong_active,straight,design_special_event_segment,2.0,280.09,29.36,1.0,1.5217540264129639,-1.5217540264129639,1.2200000286102295,-1,7,0.01850101351737976,-0.01850101351737976,0.012157689873829237,False,False,False,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000302360__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000302360,lxy,2025_09_28_18_06_16,pre2_label2_old_main,train,train,train,train,instability_ay_roll,strong_active,curve,design_regular_road,2.0,318.545,16.185,1.0,0.5820673704147339,-0.5820673704147339,1.6349999904632568,-1,2,0.13613569736480713,-0.13613569736480713,0.23388305939191867,False,False,False,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000321260__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000321260,lxy,2025_09_28_18_06_16,pre2_label2_old_main,train,train,train,train,instability_ay_roll,weak,curve,design_curve_context,2.0,322.7,1.44,1.0,0.39985501766204834,-0.39985501766204834,0.875,-1,3,0.08936099708080292,0.08936099708080292,0.223483495601222,False,False,False,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000326285__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000326285,lxy,2025_09_28_18_06_16,pre2_label2_old_main,train,test,train,train,instability_ay_roll,medium_active,straight,design_curve_context,2.0,340.68,14.395,1.0,0.5452409982681274,0.5452409982681274,1.9850000143051147,1,1,0.5452409982681274,0.5452409982681274,1.0,True,True,True,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000373530__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000373530,lxy,2025_09_28_18_06_16,pre2_label2_old_main,train,train,train,train,instability_ay_roll,extreme_active,straight,design_regular_road,2.0,385.74,12.21,1.0,0.2476620078086853,0.2476620078086853,1.9950000047683716,1,1,0.2476620078086853,0.2476620078086853,1.0,True,False,True,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000389495__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000389495,lxy,2025_09_28_18_06_16,pre2_label2_old_main,train,train,train,train,instability_ay_roll,instability_extreme,design_special_event_segment,design_special_event_segment,2.0,400.45,10.955,1.0,0.0008699893951416016,0.0008699893951416016,0.375,1,0,0.0008699893951416016,0.0008699893951416016,1.0,False,False,False,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000403155__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000403155,lxy,2025_09_28_18_06_16,pre2_label2_old_main,train,train,train,train,instability_ay_roll,instability_strong,design_special_event_segment,design_special_event_segment,2.0,405.34,2.185,1.0,0.17906999588012695,-0.17906999588012695,1.684999942779541,-1,3,0.1487019658088684,-0.1487019658088684,0.8304125159438351,False,False,False,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000464805__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000464805,lxy,2025_09_28_18_06_16,pre2_label2_old_main,train,train,train,train,instability_ay_roll,strong_active,straight,design_regular_road,2.0,475.295,10.49,1.0,0.5375618934631348,0.5375618934631348,1.1100000143051147,1,2,0.33248594403266907,0.33248594403266907,0.6185072790236209,False,True,True,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000565345__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000565345,lxy,2025_09_28_18_06_16,pre2_label2_old_main,train,val,train,train,instability_ay_roll,extreme_active,curve,design_high_risk_surface,2.0,574.01,8.665,1.0,0.3930479884147644,-0.3930479884147644,1.9199999570846558,-1,5,0.377689003944397,-0.377689003944397,0.9609233861434756,True,True,True,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000087450__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000087450,lxy,2025_09_28_18_19_35,pre2_label2_old_main,train,val,train,train,instability_ay_roll,extreme_active,straight,design_regular_road,2.0,92.685,5.235,1.0,1.1135196685791016,1.1135196685791016,1.8450000286102295,1,2,1.0829766988754272,1.0829766988754272,0.9725707856219115,True,True,True,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000129055__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000129055,lxy,2025_09_28_18_19_35,pre2_label2_old_main,train,train,train,train,instability_ay_roll,extreme_active,curve,design_curve_context,2.0,151.075,22.02,1.0,1.9997968673706055,-1.9997968673706055,1.809999942779541,-1,3,1.9381868839263916,-1.9381868839263916,0.9691918792106018,True,True,True,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000157615__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000157615,lxy,2025_09_28_18_19_35,pre2_label2_old_main,train,train,train,train,instability_ay_roll,extreme_active,straight,design_regular_road,2.0,172.31,14.695,1.0,1.4573454856872559,-1.4573454856872559,1.8200000524520874,-1,3,1.4521154165267944,-1.4521154165267944,0.9964112358999109,True,True,True,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000175350__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000175350,lxy,2025_09_28_18_19_35,pre2_label2_old_main,train,train,train,train,instability_ay_roll,strong_active,straight,design_regular_road,2.0,184.515,9.165,1.0,1.2788029909133911,-1.2788029909133911,1.1449999809265137,-1,3,0.008551999926567078,0.008551999926567078,0.00668750385112782,False,False,False,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000188330__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000188330,lxy,2025_09_28_18_19_35,pre2_label2_old_main,train,train,train,train,instability_ay_roll,extreme_active,straight,design_regular_road,2.0,196.995,8.665,1.0,0.7853972911834717,0.7853972911834717,2.0,1,1,0.7853972911834717,0.7853972911834717,1.0,True,True,True,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000202855__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000202855,lxy,2025_09_28_18_19_35,pre2_label2_old_main,train,test,train,train,instability_ay_roll,strong_active,straight,design_special_event_segment,2.0,210.885,8.03,1.0,0.45029401779174805,-0.45029401779174805,2.0,-1,2,0.45029401779174805,-0.45029401779174805,1.0,True,True,True,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000213630__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000213630,lxy,2025_09_28_18_19_35,pre2_label2_old_main,train,train,train,train,instability_ay_roll,extreme_active,straight,design_special_event_segment,2.0,226.75,13.12,1.0,1.661557912826538,-1.661557912826538,1.4700000286102295,-1,2,0.21292999386787415,0.21292999386787415,0.12815081088907157,False,False,False,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000262630__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000262630,lxy,2025_09_28_18_19_35,pre2_label2_old_main,train,train,train,train,instability_ay_roll,strong_active,curve,design_regular_road,2.0,286.4,23.77,1.0,0.2829180061817169,0.2829180061817169,1.9950000047683716,1,2,0.2829180061817169,0.2829180061817169,1.0,True,True,True,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000290870__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000290870,lxy,2025_09_28_18_19_35,pre2_label2_old_main,train,val,train,train,instability_ay_roll,extreme_active,straight,design_curve_context,2.0,309.61,18.74,1.0,1.8772735595703125,1.8772735595703125,2.0,1,1,1.8772735595703125,1.8772735595703125,1.0,True,True,True,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000316655__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000316655,lxy,2025_09_28_18_19_35,pre2_label2_old_main,train,val,train,train,instability_ay_only,extreme_active,straight,design_curve_context,2.0,317.07,0.415,1.0,0.35325509309768677,0.35325509309768677,2.0,1,0,0.35325509309768677,0.35325509309768677,1.0,True,True,True,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000320035__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000320035,lxy,2025_09_28_18_19_35,pre2_label2_old_main,train,train,train,train,instability_ay_roll,extreme_active,straight,design_regular_road,2.0,323.11,3.075,1.0,1.6603360176086426,1.6603360176086426,1.6050000190734863,1,2,1.6036059856414795,1.6036059856414795,0.9658321982023431,False,True,True,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000334720__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000334720,lxy,2025_09_28_18_19_35,pre2_label2_old_main,train,train,train,train,instability_ay_roll,weak,straight,design_regular_road,2.0,349.19,14.47,1.0,0.27907800674438477,-0.27907800674438477,1.4249999523162842,-1,2,0.07731769979000092,-0.07731769979000092,0.2770469113347879,False,False,False,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000402090__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000402090,lxy,2025_09_28_18_19_35,pre2_label2_old_main,train,test,train,train,instability_ay_roll,extreme_active,straight,design_regular_road,2.0,411.83,9.74,1.0,1.2025318145751953,1.2025318145751953,1.9900000095367432,1,1,1.2025318145751953,1.2025318145751953,1.0,True,True,True,True,,,False
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000481970__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000481970,lxy,2025_09_28_18_19_35,pre2_label2_old_main,train,train,train,train,instability_ay_roll,medium_active,straight,design_high_risk_surface,2.0,495.825,13.855,1.0,0.09930992126464844,-0.09930992126464844,1.340000033378601,-1,0,0.09197998046875,-0.09197998046875,0.9261912535771217,False,False,False,True,,,False
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000097820__pre2_label2_old_main,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000097820,rjy,2025_09_28_19_33_26,pre2_label2_old_main,train,train,train,train,instability_ay_roll,extreme_active,straight,design_regular_road,2.0,101.845,4.025,1.0,1.1484270095825195,1.1484270095825195,1.4950000047683716,1,3,0.8927359580993652,0.8927359580993652,0.7773554180199018,False,True,True,True,,,False
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000137120__pre2_label2_old_main,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000137120,rjy,2025_09_28_19_33_26,pre2_label2_old_main,train,train,train,train,instability_ay_roll,strong_active,straight,design_regular_road,2.0,142.435,5.315,1.0,0.8756309747695923,-0.8756309747695923,1.9950000047683716,-1,5,0.8756309747695923,-0.8756309747695923,1.0,True,True,True,True,,,False
