annotation_id,subject,session_stamp,review_png,source_candidate_event_uid,candidate_anchor_source,candidate_anchor_time_rel_s,candidate_event_start_rel_s,candidate_event_end_rel_s,candidate_event_type,candidate_event_level,manual_include_for_dataset,manual_event_start_rel_s,manual_event_end_rel_s,manual_anchor_rel_s,manual_event_type,manual_direction,manual_confidence_1_5,manual_reason_or_notes
ann_byx_2025_09_28_17_15_52_0136,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00050,raw_vehicle_dynamic_onset,405.56,405.56,407.04,steer_rate,strong,,,,,,,,
ann_byx_2025_09_28_17_15_52_0137,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_15_52__00084,old_v400_context_trigger_idx,406.685,405.485,408.365,context_residual,medium_active,,,,,,,,
ann_byx_2025_09_28_17_15_52_0138,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_15_52__00085,old_v400_context_trigger_idx,409.88,409.08,411.515,context_residual,weak,,,,,,,,
ann_byx_2025_09_28_17_15_52_0139,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00051,raw_vehicle_dynamic_onset,411.92,411.92,419.24,steer_rate,extreme,,,,,,,,
ann_byx_2025_09_28_17_15_52_0140,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_15_52__00086,old_v400_context_trigger_idx,412.875,411.675,414.675,context_residual,strong_active,,,,,,,,
ann_byx_2025_09_28_17_15_52_0141,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_15_52__00087,old_v400_context_trigger_idx,414.685,413.485,416.425,context_residual,extreme_active,,,,,,,,
ann_byx_2025_09_28_17_15_52_0142,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_15_52__00088,old_v400_context_trigger_idx,417.59,416.39,419.39,context_residual,extreme_active,,,,,,,,
ann_byx_2025_09_28_17_15_52_0143,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00052,raw_vehicle_dynamic_onset,419.605,419.605,423.255,steer_rate,extreme,,,,,,,,
ann_byx_2025_09_28_17_15_52_0144,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_15_52__00089,old_v400_context_trigger_idx,419.615,418.415,421.415,context_residual,strong_active,,,,,,,,
ann_byx_2025_09_28_17_15_52_0145,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_15_52__00090,old_v400_context_trigger_idx,421.51,420.31,423.31,context_residual,strong_active,,,,,,,,
ann_byx_2025_09_28_17_15_52_0146,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00053,raw_vehicle_dynamic_onset,441.115,441.115,441.375,ay,weak,,,,,,,,
ann_byx_2025_09_28_17_15_52_0147,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00054,raw_vehicle_dynamic_onset,441.77,441.77,442.01,steer_rate,weak,,,,,,,,
ann_byx_2025_09_28_17_15_52_0148,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_15_52__00091,old_v400_context_trigger_idx,444.27,443.305,445.805,context_residual,weak,,,,,,,,
ann_byx_2025_09_28_17_15_52_0149,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00055,raw_vehicle_dynamic_onset,444.4,444.4,444.955,ay,weak,,,,,,,,
ann_byx_2025_09_28_17_15_52_0150,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00004,raw_road_curvature_onset,445.785,445.785,472.97,curve_right_or_negative,extreme,,,,,,,,
ann_byx_2025_09_28_17_15_52_0151,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00056,raw_vehicle_dynamic_onset,450.69,450.69,470.195,ay,strong,,,,,,,,
ann_byx_2025_09_28_17_15_52_0152,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_15_52__00092,old_v400_context_trigger_idx,456.875,455.905,458.675,context_residual,medium_active,,,,,,,,
ann_byx_2025_09_28_17_15_52_0153,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_15_52__00093,old_v400_context_trigger_idx,459.62,458.735,461.42,context_residual,medium_active,,,,,,,,
ann_byx_2025_09_28_17_15_52_0154,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00057,raw_vehicle_dynamic_onset,471.025,471.025,485.505,steer_rate,extreme,,,,,,,,
ann_byx_2025_09_28_17_15_52_0155,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_15_52__00094,old_v400_context_trigger_idx,473.21,472.645,475.01,context_residual,medium_active,,,,,,,,
ann_byx_2025_09_28_17_15_52_0156,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_15_52__00095,old_v400_context_trigger_idx,477.435,476.475,479.235,context_residual,extreme_active,,,,,,,,
ann_byx_2025_09_28_17_15_52_0157,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_15_52__00096,old_v400_context_trigger_idx,479.255,478.055,481.055,context_residual,extreme_active,,,,,,,,
ann_byx_2025_09_28_17_15_52_0158,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_15_52__00097,old_v400_context_trigger_idx,482.21,481.395,484.01,context_residual,medium_active,,,,,,,,
ann_byx_2025_09_28_17_15_52_0159,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_15_52__00098,old_v400_context_trigger_idx,484.02,482.82,485.65,context_residual,strong_active,,,,,,,,
ann_byx_2025_09_28_17_15_52_0160,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00058,raw_vehicle_dynamic_onset,494.15,494.15,494.93,ay,weak,,,,,,,,
ann_byx_2025_09_28_17_15_52_0161,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00059,raw_vehicle_dynamic_onset,495.335,495.335,496.28,ay,medium,,,,,,,,
ann_byx_2025_09_28_17_15_52_0162,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00060,raw_vehicle_dynamic_onset,497.105,497.105,498.695,ay,medium,,,,,,,,
ann_byx_2025_09_28_17_15_52_0163,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_15_52__00099,old_v400_context_trigger_idx,501.675,500.705,503.255,context_residual,weak,,,,,,,,
ann_byx_2025_09_28_17_15_52_0164,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00061,raw_vehicle_dynamic_onset,503.065,503.065,503.365,ay,weak,,,,,,,,
ann_byx_2025_09_28_17_15_52_0165,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00005,raw_road_curvature_onset,517.355,517.355,527.62,curve_left_or_positive,extreme,,,,,,,,
ann_byx_2025_09_28_17_15_52_0166,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00062,raw_vehicle_dynamic_onset,517.355,517.355,518.58,ay,weak,,,,,,,,
ann_byx_2025_09_28_17_15_52_0167,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00063,raw_vehicle_dynamic_onset,520.21,520.21,531.225,steer_rate,extreme,,,,,,,,
ann_byx_2025_09_28_17_15_52_0168,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_15_52__00100,old_v400_context_trigger_idx,524.09,523.58,525.89,context_residual,strong_active,,,,,,,,
ann_byx_2025_09_28_17_15_52_0169,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_15_52__00101,old_v400_context_trigger_idx,526.09,524.89,527.89,context_residual,extreme_active,,,,,,,,
ann_byx_2025_09_28_17_15_52_0170,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_15_52__00102,old_v400_context_trigger_idx,527.895,526.695,529.695,context_residual,extreme_active,,,,,,,,
custom_byx_2025_09_28_17_15_52_01,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,,manual_new,,,,,,,,,,,,,如果图上还有候选之外的事件，可以填这一行
custom_byx_2025_09_28_17_15_52_02,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,,manual_new,,,,,,,,,,,,,如果图上还有候选之外的事件，可以填这一行
custom_byx_2025_09_28_17_15_52_03,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,,manual_new,,,,,,,,,,,,,如果图上还有候选之外的事件，可以填这一行
custom_byx_2025_09_28_17_15_52_04,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,,manual_new,,,,,,,,,,,,,如果图上还有候选之外的事件，可以填这一行
custom_byx_2025_09_28_17_15_52_05,byx,2025_09_28_17_15_52,figures/byx__2025_09_28_17_15_52__vehicle_timeline.png,,manual_new,,,,,,,,,,,,,如果图上还有候选之外的事件，可以填这一行
ann_byx_2025_09_28_17_25_18_0001,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00001,raw_vehicle_dynamic_onset,0.5650000000000001,0.5650000000000001,2.68,steer_rate,extreme,,,,,,,,
ann_byx_2025_09_28_17_25_18_0002,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00002,raw_vehicle_dynamic_onset,5.065,5.065,5.33,steer_rate,medium,,,,,,,,
ann_byx_2025_09_28_17_25_18_0003,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00003,raw_vehicle_dynamic_onset,14.93,14.93,15.52,ay,weak,,,,,,,,
ann_byx_2025_09_28_17_25_18_0004,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_25_18__00001,old_v400_context_trigger_idx,18.845,18.49,20.24,context_residual,weak,,,,,,,,
ann_byx_2025_09_28_17_25_18_0005,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00004,raw_vehicle_dynamic_onset,34.480000000000004,34.480000000000004,43.055,steer_rate,extreme,,,,,,,,
ann_byx_2025_09_28_17_25_18_0006,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_25_18__00002,old_v400_context_trigger_idx,34.525,34.05,36.325,context_residual,weak,,,,,,,,
ann_byx_2025_09_28_17_25_18_0007,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_25_18__00003,old_v400_context_trigger_idx,38.72,38.15,40.52,context_residual,weak,,,,,,,,
ann_byx_2025_09_28_17_25_18_0008,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_25_18__00004,old_v400_context_trigger_idx,40.665,39.465,42.465,context_residual,strong_active,,,,,,,,
ann_byx_2025_09_28_17_25_18_0009,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_25_18__00005,old_v400_context_trigger_idx,47.005,46.71,48.025,context_residual,weak,,,,,,,,
ann_byx_2025_09_28_17_25_18_0010,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00005,raw_vehicle_dynamic_onset,49.85,49.85,51.45,steer_rate,strong,,,,,,,,
ann_byx_2025_09_28_17_25_18_0011,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_25_18__00006,old_v400_context_trigger_idx,49.865,49.33,51.33,context_residual,weak,,,,,,,,
ann_byx_2025_09_28_17_25_18_0012,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00006,raw_vehicle_dynamic_onset,53.14,53.14,59.98,steer_rate,extreme,,,,,,,,
ann_byx_2025_09_28_17_25_18_0013,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_25_18__00007,old_v400_context_trigger_idx,53.165,52.705,54.965,context_residual,extreme_active,,,,,,,,
ann_byx_2025_09_28_17_25_18_0014,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_25_18__00008,old_v400_context_trigger_idx,55.005,53.805,55.925,context_residual,extreme_active,,,,,,,,
ann_byx_2025_09_28_17_25_18_0015,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00007,raw_vehicle_dynamic_onset,62.335,62.335,62.575,steer_rate,strong,,,,,,,,
ann_byx_2025_09_28_17_25_18_0016,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_25_18__00009,old_v400_context_trigger_idx,62.775,61.77,64.575,context_residual,strong_active,,,,,,,,
ann_byx_2025_09_28_17_25_18_0017,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00008,raw_vehicle_dynamic_onset,63.27,63.27,64.555,steer_rate,extreme,,,,,,,,
ann_byx_2025_09_28_17_25_18_0018,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00009,raw_vehicle_dynamic_onset,65.55,65.55,71.515,ay,extreme,,,,,,,,
ann_byx_2025_09_28_17_25_18_0019,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00010,raw_vehicle_dynamic_onset,72.86,72.86,83.255,steer_rate,extreme,,,,,,,,
ann_byx_2025_09_28_17_25_18_0020,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_25_18__00010,old_v400_context_trigger_idx,81.31,80.11,82.17,context_residual,strong_active,,,,,,,,
ann_byx_2025_09_28_17_25_18_0021,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_25_18__00011,old_v400_context_trigger_idx,82.475,82.025,84.275,context_residual,medium_active,,,,,,,,
ann_byx_2025_09_28_17_25_18_0022,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00011,raw_vehicle_dynamic_onset,85.155,85.155,88.79,steer_rate,extreme,,,,,,,,
ann_byx_2025_09_28_17_25_18_0023,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_25_18__00012,old_v400_context_trigger_idx,85.38,84.18,87.18,context_residual,medium_active,,,,,,,,
ann_byx_2025_09_28_17_25_18_0024,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_25_18__00013,old_v400_context_trigger_idx,88.27,87.825,90.07,context_residual,strong_active,,,,,,,,
ann_byx_2025_09_28_17_25_18_0025,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00012,raw_vehicle_dynamic_onset,89.395,89.395,89.625,steer_rate,medium,,,,,,,,
ann_byx_2025_09_28_17_25_18_0026,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00013,raw_vehicle_dynamic_onset,97.035,97.035,98.55,steer_rate,strong,,,,,,,,
ann_byx_2025_09_28_17_25_18_0027,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_25_18__00014,old_v400_context_trigger_idx,97.985,96.785,99.72,context_residual,medium_active,,,,,,,,
ann_byx_2025_09_28_17_25_18_0028,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00014,raw_vehicle_dynamic_onset,106.34,106.34,107.18,ay,medium,,,,,,,,
ann_byx_2025_09_28_17_25_18_0029,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_25_18__00015,old_v400_context_trigger_idx,106.46,105.26,107.705,context_residual,weak,,,,,,,,
ann_byx_2025_09_28_17_25_18_0030,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00015,raw_vehicle_dynamic_onset,117.195,117.195,124.02,steer_rate,extreme,,,,,,,,
ann_byx_2025_09_28_17_25_18_0031,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_25_18__00016,old_v400_context_trigger_idx,117.285,116.085,119.085,context_residual,strong_active,,,,,,,,
ann_byx_2025_09_28_17_25_18_0032,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_25_18__00017,old_v400_context_trigger_idx,119.415,118.215,121.215,context_residual,strong_active,,,,,,,,
ann_byx_2025_09_28_17_25_18_0033,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_25_18__00018,old_v400_context_trigger_idx,121.595,120.395,123.395,context_residual,strong_active,,,,,,,,
ann_byx_2025_09_28_17_25_18_0034,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_25_18__00019,old_v400_context_trigger_idx,123.525,122.325,125.325,context_residual,weak,,,,,,,,
ann_byx_2025_09_28_17_25_18_0035,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00016,raw_vehicle_dynamic_onset,125.08,125.08,125.455,ay,weak,,,,,,,,
ann_byx_2025_09_28_17_25_18_0036,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_25_18__00020,old_v400_context_trigger_idx,134.19,133.485,135.99,context_residual,weak,,,,,,,,
ann_byx_2025_09_28_17_25_18_0037,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00017,raw_vehicle_dynamic_onset,134.25,134.25,135.75,ay,medium,,,,,,,,
ann_byx_2025_09_28_17_25_18_0038,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00018,raw_vehicle_dynamic_onset,148.175,148.175,150.5,ay,strong,,,,,,,,
ann_byx_2025_09_28_17_25_18_0039,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_25_18__00021,old_v400_context_trigger_idx,148.375,147.175,149.91,context_residual,medium_active,,,,,,,,
ann_byx_2025_09_28_17_25_18_0040,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00019,raw_vehicle_dynamic_onset,156.405,156.405,158.04,steer_rate,strong,,,,,,,,
ann_byx_2025_09_28_17_25_18_0041,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_25_18__00022,old_v400_context_trigger_idx,156.445,156.105,158.245,context_residual,weak,,,,,,,,
ann_byx_2025_09_28_17_25_18_0042,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00020,raw_vehicle_dynamic_onset,163.98,163.98,167.86,ay,extreme,,,,,,,,
ann_byx_2025_09_28_17_25_18_0043,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_25_18__00023,old_v400_context_trigger_idx,164.01,162.81,165.81,context_residual,medium_active,,,,,,,,
ann_byx_2025_09_28_17_25_18_0044,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,raw_road_curvature_onset__byx__2025_09_28_17_25_18__00001,raw_road_curvature_onset,164.34,164.34,180.495,curve_left_or_positive,extreme,,,,,,,,
ann_byx_2025_09_28_17_25_18_0045,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_25_18__00024,old_v400_context_trigger_idx,166.875,165.675,168.675,context_residual,strong_active,,,,,,,,
ann_byx_2025_09_28_17_25_18_0046,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00021,raw_vehicle_dynamic_onset,168.49,168.49,180.29,steer_rate,extreme,,,,,,,,
ann_byx_2025_09_28_17_25_18_0047,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_25_18__00025,old_v400_context_trigger_idx,168.935,167.735,170.735,context_residual,strong_active,,,,,,,,
ann_byx_2025_09_28_17_25_18_0048,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_25_18__00026,old_v400_context_trigger_idx,171.42,170.22,173.22,context_residual,extreme_active,,,,,,,,
ann_byx_2025_09_28_17_25_18_0049,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_25_18__00027,old_v400_context_trigger_idx,173.625,173.01,174.24,context_residual,weak,,,,,,,,
ann_byx_2025_09_28_17_25_18_0050,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_25_18__00028,old_v400_context_trigger_idx,174.325,173.97,176.125,context_residual,strong_active,,,,,,,,
ann_byx_2025_09_28_17_25_18_0051,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_25_18__00029,old_v400_context_trigger_idx,179.615,178.415,181.415,context_residual,medium_active,,,,,,,,
ann_byx_2025_09_28_17_25_18_0052,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00022,raw_vehicle_dynamic_onset,181.49,181.49,182.655,ay,medium,,,,,,,,
ann_byx_2025_09_28_17_25_18_0053,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_25_18__00030,old_v400_context_trigger_idx,182.335,181.135,183.13,context_residual,weak,,,,,,,,
ann_byx_2025_09_28_17_25_18_0054,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_25_18__00031,old_v400_context_trigger_idx,191.675,190.475,193.09,context_residual,weak,,,,,,,,
ann_byx_2025_09_28_17_25_18_0055,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00023,raw_vehicle_dynamic_onset,191.805,191.805,192.68,steer_rate,strong,,,,,,,,
ann_byx_2025_09_28_17_25_18_0056,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00024,raw_vehicle_dynamic_onset,193.265,193.265,202.025,steer_rate,extreme,,,,,,,,
ann_byx_2025_09_28_17_25_18_0057,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_25_18__00032,old_v400_context_trigger_idx,193.625,192.805,195.425,context_residual,medium_active,,,,,,,,
ann_byx_2025_09_28_17_25_18_0058,byx,2025_09_28_17_25_18,figures/byx__2025_09_28_17_25_18__vehicle_timeline.png,old_v400_context__byx__2025_09_28_17_25_18__00033,old_v400_context_trigger_idx,195.43,194.23,197.23,context_residual,medium_active,,,,,,,,
