episode_uid,episode_group_id,episode_group_cn,manual_decision_v1_1,review_panel_path,trajectory_3d_path
rec_v1_jy_2025_09_26_18_01_40_0005,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_jy_2025_09_26_18_01_40_0006,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_jy_2025_09_26_18_01_40_0007,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_jy_2025_09_26_18_01_40_0008,review,需要复核,暂不进入训练,,
rec_v1_jy_2025_09_26_18_01_40_0009,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_jy_2025_09_26_18_01_40_0010,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_jy_2025_09_26_18_01_40_0011,review,需要复核,暂不进入训练,,
rec_v1_jy_2025_09_26_18_01_40_0012,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_jy_2025_09_26_18_01_40_0013,review,需要复核,暂不进入训练,,
rec_v1_jy_2025_09_26_18_01_40_0014,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_jy_2025_09_26_18_01_40_0015,review,边界复核样本,暂不进入训练,,
rec_v1_jy_2025_09_26_18_01_40_0016,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_jy_2025_09_26_18_01_40_0017,review,需要复核,暂不进入训练,,
rec_v1_jy_2025_09_26_18_01_40_0018,review,需要复核,暂不进入训练,,
rec_v1_jy_2025_09_26_18_01_40_0019,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_jy_2025_09_26_18_01_40_0020,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_jy_2025_09_26_18_01_40_0021,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_jy_2025_09_26_18_01_40_0022,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_jy_2025_09_26_18_01_40_0023,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_jy_2025_09_26_18_01_40_0024,review,需要复核,暂不进入训练,,
rec_v1_lx_2025_09_26_08_58_43_0000,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_lx_2025_09_26_08_58_43_0001,review,需要复核,暂不进入训练,,
rec_v1_lx_2025_09_26_08_58_43_0002,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_lx_2025_09_26_08_58_43_0003,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lx_2025_09_26_08_58_43_0004,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lx_2025_09_26_08_58_43_0005,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lx_2025_09_26_08_58_43_0006,review,需要复核,暂不进入训练,,
rec_v1_lx_2025_09_26_09_06_38_0000,review,需要复核,暂不进入训练,,
rec_v1_lx_2025_09_26_09_06_38_0001,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lx_2025_09_26_09_06_38_0002,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_lx_2025_09_26_09_06_38_0003,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_lx_2025_09_26_09_06_38_0004,review,边界复核样本,暂不进入训练,,
rec_v1_lx_2025_09_26_09_06_38_0005,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lx_2025_09_26_09_06_38_0006,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lx_2025_09_26_09_06_38_0007,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lx_2025_09_26_09_06_38_0008,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_lx_2025_09_26_09_06_38_0009,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_lx_2025_09_26_09_06_38_0010,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_lx_2025_09_26_09_06_38_0011,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lx_2025_09_26_09_06_38_0012,review,需要复核,暂不进入训练,,
rec_v1_lx_2025_09_26_09_17_22_0000,review,需要复核,暂不进入训练,,
rec_v1_lx_2025_09_26_09_17_22_0001,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lx_2025_09_26_09_17_22_0002,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lx_2025_09_26_09_17_22_0003,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lx_2025_09_26_09_17_22_0004,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_lx_2025_09_26_09_17_22_0005,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_lx_2025_09_26_09_17_22_0006,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lx_2025_09_26_09_17_22_0007,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lx_2025_09_26_09_17_22_0008,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_lx_2025_09_26_09_17_22_0009,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lx_2025_09_26_09_17_22_0010,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lx_2025_09_26_09_17_22_0011,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lx_2025_09_26_09_17_22_0012,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_lx_2025_09_26_09_17_22_0013,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lx_2025_09_26_09_17_22_0014,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_lx_2025_09_26_09_17_22_0015,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lx_2025_09_26_09_17_22_0016,review,需要复核,暂不进入训练,,
rec_v1_lxy_2025_09_28_17_55_52_0000,review,需要复核,暂不进入训练,,
rec_v1_lxy_2025_09_28_17_55_52_0001,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_17_55_52_0002,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_17_55_52_0003,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_17_55_52_0004,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_17_55_52_0005,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_17_55_52_0006,review,需要复核,暂不进入训练,,
rec_v1_lxy_2025_09_28_17_55_52_0007,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_17_55_52_0008,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_17_55_52_0009,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_17_55_52_0010,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_17_55_52_0011,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_17_55_52_0012,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_17_55_52_0013,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_17_55_52_0014,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_17_55_52_0015,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_17_55_52_0016,review,需要复核,暂不进入训练,,
rec_v1_lxy_2025_09_28_17_55_52_0017,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_17_55_52_0018,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_17_55_52_0019,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_17_55_52_0020,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_17_55_52_0021,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_17_55_52_0022,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_17_55_52_0023,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_06_16_0000,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_06_16_0001,review,需要复核,暂不进入训练,,
rec_v1_lxy_2025_09_28_18_06_16_0002,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_06_16_0003,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_06_16_0004,review,需要复核,暂不进入训练,,
rec_v1_lxy_2025_09_28_18_06_16_0005,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_06_16_0006,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_06_16_0007,normal_or_curve,正常弯道或普通操控,保留为对照样本，不进入主训练,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\normal_or_curve_正常弯道或普通操控\rec_v1_lxy_2025_09_28_18_06_16_0007.png,
rec_v1_lxy_2025_09_28_18_06_16_0008,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_06_16_0009,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_06_16_0010,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_06_16_0011,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_06_16_0012,review,需要复核,暂不进入训练,,
rec_v1_lxy_2025_09_28_18_06_16_0013,review,需要复核,暂不进入训练,,
rec_v1_lxy_2025_09_28_18_06_16_0014,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_06_16_0015,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_06_16_0016,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_06_16_0017,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_06_16_0018,review,需要复核,暂不进入训练,,
rec_v1_lxy_2025_09_28_18_06_16_0019,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_06_16_0020,review,需要复核,暂不进入训练,,
rec_v1_lxy_2025_09_28_18_06_16_0021,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_06_16_0022,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_06_16_0023,review,需要复核,暂不进入训练,,
rec_v1_lxy_2025_09_28_18_06_16_0024,review,需要复核,暂不进入训练,,
rec_v1_lxy_2025_09_28_18_06_16_0025,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_06_16_0026,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_06_16_0027,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_06_16_0028,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_06_16_0029,review,需要复核,暂不进入训练,,
rec_v1_lxy_2025_09_28_18_16_26_0000,review,需要复核,暂不进入训练,,
rec_v1_lxy_2025_09_28_18_19_35_0000,review,需要复核,暂不进入训练,,
rec_v1_lxy_2025_09_28_18_19_35_0001,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_19_35_0002,review,边界复核样本,暂不进入训练,,
rec_v1_lxy_2025_09_28_18_19_35_0003,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_19_35_0004,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_19_35_0005,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_19_35_0006,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_19_35_0007,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_19_35_0008,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_19_35_0009,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_19_35_0010,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_19_35_0011,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_19_35_0012,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_19_35_0013,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_19_35_0014,review,需要复核,暂不进入训练,,
rec_v1_lxy_2025_09_28_18_19_35_0015,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_19_35_0016,review,需要复核,暂不进入训练,,
rec_v1_lxy_2025_09_28_18_19_35_0017,review,需要复核,暂不进入训练,,
rec_v1_lxy_2025_09_28_18_19_35_0018,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_19_35_0019,review,需要复核,暂不进入训练,,
rec_v1_lxy_2025_09_28_18_19_35_0020,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_19_35_0021,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_19_35_0022,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_19_35_0023,review,需要复核,暂不进入训练,,
rec_v1_lxy_2025_09_28_18_19_35_0024,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_19_35_0025,review,需要复核,暂不进入训练,,
rec_v1_lxy_2025_09_28_18_19_35_0026,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_lxy_2025_09_28_18_19_35_0027,review,需要复核,暂不进入训练,,
rec_v1_rjy_2025_09_28_19_33_26_0000,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_33_26_0001,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_33_26_0002,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_33_26_0003,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_33_26_0004,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_33_26_0005,review,边界复核样本,暂不进入训练,,
rec_v1_rjy_2025_09_28_19_33_26_0006,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_33_26_0007,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_33_26_0008,review,边界复核样本,暂不进入训练,,
rec_v1_rjy_2025_09_28_19_33_26_0009,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_33_26_0010,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_33_26_0011,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_33_26_0012,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_33_26_0013,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_33_26_0014,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_33_26_0015,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_33_26_0016,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_33_26_0017,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_33_26_0018,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_33_26_0019,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_33_26_0020,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_33_26_0021,review,需要复核,暂不进入训练,,
rec_v1_rjy_2025_09_28_19_44_42_0000,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_44_42_0001,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_44_42_0002,review,需要复核,暂不进入训练,,
rec_v1_rjy_2025_09_28_19_49_06_0000,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_49_06_0001,review,需要复核,暂不进入训练,,
rec_v1_rjy_2025_09_28_19_51_44_0000,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_51_44_0001,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_51_44_0002,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_51_44_0003,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_51_44_0004,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_51_44_0005,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_51_44_0006,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_51_44_0007,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_51_44_0008,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_51_44_0009,review,需要复核,暂不进入训练,,
rec_v1_rjy_2025_09_28_19_51_44_0010,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_51_44_0011,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_51_44_0012,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_51_44_0013,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_51_44_0014,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_51_44_0015,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_51_44_0016,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_51_44_0017,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_51_44_0018,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_19_51_44_0019,review,需要复核,暂不进入训练,,
rec_v1_rjy_2025_09_28_20_02_20_0000,review,需要复核,暂不进入训练,,
rec_v1_rjy_2025_09_28_20_02_20_0001,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_20_02_20_0002,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_20_02_20_0003,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_20_02_20_0004,review,需要复核,暂不进入训练,,
rec_v1_rjy_2025_09_28_20_02_20_0005,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_20_02_20_0006,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_20_02_20_0007,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_20_02_20_0008,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_20_02_20_0009,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_20_02_20_0010,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_20_02_20_0011,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_20_02_20_0012,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_20_02_20_0013,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_20_02_20_0014,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_20_02_20_0015,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_20_02_20_0016,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_20_02_20_0017,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_20_02_20_0018,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_20_02_20_0019,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_20_02_20_0020,review,边界复核样本,暂不进入训练,,
rec_v1_rjy_2025_09_28_20_02_20_0021,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_20_02_20_0022,review,需要复核,暂不进入训练,,
rec_v1_rjy_2025_09_28_20_15_42_0000,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_20_15_42_0001,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_20_15_42_0002,review,需要复核,暂不进入训练,,
rec_v1_rjy_2025_09_28_20_15_42_0003,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_20_15_42_0004,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_20_15_42_0005,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_20_15_42_0006,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_20_15_42_0007,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_20_15_42_0008,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_20_15_42_0009,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_20_15_42_0010,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_20_15_42_0011,review,需要复核,暂不进入训练,,
rec_v1_rjy_2025_09_28_20_15_42_0012,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_20_15_42_0013,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_20_15_42_0014,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_20_15_42_0015,review,需要复核,暂不进入训练,,
rec_v1_rjy_2025_09_28_20_15_42_0016,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_20_15_42_0017,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_20_15_42_0018,review,需要复核,暂不进入训练,,
rec_v1_rjy_2025_09_28_20_15_42_0019,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_20_15_42_0020,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_rjy_2025_09_28_20_15_42_0021,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_txj_2025_09_27_08_39_31_0000,review,需要复核,暂不进入训练,,
rec_v1_txj_2025_09_27_08_40_46_0000,review,需要复核,暂不进入训练,,
rec_v1_txj_2025_09_27_08_40_46_0001,review,需要复核,暂不进入训练,,
rec_v1_txj_2025_09_27_08_40_46_0002,review,边界复核样本,暂不进入训练,,
rec_v1_txj_2025_09_27_08_40_46_0003,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_txj_2025_09_27_08_40_46_0004,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_txj_2025_09_27_08_40_46_0005,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_txj_2025_09_27_08_40_46_0006,review,需要复核,暂不进入训练,,
rec_v1_txj_2025_09_27_08_40_46_0007,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_txj_2025_09_27_08_40_46_0008,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_txj_2025_09_27_08_40_46_0009,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_txj_2025_09_27_08_40_46_0010,review,边界复核样本,暂不进入训练,,
rec_v1_txj_2025_09_27_08_40_46_0011,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_txj_2025_09_27_08_40_46_0012,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_txj_2025_09_27_08_40_46_0013,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_txj_2025_09_27_08_40_46_0014,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_txj_2025_09_27_08_40_46_0015,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_txj_2025_09_27_08_40_46_0016,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_txj_2025_09_27_08_40_46_0017,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_txj_2025_09_27_08_40_46_0018,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_txj_2025_09_27_08_40_46_0019,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_txj_2025_09_27_08_40_46_0020,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_txj_2025_09_27_08_40_46_0021,review,边界复核样本,暂不进入训练,,
rec_v1_txj_2025_09_27_08_40_46_0022,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_txj_2025_09_27_08_40_46_0023,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_txj_2025_09_27_08_40_46_0024,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_txj_2025_09_27_08_40_46_0025,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_txj_2025_09_27_08_40_46_0026,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_txj_2025_09_27_08_40_46_0027,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_txj_2025_09_27_08_40_46_0028,normal_or_curve,正常弯道或普通操控,保留为对照样本，不进入主训练,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\normal_or_curve_正常弯道或普通操控\rec_v1_txj_2025_09_27_08_40_46_0028.png,
rec_v1_txj_2025_09_27_08_40_46_0029,normal_or_curve,正常弯道或普通操控,保留为对照样本，不进入主训练,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\normal_or_curve_正常弯道或普通操控\rec_v1_txj_2025_09_27_08_40_46_0029.png,
rec_v1_txj_2025_09_27_08_40_46_0030,review,需要复核,暂不进入训练,,
rec_v1_txj_2025_09_27_08_53_44_0000,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_txj_2025_09_27_08_53_44_0001,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_txj_2025_09_27_08_53_44_0002,review,边界复核样本,暂不进入训练,,
rec_v1_txj_2025_09_27_08_53_44_0003,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_txj_2025_09_27_08_53_44_0004,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_txj_2025_09_27_08_53_44_0005,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_txj_2025_09_27_08_53_44_0006,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_txj_2025_09_27_08_53_44_0007,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_txj_2025_09_27_08_53_44_0008,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
