sample_id,event_uid,subject,session_stamp,anchor_time_rel_s,anchor_time_abs_s,window_config_id,input_start_rel_s,input_end_rel_s,label_start_rel_s,label_end_rel_s,anchor_source,causal_setting,event_type,event_level,road_type_anchor,is_curve,curvature_anchor,instability_review_score,road_guided_instability_score,codex_recommended_decision,road_guided_recommended_decision,vehicle_relative_path,vehicle_absolute_path,vehicle_sha256,anchor_idx_oldcode,event_start_rel_s,event_end_rel_s,event_duration_s,split,random_event_split,session_level_split,subject_level_split
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000111180__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000111180,zx,2025_09_27_16_46_13,111.18,,pre3_label3_response_coverage,-3.0,0.0,0.0,3.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,0.0,83.5,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/zx/Entity_Recording_2025_09_27_16_46_13_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_16_46_13_vehicle.csv,e5bc2db169a17bca0fa27ce530d67cddcb1e0c54fd5b61aa01f23ab636a868aa,22236,111.18,121.34,10.16,val,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000152930__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000152930,zx,2025_09_27_16_46_13,152.93,,pre3_label3_response_coverage,-3.0,0.0,0.0,3.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,curve,1,-0.00729802,94.83,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/zx/Entity_Recording_2025_09_27_16_46_13_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_16_46_13_vehicle.csv,e5bc2db169a17bca0fa27ce530d67cddcb1e0c54fd5b61aa01f23ab636a868aa,30586,152.93,162.89,9.96,val,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000212495__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000212495,zx,2025_09_27_16_46_13,212.495,,pre3_label3_response_coverage,-3.0,0.0,0.0,3.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,instability_medium,design_curve_context,1,-0.00729802,65.68,83.48,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/zx/Entity_Recording_2025_09_27_16_46_13_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_16_46_13_vehicle.csv,e5bc2db169a17bca0fa27ce530d67cddcb1e0c54fd5b61aa01f23ab636a868aa,42499,212.495,214.23,1.735,val,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000217955__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000217955,zx,2025_09_27_16_46_13,217.955,,pre3_label3_response_coverage,-3.0,0.0,0.0,3.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,curve,1,-0.00729802,49.83,82.61,needs_human_review,hybrid_accept_high,原始车辆数据/zx/Entity_Recording_2025_09_27_16_46_13_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_16_46_13_vehicle.csv,e5bc2db169a17bca0fa27ce530d67cddcb1e0c54fd5b61aa01f23ab636a868aa,43591,217.955,221.385,3.43,val,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000237520__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000237520,zx,2025_09_27_16_46_13,237.52,,pre3_label3_response_coverage,-3.0,0.0,0.0,3.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,curve,1,-0.00729802,59.28,94.08,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/zx/Entity_Recording_2025_09_27_16_46_13_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_16_46_13_vehicle.csv,e5bc2db169a17bca0fa27ce530d67cddcb1e0c54fd5b61aa01f23ab636a868aa,47504,237.52,251.875,14.355,val,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000263295__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000263295,zx,2025_09_27_16_46_13,263.295,,pre3_label3_response_coverage,-3.0,0.0,0.0,3.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,0.0,87.28,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/zx/Entity_Recording_2025_09_27_16_46_13_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_16_46_13_vehicle.csv,e5bc2db169a17bca0fa27ce530d67cddcb1e0c54fd5b61aa01f23ab636a868aa,52659,263.295,270.135,6.84,val,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000293010__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000293010,zx,2025_09_27_16_46_13,293.01,,pre3_label3_response_coverage,-3.0,0.0,0.0,3.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,0.0,62.32,93.3,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/zx/Entity_Recording_2025_09_27_16_46_13_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_16_46_13_vehicle.csv,e5bc2db169a17bca0fa27ce530d67cddcb1e0c54fd5b61aa01f23ab636a868aa,58602,293.01,299.195,6.185,val,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000316255__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000316255,zx,2025_09_27_16_46_13,316.255,,pre3_label3_response_coverage,-3.0,0.0,0.0,3.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,0.0,95.44,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/zx/Entity_Recording_2025_09_27_16_46_13_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_16_46_13_vehicle.csv,e5bc2db169a17bca0fa27ce530d67cddcb1e0c54fd5b61aa01f23ab636a868aa,63251,316.255,322.765,6.51,val,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000327995__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000327995,zx,2025_09_27_16_46_13,327.995,,pre3_label3_response_coverage,-3.0,0.0,0.0,3.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,-0.0,86.79,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/zx/Entity_Recording_2025_09_27_16_46_13_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_16_46_13_vehicle.csv,e5bc2db169a17bca0fa27ce530d67cddcb1e0c54fd5b61aa01f23ab636a868aa,65599,327.995,341.985,13.99,val,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000387440__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000387440,zx,2025_09_27_16_46_13,387.44,,pre3_label3_response_coverage,-3.0,0.0,0.0,3.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,curve,0,0.0,79.97,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/zx/Entity_Recording_2025_09_27_16_46_13_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_16_46_13_vehicle.csv,e5bc2db169a17bca0fa27ce530d67cddcb1e0c54fd5b61aa01f23ab636a868aa,77488,387.44,410.35,22.91,val,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000420380__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000420380,zx,2025_09_27_16_46_13,420.38,,pre3_label3_response_coverage,-3.0,0.0,0.0,3.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,medium_active,straight,1,0.0,78.73,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/zx/Entity_Recording_2025_09_27_16_46_13_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_16_46_13_vehicle.csv,e5bc2db169a17bca0fa27ce530d67cddcb1e0c54fd5b61aa01f23ab636a868aa,84076,420.38,435.925,15.545,val,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000444410__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000444410,zx,2025_09_27_16_46_13,444.41,,pre3_label3_response_coverage,-3.0,0.0,0.0,3.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,instability_extreme,design_curve_context,1,0.0,87.23,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/zx/Entity_Recording_2025_09_27_16_46_13_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_16_46_13_vehicle.csv,e5bc2db169a17bca0fa27ce530d67cddcb1e0c54fd5b61aa01f23ab636a868aa,88882,444.41,448.07,3.66,val,val,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000451415__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000451415,zx,2025_09_27_16_46_13,451.415,,pre3_label3_response_coverage,-3.0,0.0,0.0,3.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,instability_extreme,design_curve_context,1,-0.0,93.13,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/zx/Entity_Recording_2025_09_27_16_46_13_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_16_46_13_vehicle.csv,e5bc2db169a17bca0fa27ce530d67cddcb1e0c54fd5b61aa01f23ab636a868aa,90283,451.415,463.35,11.935,val,val,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000489640__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000489640,zx,2025_09_27_16_46_13,489.64,,pre3_label3_response_coverage,-3.0,0.0,0.0,3.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,-0.0,91.5,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/zx/Entity_Recording_2025_09_27_16_46_13_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_16_46_13_vehicle.csv,e5bc2db169a17bca0fa27ce530d67cddcb1e0c54fd5b61aa01f23ab636a868aa,97928,489.64,498.17,8.53,val,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000501045__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000501045,zx,2025_09_27_16_46_13,501.045,,pre3_label3_response_coverage,-3.0,0.0,0.0,3.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_roll_only,extreme_active,straight,0,-0.0,74.13,100.0,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/zx/Entity_Recording_2025_09_27_16_46_13_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_16_46_13_vehicle.csv,e5bc2db169a17bca0fa27ce530d67cddcb1e0c54fd5b61aa01f23ab636a868aa,100209,501.045,501.4,0.355,val,test,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000508785__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000508785,zx,2025_09_27_16_46_13,508.785,,pre3_label3_response_coverage,-3.0,0.0,0.0,3.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,instability_strong,design_regular_road,0,0.0,73.04,94.88,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/zx/Entity_Recording_2025_09_27_16_46_13_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_16_46_13_vehicle.csv,e5bc2db169a17bca0fa27ce530d67cddcb1e0c54fd5b61aa01f23ab636a868aa,101757,508.785,520.43,11.645,val,val,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000580640__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000580640,zx,2025_09_27_16_46_13,580.64,,pre3_label3_response_coverage,-3.0,0.0,0.0,3.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,0.0,93.94,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/zx/Entity_Recording_2025_09_27_16_46_13_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_16_46_13_vehicle.csv,e5bc2db169a17bca0fa27ce530d67cddcb1e0c54fd5b61aa01f23ab636a868aa,116128,580.64,597.005,16.365,val,test,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000599550__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000599550,zx,2025_09_27_16_46_13,599.55,,pre3_label3_response_coverage,-3.0,0.0,0.0,3.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,0.0,80.61,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/zx/Entity_Recording_2025_09_27_16_46_13_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_16_46_13_vehicle.csv,e5bc2db169a17bca0fa27ce530d67cddcb1e0c54fd5b61aa01f23ab636a868aa,119910,599.55,602.835,3.285,val,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000632670__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000632670,zx,2025_09_27_16_46_13,632.67,,pre3_label3_response_coverage,-3.0,0.0,0.0,3.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,weak,curve,0,-0.0,70.37,90.49,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/zx/Entity_Recording_2025_09_27_16_46_13_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_16_46_13_vehicle.csv,e5bc2db169a17bca0fa27ce530d67cddcb1e0c54fd5b61aa01f23ab636a868aa,126534,632.67,680.27,47.6,val,train,val,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000103335__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000103335,zx,2025_09_27_17_14_07,103.335,,pre3_label3_response_coverage,-3.0,0.0,0.0,3.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,-0.0,70.75,100.0,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/zx/Entity_Recording_2025_09_27_17_14_07_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_14_07_vehicle.csv,26d745b30004ac1b79bb69bc38990b071dac072e89c71f9c69e04c70064f8e32,20667,103.335,108.225,4.89,train,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000127510__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000127510,zx,2025_09_27_17_14_07,127.51,,pre3_label3_response_coverage,-3.0,0.0,0.0,3.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,0.0,79.98,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/zx/Entity_Recording_2025_09_27_17_14_07_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_14_07_vehicle.csv,26d745b30004ac1b79bb69bc38990b071dac072e89c71f9c69e04c70064f8e32,25502,127.51,143.0,15.49,train,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000151260__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000151260,zx,2025_09_27_17_14_07,151.26,,pre3_label3_response_coverage,-3.0,0.0,0.0,3.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,1,-0.0,60.75,91.95,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/zx/Entity_Recording_2025_09_27_17_14_07_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_14_07_vehicle.csv,26d745b30004ac1b79bb69bc38990b071dac072e89c71f9c69e04c70064f8e32,30252,151.26,158.87,7.61,train,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000172360__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000172360,zx,2025_09_27_17_14_07,172.36,,pre3_label3_response_coverage,-3.0,0.0,0.0,3.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,1,-0.00729802,78.69,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/zx/Entity_Recording_2025_09_27_17_14_07_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_14_07_vehicle.csv,26d745b30004ac1b79bb69bc38990b071dac072e89c71f9c69e04c70064f8e32,34472,172.36,195.685,23.325,train,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000198435__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000198435,zx,2025_09_27_17_14_07,198.435,,pre3_label3_response_coverage,-3.0,0.0,0.0,3.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,0.0,82.47,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/zx/Entity_Recording_2025_09_27_17_14_07_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_14_07_vehicle.csv,26d745b30004ac1b79bb69bc38990b071dac072e89c71f9c69e04c70064f8e32,39687,198.435,208.375,9.94,train,test,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000249170__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000249170,zx,2025_09_27_17_14_07,249.17,,pre3_label3_response_coverage,-3.0,0.0,0.0,3.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,-0.0,93.38,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/zx/Entity_Recording_2025_09_27_17_14_07_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_14_07_vehicle.csv,26d745b30004ac1b79bb69bc38990b071dac072e89c71f9c69e04c70064f8e32,49834,249.17,254.66,5.49,train,test,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000272865__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000272865,zx,2025_09_27_17_14_07,272.865,,pre3_label3_response_coverage,-3.0,0.0,0.0,3.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,instability_extreme,design_special_event_segment,0,0.0,93.15,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/zx/Entity_Recording_2025_09_27_17_14_07_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_14_07_vehicle.csv,26d745b30004ac1b79bb69bc38990b071dac072e89c71f9c69e04c70064f8e32,54573,272.865,279.485,6.62,train,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000288060__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000288060,zx,2025_09_27_17_14_07,288.06,,pre3_label3_response_coverage,-3.0,0.0,0.0,3.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,medium_active,straight,0,-0.0,72.1,100.0,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/zx/Entity_Recording_2025_09_27_17_14_07_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_14_07_vehicle.csv,26d745b30004ac1b79bb69bc38990b071dac072e89c71f9c69e04c70064f8e32,57612,288.06,290.575,2.515,train,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000293155__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000293155,zx,2025_09_27_17_14_07,293.155,,pre3_label3_response_coverage,-3.0,0.0,0.0,3.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,medium_active,straight,0,0.0,72.71,100.0,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/zx/Entity_Recording_2025_09_27_17_14_07_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_14_07_vehicle.csv,26d745b30004ac1b79bb69bc38990b071dac072e89c71f9c69e04c70064f8e32,58631,293.155,295.515,2.36,train,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000380385__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000380385,zx,2025_09_27_17_14_07,380.385,,pre3_label3_response_coverage,-3.0,0.0,0.0,3.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,1,-0.0,73.63,100.0,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/zx/Entity_Recording_2025_09_27_17_14_07_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_14_07_vehicle.csv,26d745b30004ac1b79bb69bc38990b071dac072e89c71f9c69e04c70064f8e32,76077,380.385,393.405,13.02,train,val,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000402025__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000402025,zx,2025_09_27_17_14_07,402.025,,pre3_label3_response_coverage,-3.0,0.0,0.0,3.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,1,-0.00050301,60.81,86.32,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/zx/Entity_Recording_2025_09_27_17_14_07_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_14_07_vehicle.csv,26d745b30004ac1b79bb69bc38990b071dac072e89c71f9c69e04c70064f8e32,80405,402.025,404.125,2.1,train,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000407380__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000407380,zx,2025_09_27_17_14_07,407.38,,pre3_label3_response_coverage,-3.0,0.0,0.0,3.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,weak,straight,0,-0.0,73.46,89.17,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/zx/Entity_Recording_2025_09_27_17_14_07_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_14_07_vehicle.csv,26d745b30004ac1b79bb69bc38990b071dac072e89c71f9c69e04c70064f8e32,81476,407.38,408.455,1.075,train,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000412950__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000412950,zx,2025_09_27_17_14_07,412.95,,pre3_label3_response_coverage,-3.0,0.0,0.0,3.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,0.0,85.34,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/zx/Entity_Recording_2025_09_27_17_14_07_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_14_07_vehicle.csv,26d745b30004ac1b79bb69bc38990b071dac072e89c71f9c69e04c70064f8e32,82590,412.95,437.6,24.65,train,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000471995__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000471995,zx,2025_09_27_17_14_07,471.995,,pre3_label3_response_coverage,-3.0,0.0,0.0,3.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,0.0,59.25,93.01,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/zx/Entity_Recording_2025_09_27_17_14_07_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_14_07_vehicle.csv,26d745b30004ac1b79bb69bc38990b071dac072e89c71f9c69e04c70064f8e32,94399,471.995,476.265,4.27,train,test,train,val
