event_uid,random_event_split,session_level_split,subject_level_split
vehicle_instability_allraw__zt__2025_09_28_11_20_08__000158280,train,train,val
vehicle_instability_allraw__zt__2025_09_28_11_20_08__000199865,train,train,val
vehicle_instability_allraw__zt__2025_09_28_11_20_08__000251035,test,train,val
vehicle_instability_allraw__zt__2025_09_28_11_20_08__000270535,train,train,val
vehicle_instability_allraw__zt__2025_09_28_11_20_08__000312725,train,train,val
vehicle_instability_allraw__zt__2025_09_28_11_20_08__000338755,train,train,val
vehicle_instability_allraw__zt__2025_09_28_11_20_08__000416365,val,train,val
vehicle_instability_allraw__zt__2025_09_28_11_20_08__000472990,train,train,val
vehicle_instability_allraw__zt__2025_09_28_11_20_08__000488065,train,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000028755,val,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000072855,train,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000101585,train,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000105310,val,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000122020,test,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000148800,train,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000163770,test,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000231650,train,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000260070,test,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000312575,train,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000364875,train,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000384950,train,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000398300,val,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000417655,train,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000421025,test,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000446275,test,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000470635,train,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000490620,train,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000559925,train,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000593005,train,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000615805,train,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000645585,train,train,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000078890,val,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000087075,val,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000111180,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000152930,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000212495,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000217955,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000237520,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000263295,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000293010,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000316255,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000327995,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000387440,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000420380,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000444410,val,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000451415,val,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000489640,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000501045,test,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000508785,val,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000580640,test,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000599550,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000632670,train,val,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000103335,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000127510,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000151260,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000172360,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000198435,test,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000249170,test,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000272865,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000288060,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000293155,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000380385,val,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000402025,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000407380,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000412950,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000471995,test,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000486315,test,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000504955,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_25_16__000018420,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_25_16__000055950,test,train,val
vehicle_instability_allraw__zx__2025_09_27_17_25_16__000082240,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_25_16__000123645,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000047060,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000065380,val,train,val
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000082590,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000119620,test,train,val
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000148095,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000177210,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000199530,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000225970,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000244175,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000302795,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000364530,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000402560,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000092045,train,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000135280,val,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000158510,train,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000166410,train,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000175330,train,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000179665,train,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000202360,test,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000231875,train,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000242010,train,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000256590,train,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000285070,train,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000301740,train,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000336625,val,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000361280,val,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000385440,val,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000445945,train,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000449820,train,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000469100,test,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000508355,train,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000524690,train,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000588795,train,val,val
vehicle_instability_allraw__zx__2025_09_27_17_56_42__000080875,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_56_42__000108650,test,train,val
vehicle_instability_allraw__zx__2025_09_27_17_56_42__000149270,val,train,val
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000020450,train,test,val
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000050245,train,test,val
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000066065,train,test,val
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000119290,train,test,val
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000149680,train,test,val
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000173505,train,test,val
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000195680,train,test,val
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000256360,val,test,val
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000313580,train,test,val
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000320360,val,test,val
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000353905,train,test,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000025310,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000048255,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000071310,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000087885,val,train,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000123135,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000149280,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000193555,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000223290,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000251385,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000277150,test,train,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000323585,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000342080,test,train,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000353295,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000376460,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000387335,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000431470,val,train,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000492380,test,train,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000550085,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000584705,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000080870,test,train,val
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000096340,test,train,val
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000145260,val,train,val
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000176840,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000205030,test,train,val
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000230970,val,train,val
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000253945,val,train,val
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000280415,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000307245,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000377105,val,train,val
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000435575,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000468965,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000492875,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000522640,test,train,val
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000534070,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000554770,train,train,val
vehicle_instability_allraw__zxy__2025_09_28_15_57_38__000092690,train,test,train
vehicle_instability_allraw__zxy__2025_09_28_15_57_38__000128180,train,test,train
vehicle_instability_allraw__zxy__2025_09_28_15_57_38__000182350,train,test,train
vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000084280,test,val,train
vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000091545,train,val,train
vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000193270,train,val,train
vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000223400,train,val,train
vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000257260,train,val,train
vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000268425,test,val,train
vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000299920,train,val,train
vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000349230,train,val,train
vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000377385,test,val,train
vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000090925,test,train,train
vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000137440,val,train,train
vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000283050,train,train,train
vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000387335,train,train,train
vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000583615,train,train,train
vehicle_instability_allraw__zxy__2025_09_28_16_25_51__000075720,test,train,train
vehicle_instability_allraw__zxy__2025_09_28_16_25_51__000121595,train,train,train
vehicle_instability_allraw__zxy__2025_09_28_16_25_51__000164340,train,train,train
vehicle_instability_allraw__zxy__2025_09_28_16_25_51__000254260,train,train,train
vehicle_instability_allraw__zxy__2025_09_28_16_25_51__000417935,val,train,train
vehicle_instability_allraw__zxy__2025_09_28_16_25_51__000433375,val,train,train
vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000096695,train,test,train
vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000141250,test,test,train
vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000185120,train,test,train
vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000460020,train,test,train
vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000467085,train,test,train
vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000471085,train,test,train
vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000691590,train,test,train
vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000785960,train,test,train
