sample_id,event_uid,subject,session_stamp,anchor_time_rel_s,anchor_time_abs_s,window_config_id,input_start_rel_s,input_end_rel_s,label_start_rel_s,label_end_rel_s,anchor_source,causal_setting,event_type,event_level,road_type_anchor,is_curve,curvature_anchor,instability_review_score,road_guided_instability_score,codex_recommended_decision,road_guided_recommended_decision,vehicle_relative_path,vehicle_absolute_path,vehicle_sha256,anchor_idx_oldcode,event_start_rel_s,event_end_rel_s,event_duration_s,split,random_event_split,session_level_split,subject_level_split,array_row,vehicle_raw_relative_path,vehicle_raw_sha256,input_valid_ratio,label_valid_ratio,anchor_steer
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000515545__pre1_label2_event_trigger,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000515545,rjy,2025_09_28_19_33_26,515.545,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,0.0,70.67,100.0,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,103109,515.545,534.175,18.63,train,train,train,train,415,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,1.0,1.0,-0.3211408853530884
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000560115__pre1_label2_event_trigger,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000560115,rjy,2025_09_28_19_33_26,560.115,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,instability_strong,design_high_risk_surface,0,-0.0,70.22,88.13,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,112023,560.115,595.56,35.445,train,train,train,train,416,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,1.0,1.0,0.1630139946937561
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000598710__pre1_label2_event_trigger,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000598710,rjy,2025_09_28_19_33_26,598.71,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,medium_active,straight,0,-0.0,67.2,93.67,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,119742,598.71,602.09,3.38,train,test,train,train,417,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,1.0,1.0,-0.37227898836135864
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000624660__pre1_label2_event_trigger,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000624660,rjy,2025_09_28_19_33_26,624.66,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,medium_active,curve,0,-0.0,70.65,98.63,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,124932,624.66,639.175,14.515,train,train,train,train,418,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,1.0,1.0,-0.42010098695755005
vehicle_instability_allraw__rjy__2025_09_28_19_44_42__000058055__pre1_label2_event_trigger,vehicle_instability_allraw__rjy__2025_09_28_19_44_42__000058055,rjy,2025_09_28_19_44_42,58.055,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,0.0,53.42,82.42,needs_human_review,hybrid_accept_high,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_44_42_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_44_42_vehicle.csv,5b5abba83d45b9ab931f971a3e31909a3e683748b21a57a708cc039986cd1337,11611,58.055,63.0,4.945,train,train,train,train,419,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_44_42_vehicle.csv,5b5abba83d45b9ab931f971a3e31909a3e683748b21a57a708cc039986cd1337,1.0,1.0,-0.23980799317359924
vehicle_instability_allraw__rjy__2025_09_28_19_44_42__000090150__pre1_label2_event_trigger,vehicle_instability_allraw__rjy__2025_09_28_19_44_42__000090150,rjy,2025_09_28_19_44_42,90.15,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,0.0,92.68,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_44_42_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_44_42_vehicle.csv,5b5abba83d45b9ab931f971a3e31909a3e683748b21a57a708cc039986cd1337,18030,90.15,98.96,8.81,train,val,train,train,420,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_44_42_vehicle.csv,5b5abba83d45b9ab931f971a3e31909a3e683748b21a57a708cc039986cd1337,1.0,1.0,-0.428303986787796
vehicle_instability_allraw__rjy__2025_09_28_19_44_42__000132740__pre1_label2_event_trigger,vehicle_instability_allraw__rjy__2025_09_28_19_44_42__000132740,rjy,2025_09_28_19_44_42,132.74,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,1,-0.00729802,90.15,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_44_42_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_44_42_vehicle.csv,5b5abba83d45b9ab931f971a3e31909a3e683748b21a57a708cc039986cd1337,26548,132.74,140.49,7.75,train,train,train,train,421,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_44_42_vehicle.csv,5b5abba83d45b9ab931f971a3e31909a3e683748b21a57a708cc039986cd1337,1.0,1.0,-0.39845898747444153
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000056300__pre1_label2_event_trigger,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000056300,rjy,2025_09_28_19_51_44,56.3,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,medium_active,straight,0,-0.0,56.87,84.0,needs_human_review,hybrid_accept_high,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,11260,56.3,62.6,6.3,train,val,train,train,422,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,1.0,1.0,-0.4022980034351349
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000087940__pre1_label2_event_trigger,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000087940,rjy,2025_09_28_19_51_44,87.94,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,-0.0,64.14,99.19,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,17588,87.94,95.215,7.275,train,train,train,train,423,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,1.0,1.0,-0.4831070005893707
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000132730__pre1_label2_event_trigger,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000132730,rjy,2025_09_28_19_51_44,132.73,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,curve,1,-0.00729802,79.61,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,26546,132.73,153.81,21.08,train,val,train,train,424,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,1.0,1.0,-0.47158798575401306
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000180850__pre1_label2_event_trigger,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000180850,rjy,2025_09_28_19_51_44,180.85,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,0.0,75.37,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,36170,180.85,192.335,11.485,train,train,train,train,425,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,1.0,1.0,0.26982760429382324
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000209520__pre1_label2_event_trigger,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000209520,rjy,2025_09_28_19_51_44,209.52,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,0.0,55.04,85.96,needs_human_review,hybrid_accept_high,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,41904,209.52,212.18,2.66,train,train,train,train,426,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,1.0,1.0,0.09616772830486298
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000228685__pre1_label2_event_trigger,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000228685,rjy,2025_09_28_19_51_44,228.685,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,0.0,94.84,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,45737,228.685,244.995,16.31,train,test,train,train,427,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,1.0,1.0,-0.3893829882144928
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000302995__pre1_label2_event_trigger,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000302995,rjy,2025_09_28_19_51_44,302.995,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,curve,0,0.0,76.16,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,60599,302.995,318.025,15.03,train,train,train,train,428,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,1.0,1.0,0.1455598920583725
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000340405__pre1_label2_event_trigger,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000340405,rjy,2025_09_28_19_51_44,340.405,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,1,-0.0,59.51,92.68,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,68081,340.405,345.27,4.865,train,test,train,train,429,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,1.0,1.0,-0.5042260885238647
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000357340__pre1_label2_event_trigger,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000357340,rjy,2025_09_28_19_51_44,357.34,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,1,-0.00045413,90.58,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,71468,357.34,364.255,6.915,train,test,train,train,430,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,1.0,1.0,-0.4272570013999939
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000384965__pre1_label2_event_trigger,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000384965,rjy,2025_09_28_19_51_44,384.965,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,-0.0,80.83,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,76993,384.965,394.455,9.49,train,train,train,train,431,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,1.0,1.0,0.23125599324703217
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000463330__pre1_label2_event_trigger,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000463330,rjy,2025_09_28_19_51_44,463.33,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,0.0,55.15,83.94,needs_human_review,hybrid_accept_high,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,92666,463.33,478.675,15.345,train,train,train,train,432,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,1.0,1.0,-0.36634498834609985
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000498795__pre1_label2_event_trigger,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000498795,rjy,2025_09_28_19_51_44,498.795,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,instability_strong,design_high_risk_surface,0,0.0,70.22,87.78,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,99759,498.795,521.045,22.25,train,train,train,train,433,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,1.0,1.0,0.12182395905256271
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000532085__pre1_label2_event_trigger,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000532085,rjy,2025_09_28_19_51_44,532.085,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,medium_active,straight,0,-0.0,59.67,86.43,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,106417,532.085,535.79,3.705,train,val,train,train,434,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,1.0,1.0,-0.45326197147369385
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000538615__pre1_label2_event_trigger,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000538615,rjy,2025_09_28_19_51_44,538.615,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,-0.0,63.41,100.0,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,107723,538.615,545.66,7.045,train,train,train,train,435,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,1.0,1.0,-0.40282198786735535
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000564970__pre1_label2_event_trigger,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000564970,rjy,2025_09_28_19_51_44,564.97,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,curve,0,-0.0,78.26,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,112994,564.97,566.625,1.655,train,test,train,train,436,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,1.0,1.0,-0.2665095925331116
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000569225__pre1_label2_event_trigger,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000569225,rjy,2025_09_28_19_51_44,569.225,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,-0.0,82.3,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,113845,569.225,583.325,14.1,train,train,train,train,437,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,1.0,1.0,-0.4468015432357788
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000059725__pre1_label2_event_trigger,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000059725,rjy,2025_09_28_20_02_20,59.725,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,weak,straight,0,0.0,66.26,83.77,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_02_20_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_20_02_20_vehicle.csv,33ef0d599b2ccd1b84d498caffb5fff7666013196faaaa8a9934cfdc57e22346,11945,59.725,67.695,7.97,train,val,train,train,438,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_02_20_vehicle.csv,33ef0d599b2ccd1b84d498caffb5fff7666013196faaaa8a9934cfdc57e22346,1.0,1.0,-0.4190540015697479
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000095175__pre1_label2_event_trigger,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000095175,rjy,2025_09_28_20_02_20,95.175,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,0.0,68.89,100.0,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_02_20_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_20_02_20_vehicle.csv,33ef0d599b2ccd1b84d498caffb5fff7666013196faaaa8a9934cfdc57e22346,19035,95.175,102.26,7.085,train,train,train,train,439,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_02_20_vehicle.csv,33ef0d599b2ccd1b84d498caffb5fff7666013196faaaa8a9934cfdc57e22346,1.0,1.0,-0.3544762134552002
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000137410__pre1_label2_event_trigger,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000137410,rjy,2025_09_28_20_02_20,137.41,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,1,-0.00729802,94.51,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_02_20_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_20_02_20_vehicle.csv,33ef0d599b2ccd1b84d498caffb5fff7666013196faaaa8a9934cfdc57e22346,27482,137.41,150.325,12.915,train,train,train,train,440,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_02_20_vehicle.csv,33ef0d599b2ccd1b84d498caffb5fff7666013196faaaa8a9934cfdc57e22346,1.0,1.0,-0.4316205382347107
