episode_uid,new_rule_auto_label,new_rule_reason_cn,v0_3_category_cn,condition_context_cn,condition_level,condition_score_peak,body_attitude_score_simple,peak_abs_ay_window,peak_abs_yaw_rate_window,peak_abs_roll_rate_window,peak_abs_roll_window,steer_response_strength,steer_delta_prepost,response_shape,coordinate_continuity_ok,window_complete,subject,session_stamp,t_condition_anchor,nearest_old_road_module,vehicle_raw_absolute_path
V03_cwh_2025_09_26_19_27_21_0004,MANUAL_REVIEW_BOUNDARY,车身动态、方向盘响应或坐标风险边界不清，需要人工复核,排除样本,横滚/姿态,extreme,10.731102643289269,2.920352916666667,4.5285,0.185822,0.0342563,0.0640059,none,0.756251,weak_or_no_clear_steer,False,True,cwh,2025_09_26_19_27_21,122.755,curve1,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_27_21_vehicle.csv
V03_zxy_2025_09_28_16_01_55_0024,MANUAL_REVIEW_BOUNDARY,车身动态、方向盘响应或坐标风险边界不清，需要人工复核,排除样本,弯道/曲率,medium,4.453853666518875,2.8939371666666664,3.83224,0.172258,0.0720251,0.0532792,none,0.5874780000000001,countersteer,False,True,zxy,2025_09_28_16_01_55,424.175,curve1,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zxy\Entity_Recording_2025_09_28_16_01_55_vehicle.csv
V03_gzj_2025_09_27_12_28_14_0007,MANUAL_REVIEW_BOUNDARY,车身动态、方向盘响应或坐标风险边界不清，需要人工复核,排除样本,低附着,strong,6.326840599855981,2.883188,4.51869,0.191512,0.0282903,0.062891,none,0.326377,weak_or_no_clear_steer,False,True,gzj,2025_09_27_12_28_14,164.598,curve1,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_28_14_vehicle.csv
V03_cwh_2025_09_26_19_56_16_0013,MANUAL_REVIEW_BOUNDARY,车身动态、方向盘响应或坐标风险边界不清，需要人工复核,排除样本,低附着,extreme,7.121714718290621,2.8644247500000004,3.51233,0.126439,0.110409,0.0487751,weak,0.692024,countersteer,False,True,cwh,2025_09_26_19_56_16,388.165,middle_section,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv
V03_zdq_2025_09_26_15_37_30_0009,MANUAL_REVIEW_BOUNDARY,车身动态、方向盘响应或坐标风险边界不清，需要人工复核,排除样本,横滚/姿态,extreme,8.80639491191356,2.826738666666667,3.84206,0.137977,0.0804449,0.0558454,none,0.6518801,weak_or_no_clear_steer,False,True,zdq,2025_09_26_15_37_30,440.36,differentmu_road,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zdq\Entity_Recording_2025_09_26_15_37_30_vehicle.csv
V03_lx_2025_09_26_09_06_38_0013,NORMAL_CONTROL_OR_EXCLUDE_LIGHT_STEER,缺少明显车身姿态/横向动态，更像普通驾驶、正常弯道或直线保持微调,延迟或无明显转向响应,低附着,strong,4.933944368820464,1.9901860833333334,2.40475,0.0941103,0.0722071,0.0349567,none,-0.4712389999999999,return,True,True,lx,2025_09_26_09_06_38,288.32,curve1,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\lx\Entity_Recording_2025_09_26_09_06_38_vehicle.csv
V03_cwh_2025_09_26_19_35_47_0013,NORMAL_CONTROL_OR_EXCLUDE_LIGHT_STEER,缺少明显车身姿态/横向动态，更像普通驾驶、正常弯道或直线保持微调,弱响应/保守响应,低附着,extreme,7.822839320515298,1.7694877500000001,2.06098,0.0936806,0.0741291,0.0216917,none,-0.1926839,weak_or_no_clear_steer,True,True,cwh,2025_09_26_19_35_47,322.44,middle_section,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_35_47_vehicle.csv
V03_gf_2025_09_26_10_03_00_0024,NORMAL_CONTROL_OR_EXCLUDE_LIGHT_STEER,缺少明显车身姿态/横向动态，更像普通驾驶、正常弯道或直线保持微调,延迟或无明显转向响应,低附着,extreme,9.857017658324349,1.6875069583333322,1.9144,0.0717046,0.0736336,0.0265992499999999,none,0.2267187,return,True,True,gf,2025_09_26_10_03_00,550.369,differentmu_road,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_03_00_vehicle.csv
V03_rjy_2025_09_28_19_44_42_0000,NORMAL_CONTROL_OR_EXCLUDE_LIGHT_STEER,缺少明显车身姿态/横向动态，更像普通驾驶、正常弯道或直线保持微调,待人工复核,低附着,medium,3.3070991359559407,1.6724645833333334,1.85425,0.067146,0.0791665,0.0244931,none,-0.3795214999999999,return,True,True,rjy,2025_09_28_19_44_42,37.228,middle_section,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_44_42_vehicle.csv
V03_cwh_2025_09_26_19_56_16_0012,NORMAL_CONTROL_OR_EXCLUDE_LIGHT_STEER,缺少明显车身姿态/横向动态，更像普通驾驶、正常弯道或直线保持微调,待人工复核,低附着,medium,4.099242229969455,1.6232531666666663,1.67336,0.0749289,0.077096,0.0217176,none,-0.298102,countersteer,True,True,cwh,2025_09_26_19_56_16,383.75,middle_section,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv
V03_zxy_2025_09_28_16_12_11_0003,NORMAL_CONTROL_OR_EXCLUDE_LIGHT_STEER,缺少明显车身姿态/横向动态，更像普通驾驶、正常弯道或直线保持微调,延迟或无明显转向响应,低附着,strong,5.1919011048842245,1.6143268333333336,1.76981,0.0617098,0.0734623,0.0271704,none,0.5742134999999999,countersteer,True,True,zxy,2025_09_28_16_12_11,86.851,middle_section,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zxy\Entity_Recording_2025_09_28_16_12_11_vehicle.csv
V03_lx_2025_09_26_08_58_43_0005,NORMAL_CONTROL_OR_EXCLUDE_LIGHT_STEER,缺少明显车身姿态/横向动态，更像普通驾驶、正常弯道或直线保持微调,弱响应/保守响应,低附着,medium,3.0269068103739047,1.5924190833333334,1.54504,0.0751778,0.0791305,0.0198481,weak,0.5114685,weak_or_no_clear_steer,True,True,lx,2025_09_26_08_58_43,184.501,middle_section,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\lx\Entity_Recording_2025_09_26_08_58_43_vehicle.csv
V03_txj_2025_09_27_08_53_44_0020,NORMAL_CONTROL_OR_EXCLUDE_LIGHT_STEER,缺少明显车身姿态/横向动态，更像普通驾驶、正常弯道或直线保持微调,待人工复核,低附着,weak,2.091634820146491,1.5864229166666668,1.64905,0.059865,0.0782978,0.0243845,none,0.387289,countersteer,True,True,txj,2025_09_27_08_53_44,420.875,middle_section,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_08_53_44_vehicle.csv
V03_gf_2025_09_26_10_03_00_0020,NORMAL_CONTROL_OR_EXCLUDE_LIGHT_STEER,缺少明显车身姿态/横向动态，更像普通驾驶、正常弯道或直线保持微调,弱响应/保守响应,低附着,medium,4.344249065866904,1.5796419999999998,1.52828,0.0738812,0.0781761,0.020249,weak,0.5707225,return,True,True,gf,2025_09_26_10_03_00,514.244,middle_section,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_03_00_vehicle.csv
V03_xst_2025_09_26_11_34_18_0002,NORMAL_CONTROL_OR_EXCLUDE_LIGHT_STEER,缺少明显车身姿态/横向动态，更像普通驾驶、正常弯道或直线保持微调,待人工复核,低附着,medium,4.297154389413409,1.5426948333333332,1.79717,0.0740485,0.0600445,0.0250118,none,0.521156,return,True,True,xst,2025_09_26_11_34_18,68.98,longstraight,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\xst\Entity_Recording_2025_09_26_11_34_18_vehicle.csv
V03_zdq_2025_09_26_15_52_46_0023,NORMAL_CONTROL_OR_EXCLUDE_LIGHT_STEER,缺少明显车身姿态/横向动态，更像普通驾驶、正常弯道或直线保持微调,待人工复核,横滚/姿态,medium,3.959965852649772,1.5376255833333334,1.93886,0.0697328,0.0604615,0.0237875,none,0.2577852,return,True,True,zdq,2025_09_26_15_52_46,502.185,differentmu_road,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zdq\Entity_Recording_2025_09_26_15_52_46_vehicle.csv
V03_zdq_2025_09_26_16_03_48_0014,NORMAL_CONTROL_OR_EXCLUDE_LIGHT_STEER,缺少明显车身姿态/横向动态，更像普通驾驶、正常弯道或直线保持微调,待人工复核,低附着,medium,3.650676957814856,1.53472825,1.53749,0.0668788,0.0786966,0.0189625,none,-0.51836239,return,True,True,zdq,2025_09_26_16_03_48,358.15,middle_section,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zdq\Entity_Recording_2025_09_26_16_03_48_vehicle.csv
V03_xst_2025_09_26_11_34_18_0022,NORMAL_CONTROL_OR_EXCLUDE_LIGHT_STEER,缺少明显车身姿态/横向动态，更像普通驾驶、正常弯道或直线保持微调,待人工复核,低附着,medium,4.310268401766841,1.5307789166666668,1.81468,0.0784715,0.0575423,0.0236773,none,-0.3191334999999999,weak_or_no_clear_steer,True,True,xst,2025_09_26_11_34_18,429.761,curve2,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\xst\Entity_Recording_2025_09_26_11_34_18_vehicle.csv
V03_byx_2025_09_28_17_46_00_0022,NORMAL_CONTROL_OR_EXCLUDE_LIGHT_STEER,缺少明显车身姿态/横向动态，更像普通驾驶、正常弯道或直线保持微调,待人工复核,低附着,medium,2.5060047880998235,1.5221805000000002,1.7607,0.0581021,0.065544,0.0266664,none,-0.3078763,countersteer,True,True,byx,2025_09_28_17_46_00,399.695,stop,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_46_00_vehicle.csv
V03_yzy_2025_09_27_15_07_57_0017,NORMAL_CONTROL_OR_EXCLUDE_LIGHT_STEER,缺少明显车身姿态/横向动态，更像普通驾驶、正常弯道或直线保持微调,待人工复核,低附着,medium,2.5820225776792265,1.5186430833333335,1.69588,0.059476,0.0724075,0.0222953,none,-0.3199188,return,True,True,yzy,2025_09_27_15_07_57,353.714,curve2,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_15_07_57_vehicle.csv
V03_gf_2025_09_26_10_03_00_0015,NORMAL_CONTROL_OR_EXCLUDE_LIGHT_STEER,缺少明显车身姿态/横向动态，更像普通驾驶、正常弯道或直线保持微调,弱响应/保守响应,低附着,extreme,13.174637410019368,1.4926073333333334,2.16629,0.0839497,0.0361081,0.027096,none,0.427082,weak_or_no_clear_steer,True,True,gf,2025_09_26_10_03_00,324.51,middle_section,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_03_00_vehicle.csv
V03_zxy_2025_09_28_16_01_55_N000,NORMAL_CONTROL_OR_EXCLUDE_LIGHT_STEER,缺少明显车身姿态/横向动态，更像普通驾驶、正常弯道或直线保持微调,正常驾驶/普通弯道对照,普通驾驶对照,normal,1.9237192647159351,1.4877710833333335,1.35581,0.0549589,0.0825097,0.0203387,none,0.392525,countersteer,True,True,zxy,2025_09_28_16_01_55,503.0,curve1,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zxy\Entity_Recording_2025_09_28_16_01_55_vehicle.csv
V03_cwh_2025_09_26_19_35_47_0020,NORMAL_CONTROL_OR_EXCLUDE_LIGHT_STEER,缺少明显车身姿态/横向动态，更像普通驾驶、正常弯道或直线保持微调,待人工复核,弯道/曲率,medium,3.83098919819564,1.4869304166666666,1.91007,0.0943817,0.0361484,0.0265417,none,-0.255866,weak_or_no_clear_steer,True,True,cwh,2025_09_26_19_35_47,527.41,differentmu_road,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_35_47_vehicle.csv
V03_txj_2025_09_27_09_17_11_0027,NORMAL_CONTROL_OR_EXCLUDE_LIGHT_STEER,缺少明显车身姿态/横向动态，更像普通驾驶、正常弯道或直线保持微调,弱响应/保守响应,低附着,extreme,7.193292709149193,1.4773683333333334,1.74233,0.0690168,0.060169,0.0225928,none,-0.360585,countersteer,True,True,txj,2025_09_27_09_17_11,498.325,middle_section,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_09_17_11_vehicle.csv
V03_byx_2025_09_28_17_25_18_0014,NORMAL_CONTROL_OR_EXCLUDE_LIGHT_STEER,缺少明显车身姿态/横向动态，更像普通驾驶、正常弯道或直线保持微调,待人工复核,低附着,medium,2.513531663852984,1.4752748333333332,1.77316,0.0622769,0.0604045,0.024471,none,-0.3618945,weak_or_no_clear_steer,True,True,byx,2025_09_28_17_25_18,358.854,curve2,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_25_18_vehicle.csv
V03_cwh_2025_09_26_19_27_21_0001,EXCLUDE_LIGHT_OR_COORD_RISK,车身动态不强，且存在窗口或坐标风险，优先排除,排除样本,横滚/姿态,strong,4.877467045651102,1.9716056666666666,2.47562,0.092575,0.07007,0.0343752,none,-0.371406,countersteer,False,True,cwh,2025_09_26_19_27_21,55.23,longstraight,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_27_21_vehicle.csv
V03_zdq_2025_09_26_15_37_30_0008,EXCLUDE_LIGHT_OR_COORD_RISK,车身动态不强，且存在窗口或坐标风险，优先排除,排除样本,横滚/姿态,medium,3.836633451692101,1.9360744166666666,2.32896,0.0873524,0.0754529,0.0323797,none,-0.3005462,countersteer,False,True,zdq,2025_09_26_15_37_30,432.915,differentmu_road,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zdq\Entity_Recording_2025_09_26_15_37_30_vehicle.csv
V03_lxy_2025_09_28_17_55_52_0018,EXCLUDE_LIGHT_OR_COORD_RISK,车身动态不强，且存在窗口或坐标风险，优先排除,排除样本,低附着,medium,3.1040348920501426,1.8611143333333335,2.46074,0.0848301,0.0628336,0.0336962,none,-0.44662945,weak_or_no_clear_steer,False,True,lxy,2025_09_28_17_55_52,333.504,curve2,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\lxy\Entity_Recording_2025_09_28_17_55_52_vehicle.csv
V03_hzh_2025_09_27_19_22_27_0002,EXCLUDE_LIGHT_OR_COORD_RISK,车身动态不强，且存在窗口或坐标风险，优先排除,排除样本,低附着,medium,3.710654788282589,1.8543464166666666,2.36643,0.0888865,0.0615914,0.0338693,none,0.634253,weak_or_no_clear_steer,False,True,hzh,2025_09_27_19_22_27,111.882,middle_section,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_22_27_vehicle.csv
V03_jy_2025_09_26_17_51_46_0005,EXCLUDE_LIGHT_OR_COORD_RISK,车身动态不强，且存在窗口或坐标风险，优先排除,排除样本,横滚/姿态,medium,3.5741482671762888,1.8387256666666667,2.07275,0.0884513,0.0751139,0.0284776,none,-0.4965464,return,False,True,jy,2025_09_26_17_51_46,204.95,fix_road,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_51_46_vehicle.csv
V03_yyl_2025_09_28_09_49_11_0006,EXCLUDE_LIGHT_OR_COORD_RISK,车身动态不强，且存在窗口或坐标风险，优先排除,排除样本,低附着,medium,2.565612530139429,1.8089919166666668,2.05485,0.0787608,0.0753626,0.0300957,none,0.501695,return,False,True,yyl,2025_09_28_09_49_11,174.346,middle_section,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yyl\Entity_Recording_2025_09_28_09_49_11_vehicle.csv
V03_yyl_2025_09_28_09_39_01_0013,EXCLUDE_LIGHT_OR_COORD_RISK,车身动态不强，且存在窗口或坐标风险，优先排除,排除样本,低附着,medium,3.707757249187709,1.7629285833333332,2.00844,0.0784202,0.0745135,0.0278555,none,-0.4082327,return,False,True,yyl,2025_09_28_09_39_01,239.133,fix_road,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yyl\Entity_Recording_2025_09_28_09_39_01_vehicle.csv
V03_jy_2025_09_26_17_51_46_0014,EXCLUDE_LIGHT_OR_COORD_RISK,车身动态不强，且存在窗口或坐标风险，优先排除,排除样本,横滚/姿态,medium,3.817173202931885,1.7319216666666666,2.29609,0.0943629,0.0465905,0.0330108,none,-0.2630206,countersteer,False,True,jy,2025_09_26_17_51_46,485.95,differentmu_road,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_51_46_vehicle.csv
V03_gf_2025_09_26_10_52_57_0017,EXCLUDE_LIGHT_OR_COORD_RISK,车身动态不强，且存在窗口或坐标风险，优先排除,排除样本,低附着,medium,4.475288991533294,1.7286014166666668,2.07651,0.0839848,0.063893,0.0288747,none,0.410676,countersteer,False,True,gf,2025_09_26_10_52_57,546.26,differentmu_road,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_52_57_vehicle.csv
V03_cwh_2025_09_26_19_35_47_0011,EXCLUDE_LIGHT_OR_COORD_RISK,车身动态不强，且存在窗口或坐标风险，优先排除,排除样本,低附着,medium,4.3211321075683085,1.7008464166666668,2.09584,0.0668546,0.071891,0.0278651,none,-0.540528,countersteer,False,True,cwh,2025_09_26_19_35_47,307.095,curve2,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_35_47_vehicle.csv
V03_rjy_2025_09_28_19_49_06_0001,EXCLUDE_LIGHT_OR_COORD_RISK,车身动态不强，且存在窗口或坐标风险，优先排除,排除样本,低附着,extreme,8.753559236727872,1.6720486666666665,1.89245,0.0745289,0.0675302,0.028653,weak,0.5386085,countersteer,False,True,rjy,2025_09_28_19_49_06,20.375,longstraight,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_49_06_vehicle.csv
V03_cwh_2025_09_26_19_23_28_0001,EXCLUDE_LIGHT_OR_COORD_RISK,车身动态不强，且存在窗口或坐标风险，优先排除,排除样本,横滚/姿态,strong,4.819023457502501,1.670351,1.97473,0.083448,0.0584409,0.0296926,none,-0.4420914,return,False,True,cwh,2025_09_26_19_23_28,112.08,curve1,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_23_28_vehicle.csv
V03_hzh_2025_09_27_19_22_27_0022,EXCLUDE_LIGHT_OR_COORD_RISK,车身动态不强，且存在窗口或坐标风险，优先排除,排除样本,低附着,medium,3.3142580926603262,1.667457,1.82283,0.0675742,0.0757488,0.0267024,none,0.626398,countersteer,False,True,hzh,2025_09_27_19_22_27,525.325,differentmu_road,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_22_27_vehicle.csv
V03_jy_2025_09_26_17_51_46_0007,EXCLUDE_LIGHT_OR_COORD_RISK,车身动态不强，且存在窗口或坐标风险，优先排除,排除样本,横滚/姿态,medium,3.371868954399616,1.580209,1.67739,0.0632537,0.0766488,0.0231778,none,0.318872,weak_or_no_clear_steer,False,True,jy,2025_09_26_17_51_46,309.48,curve2,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_51_46_vehicle.csv
V03_hzh_2025_09_26_21_17_02_0008,EXCLUDE_LIGHT_OR_COORD_RISK,车身动态不强，且存在窗口或坐标风险，优先排除,排除样本,横滚/姿态,medium,2.7387137928557026,1.52388225,1.6368,0.0720547,0.0636978,0.0244347,none,0.378562,return,False,True,hzh,2025_09_26_21_17_02,265.915,fix_road,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_17_02_vehicle.csv
V03_hzh_2025_09_27_19_22_27_0005,EXCLUDE_LIGHT_OR_COORD_RISK,车身动态不强，且存在窗口或坐标风险，优先排除,排除样本,低附着,weak,2.44739964459911,1.4807255,1.59058,0.0672489,0.0638214,0.0235616,none,0.344004,weak_or_no_clear_steer,False,True,hzh,2025_09_27_19_22_27,187.562,middle_section,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_22_27_vehicle.csv
V03_hzh_2025_09_27_19_22_27_0013,EXCLUDE_LIGHT_OR_COORD_RISK,车身动态不强，且存在窗口或坐标风险，优先排除,排除样本,低附着,medium,2.7528623078609336,1.4761585000000002,1.58092,0.0637159,0.0710331,0.0199562,none,0.4380772,return,False,True,hzh,2025_09_27_19_22_27,341.967,curve2,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_22_27_vehicle.csv
V03_cwh_2025_09_26_19_35_47_0019,EXCLUDE_LIGHT_OR_COORD_RISK,车身动态不强，且存在窗口或坐标风险，优先排除,排除样本,低附着,medium,3.6173795341190456,1.4412019166666667,1.88136,0.0714964,0.0432557,0.0277587,none,0.503353,countersteer,False,True,cwh,2025_09_26_19_35_47,487.49,differentmu_road,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_35_47_vehicle.csv
V03_lxy_2025_09_28_18_19_35_0015,EXCLUDE_LIGHT_OR_COORD_RISK,车身动态不强，且存在窗口或坐标风险，优先排除,排除样本,低附着,medium,3.79559692270362,1.403873,1.84064,0.054686,0.0495567,0.0279474,none,-0.5172289999999999,countersteer,False,True,lxy,2025_09_28_18_19_35,362.425,stop,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\lxy\Entity_Recording_2025_09_28_18_19_35_vehicle.csv
V03_jy_2025_09_26_18_01_40_0008,EXCLUDE_LIGHT_OR_COORD_RISK,车身动态不强，且存在窗口或坐标风险，优先排除,排除样本,横滚/姿态,medium,3.147442593738057,1.3795208333333335,1.81743,0.0589768,0.0485956,0.025295,none,0.238936,weak_or_no_clear_steer,False,True,jy,2025_09_26_18_01_40,434.695,differentmu_road,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_18_01_40_vehicle.csv
