sample_id,event_uid,subject,session_stamp,anchor_source,anchor_time_rel_s,anchor_time_abs_s,event_start_rel_s,event_end_rel_s,event_type,event_level,phase_type,road_type_anchor,curvature_anchor,trigger_type,window_config_id,causal_setting,input_start_rel_s,input_end_rel_s,label_start_rel_s,label_end_rel_s,input_abs_start_s,input_abs_end_s,label_abs_start_s,label_abs_end_s,available_modalities,sample_usable_vehicle_minimal,recommended_for_stage3_vehicle_baseline,quality_flags,leakage_flags,window_note,vehicle_input_coverage,vehicle_label_coverage,physio_input_coverage,eeg_input_coverage,vehicle_relative_path,physio_relative_path,eeg_relative_path,vehicle_sha256,physio_sha256,eeg_sha256,label_peak_delta,label_peak_abs_delta,label_peak_time_rel_s,label_peak_direction,label_tail_delta,label_reversal_count_proxy
raw_road_curvature_onset__lx__2025_09_26_08_58_43__00001__pre2_label2_old_main,raw_road_curvature_onset__lx__2025_09_26_08_58_43__00001,lx,2025_09_26_08_58_43,raw_road_curvature_onset,155.275,1758877279.079,155.275,175.935,curve_left_or_positive,extreme,candidate,curve,0.0104888402792294,raw_curvature_threshold,pre2_label2_old_main,event_trigger_predict_full_future,-2.0,0.0,0.0,2.0,1758877277.079,1758877279.079,1758877279.079,1758877281.079,"vehicle,physio,eeg",True,True,eeg_low_valid;physio_low_valid;physio_zero_dt;vehicle_low_valid,low_if_road_context_available_before_response,"2s event-pre input, old-main comparable 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/lx/Entity_Recording_2025_09_26_08_58_43_vehicle.csv,原始生理数据/lx/Entity_Recording_2025_09_26_08_58_43_physio.csv,原始脑电数据/lx/Entity_Recording_2025_09_26_08_58_43_eeg.csv,dc5ccad13b3e382773e3079623cd82934f4cb025c460f92fab3bad8af0290a5d,8634cc923b21eaf76205bedaa2c6e01af04d7e086eb5292cf66d09966a64c24f,05afcab5b74b0aeb35d75dd98b59c951d5f4716f53d5bdc31f9b9843f6b55685,-0.9491098270074484,0.9491098270074484,2.0,negative,-0.9491098270074484,6.0
raw_road_curvature_onset__lx__2025_09_26_09_06_38__00001__pre2_label2_old_main,raw_road_curvature_onset__lx__2025_09_26_09_06_38__00001,lx,2025_09_26_09_06_38,raw_road_curvature_onset,65.85,1758877664.4679997,65.85,83.51,curve_left_or_positive,extreme,candidate,curve,0.0092183822154048,raw_curvature_threshold,pre2_label2_old_main,event_trigger_predict_full_future,-2.0,0.0,0.0,2.0,1758877662.4679997,1758877664.4679997,1758877664.4679997,1758877666.4679997,"vehicle,physio,eeg",True,True,eeg_low_valid;physio_low_valid;physio_zero_dt,low_if_road_context_available_before_response,"2s event-pre input, old-main comparable 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/lx/Entity_Recording_2025_09_26_09_06_38_vehicle.csv,原始生理数据/lx/Entity_Recording_2025_09_26_09_06_38_physio.csv,原始脑电数据/lx/Entity_Recording_2025_09_26_09_06_38_eeg.csv,8ebcfdac8a5463e90a020cd6622eb6e2df9f7bd5b5000dbbce29a0cf8f2edbc1,72ee885b24ac542b89eee8bc9d0a720840522f31bb061dcc6a9d553ce76a9bef,7be2ffde7c7446b3cdcd9c19dd2d41c33a8e70272c84992ea584bb6da312f95f,0.8072147000000001,0.8072147000000001,1.7550000000000097,positive,0.6923719896285461,2.0
raw_road_curvature_onset__lx__2025_09_26_09_06_38__00002__pre2_label2_old_main,raw_road_curvature_onset__lx__2025_09_26_09_06_38__00002,lx,2025_09_26_09_06_38,raw_road_curvature_onset,87.94500000000001,1758877686.5629995,87.94500000000001,89.935,curve_left_or_positive,weak,candidate,curve,0.0010850499724572,raw_curvature_threshold,pre2_label2_old_main,event_trigger_predict_full_future,-2.0,0.0,0.0,2.0,1758877684.5629995,1758877686.5629995,1758877686.5629995,1758877688.5629995,"vehicle,physio,eeg",True,True,eeg_low_valid;physio_low_valid;physio_zero_dt,low_if_road_context_available_before_response,"2s event-pre input, old-main comparable 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/lx/Entity_Recording_2025_09_26_09_06_38_vehicle.csv,原始生理数据/lx/Entity_Recording_2025_09_26_09_06_38_physio.csv,原始脑电数据/lx/Entity_Recording_2025_09_26_09_06_38_eeg.csv,8ebcfdac8a5463e90a020cd6622eb6e2df9f7bd5b5000dbbce29a0cf8f2edbc1,72ee885b24ac542b89eee8bc9d0a720840522f31bb061dcc6a9d553ce76a9bef,7be2ffde7c7446b3cdcd9c19dd2d41c33a8e70272c84992ea584bb6da312f95f,-0.944398,0.944398,0.9949999999999904,negative,-0.0651015295739689,2.0
raw_road_curvature_onset__lx__2025_09_26_09_06_38__00003__pre2_label2_old_main,raw_road_curvature_onset__lx__2025_09_26_09_06_38__00003,lx,2025_09_26_09_06_38,raw_road_curvature_onset,258.95,1758877857.5679998,258.95,295.295,curve_right_or_negative,extreme,candidate,curve,-0.0061651798184159,raw_curvature_threshold,pre2_label2_old_main,event_trigger_predict_full_future,-2.0,0.0,0.0,2.0,1758877855.5679998,1758877857.5679998,1758877857.5679998,1758877859.5679998,"vehicle,physio,eeg",True,True,eeg_low_valid;physio_low_valid;physio_zero_dt,low_if_road_context_available_before_response,"2s event-pre input, old-main comparable 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/lx/Entity_Recording_2025_09_26_09_06_38_vehicle.csv,原始生理数据/lx/Entity_Recording_2025_09_26_09_06_38_physio.csv,原始脑电数据/lx/Entity_Recording_2025_09_26_09_06_38_eeg.csv,8ebcfdac8a5463e90a020cd6622eb6e2df9f7bd5b5000dbbce29a0cf8f2edbc1,72ee885b24ac542b89eee8bc9d0a720840522f31bb061dcc6a9d553ce76a9bef,7be2ffde7c7446b3cdcd9c19dd2d41c33a8e70272c84992ea584bb6da312f95f,-1.0007716903871706,1.0007716903871706,1.6850000000000025,negative,-0.5237742995422587,2.0
raw_road_curvature_onset__lx__2025_09_26_09_06_38__00004__pre2_label2_old_main,raw_road_curvature_onset__lx__2025_09_26_09_06_38__00004,lx,2025_09_26_09_06_38,raw_road_curvature_onset,342.95,1758877941.5679998,342.95,346.23,curve_left_or_positive,extreme,candidate,curve,0.0055215407116352,raw_curvature_threshold,pre2_label2_old_main,event_trigger_predict_full_future,-2.0,0.0,0.0,2.0,1758877939.5679998,1758877941.5679998,1758877941.5679998,1758877943.5679998,"vehicle,physio,eeg",True,True,eeg_low_valid;physio_low_valid;physio_zero_dt,low_if_road_context_available_before_response,"2s event-pre input, old-main comparable 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/lx/Entity_Recording_2025_09_26_09_06_38_vehicle.csv,原始生理数据/lx/Entity_Recording_2025_09_26_09_06_38_physio.csv,原始脑电数据/lx/Entity_Recording_2025_09_26_09_06_38_eeg.csv,8ebcfdac8a5463e90a020cd6622eb6e2df9f7bd5b5000dbbce29a0cf8f2edbc1,72ee885b24ac542b89eee8bc9d0a720840522f31bb061dcc6a9d553ce76a9bef,7be2ffde7c7446b3cdcd9c19dd2d41c33a8e70272c84992ea584bb6da312f95f,0.287106,0.287106,1.9800000000000184,positive,0.286583,3.0
raw_road_curvature_onset__lx__2025_09_26_09_06_38__00005__pre2_label2_old_main,raw_road_curvature_onset__lx__2025_09_26_09_06_38__00005,lx,2025_09_26_09_06_38,raw_road_curvature_onset,347.325,1758877945.9429998,347.325,361.11,curve_right_or_negative,extreme,candidate,curve,-0.2563307192446839,raw_curvature_threshold,pre2_label2_old_main,event_trigger_predict_full_future,-2.0,0.0,0.0,2.0,1758877943.9429998,1758877945.9429998,1758877945.9429998,1758877947.9429998,"vehicle,physio,eeg",True,True,eeg_low_valid;physio_low_valid;physio_zero_dt,low_if_road_context_available_before_response,"2s event-pre input, old-main comparable 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/lx/Entity_Recording_2025_09_26_09_06_38_vehicle.csv,原始生理数据/lx/Entity_Recording_2025_09_26_09_06_38_physio.csv,原始脑电数据/lx/Entity_Recording_2025_09_26_09_06_38_eeg.csv,8ebcfdac8a5463e90a020cd6622eb6e2df9f7bd5b5000dbbce29a0cf8f2edbc1,72ee885b24ac542b89eee8bc9d0a720840522f31bb061dcc6a9d553ce76a9bef,7be2ffde7c7446b3cdcd9c19dd2d41c33a8e70272c84992ea584bb6da312f95f,-0.8834855,0.8834855,1.3600000000000136,negative,-0.5647885,2.0
raw_road_curvature_onset__lx__2025_09_26_09_17_22__00001__pre2_label2_old_main,raw_road_curvature_onset__lx__2025_09_26_09_17_22__00001,lx,2025_09_26_09_17_22,raw_road_curvature_onset,136.17000000000002,1758878378.679,136.17000000000002,181.17,curve_left_or_positive,extreme,candidate,curve,0.0105044388294628,raw_curvature_threshold,pre2_label2_old_main,event_trigger_predict_full_future,-2.0,0.0,0.0,2.0,1758878376.679,1758878378.679,1758878378.679,1758878380.679,"vehicle,physio,eeg",True,True,eeg_low_valid;physio_low_valid;physio_zero_dt;vehicle_low_valid;vehicle_zero_dt,low_if_road_context_available_before_response,"2s event-pre input, old-main comparable 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/lx/Entity_Recording_2025_09_26_09_17_22_vehicle.csv,原始生理数据/lx/Entity_Recording_2025_09_26_09_17_22_physio.csv,原始脑电数据/lx/Entity_Recording_2025_09_26_09_17_22_eeg.csv,0de154f51319f69f4e2c9c2ec1ea1ce284954418e3b9c6ebaf936fb1573a198f,bc718b3eba2cc0a3113ceb9c403f7575d0b1ebf425ed7c112304cd1bebbe4508,fca18d4998214afd9c282761355eca32c27984730e9c152baa5357ee81902d5e,-1.075475,1.075475,1.125,negative,0.178721,2.0
raw_road_curvature_onset__lx__2025_09_26_09_17_22__00002__pre2_label2_old_main,raw_road_curvature_onset__lx__2025_09_26_09_17_22__00002,lx,2025_09_26_09_17_22,raw_road_curvature_onset,323.27,1758878565.7789998,323.27,338.925,curve_right_or_negative,extreme,candidate,curve,-0.008165419978618,raw_curvature_threshold,pre2_label2_old_main,event_trigger_predict_full_future,-2.0,0.0,0.0,2.0,1758878563.7789998,1758878565.7789998,1758878565.7789998,1758878567.7789998,"vehicle,physio,eeg",True,True,eeg_low_valid;physio_low_valid;physio_zero_dt;vehicle_low_valid;vehicle_zero_dt,low_if_road_context_available_before_response,"2s event-pre input, old-main comparable 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/lx/Entity_Recording_2025_09_26_09_17_22_vehicle.csv,原始生理数据/lx/Entity_Recording_2025_09_26_09_17_22_physio.csv,原始脑电数据/lx/Entity_Recording_2025_09_26_09_17_22_eeg.csv,0de154f51319f69f4e2c9c2ec1ea1ce284954418e3b9c6ebaf936fb1573a198f,bc718b3eba2cc0a3113ceb9c403f7575d0b1ebf425ed7c112304cd1bebbe4508,fca18d4998214afd9c282761355eca32c27984730e9c152baa5357ee81902d5e,0.5605998292407883,0.5605998292407883,1.8350000000000364,positive,0.4951504188111963,3.0
raw_road_curvature_onset__lx__2025_09_26_09_17_22__00003__pre2_label2_old_main,raw_road_curvature_onset__lx__2025_09_26_09_17_22__00003,lx,2025_09_26_09_17_22,raw_road_curvature_onset,343.13,1758878585.639,343.13,345.08,curve_left_or_positive,weak,candidate,curve,0.0010807299779505,raw_curvature_threshold,pre2_label2_old_main,event_trigger_predict_full_future,-2.0,0.0,0.0,2.0,1758878583.639,1758878585.639,1758878585.639,1758878587.639,"vehicle,physio,eeg",True,True,eeg_low_valid;physio_low_valid;physio_zero_dt;vehicle_low_valid;vehicle_zero_dt,low_if_road_context_available_before_response,"2s event-pre input, old-main comparable 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/lx/Entity_Recording_2025_09_26_09_17_22_vehicle.csv,原始生理数据/lx/Entity_Recording_2025_09_26_09_17_22_physio.csv,原始脑电数据/lx/Entity_Recording_2025_09_26_09_17_22_eeg.csv,0de154f51319f69f4e2c9c2ec1ea1ce284954418e3b9c6ebaf936fb1573a198f,bc718b3eba2cc0a3113ceb9c403f7575d0b1ebf425ed7c112304cd1bebbe4508,fca18d4998214afd9c282761355eca32c27984730e9c152baa5357ee81902d5e,-0.7937743082791981,0.7937743082791981,2.0,negative,-0.7937743082791981,1.0
raw_road_curvature_onset__lx__2025_09_26_09_17_22__00004__pre2_label2_old_main,raw_road_curvature_onset__lx__2025_09_26_09_17_22__00004,lx,2025_09_26_09_17_22,raw_road_curvature_onset,513.025,1758878755.534,513.025,545.755,curve_right_or_negative,extreme,candidate,curve,-0.0061673298464164,raw_curvature_threshold,pre2_label2_old_main,event_trigger_predict_full_future,-2.0,0.0,0.0,2.0,1758878753.534,1758878755.534,1758878755.534,1758878757.534,"vehicle,physio,eeg",True,True,eeg_low_valid;physio_low_valid;physio_zero_dt;vehicle_low_valid;vehicle_zero_dt,low_if_road_context_available_before_response,"2s event-pre input, old-main comparable 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/lx/Entity_Recording_2025_09_26_09_17_22_vehicle.csv,原始生理数据/lx/Entity_Recording_2025_09_26_09_17_22_physio.csv,原始脑电数据/lx/Entity_Recording_2025_09_26_09_17_22_eeg.csv,0de154f51319f69f4e2c9c2ec1ea1ce284954418e3b9c6ebaf936fb1573a198f,bc718b3eba2cc0a3113ceb9c403f7575d0b1ebf425ed7c112304cd1bebbe4508,fca18d4998214afd9c282761355eca32c27984730e9c152baa5357ee81902d5e,-0.29513549,0.29513549,1.7450000000000043,negative,-0.21345349,2.0
raw_road_curvature_onset__lx__2025_09_26_09_17_22__00005__pre2_label2_old_main,raw_road_curvature_onset__lx__2025_09_26_09_17_22__00005,lx,2025_09_26_09_17_22,raw_road_curvature_onset,593.21,1758878835.719,593.21,605.39,curve_left_or_positive,extreme,candidate,curve,0.0185585448041709,raw_curvature_threshold,pre2_label2_old_main,event_trigger_predict_full_future,-2.0,0.0,0.0,2.0,1758878833.719,1758878835.719,1758878835.719,1758878837.719,"vehicle,physio,eeg",True,True,eeg_low_valid;physio_low_valid;physio_zero_dt;vehicle_low_valid;vehicle_zero_dt,low_if_road_context_available_before_response,"2s event-pre input, old-main comparable 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/lx/Entity_Recording_2025_09_26_09_17_22_vehicle.csv,原始生理数据/lx/Entity_Recording_2025_09_26_09_17_22_physio.csv,原始脑电数据/lx/Entity_Recording_2025_09_26_09_17_22_eeg.csv,0de154f51319f69f4e2c9c2ec1ea1ce284954418e3b9c6ebaf936fb1573a198f,bc718b3eba2cc0a3113ceb9c403f7575d0b1ebf425ed7c112304cd1bebbe4508,fca18d4998214afd9c282761355eca32c27984730e9c152baa5357ee81902d5e,1.012814,1.012814,1.2899999999999636,positive,0.7059864012583345,2.0
raw_road_curvature_onset__lxy__2025_09_28_17_55_52__00001__pre2_label2_old_main,raw_road_curvature_onset__lxy__2025_09_28_17_55_52__00001,lxy,2025_09_28_17_55_52,raw_road_curvature_onset,133.435,1759082286.598,133.435,148.735,curve_left_or_positive,extreme,candidate,curve,0.0109028992533257,raw_curvature_threshold,pre2_label2_old_main,event_trigger_predict_full_future,-2.0,0.0,0.0,2.0,1759082284.598,1759082286.598,1759082286.598,1759082288.598,"vehicle,physio,eeg",True,True,eeg_large_gap;eeg_low_valid;physio_low_valid;physio_near_constant;physio_zero_dt;vehicle_low_valid,low_if_road_context_available_before_response,"2s event-pre input, old-main comparable 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/lxy/Entity_Recording_2025_09_28_17_55_52_vehicle.csv,原始生理数据/lxy/Entity_Recording_2025_09_28_17_55_52_physio.csv,原始脑电数据/lxy/Entity_Recording_2025_09_28_17_55_52_eeg.csv,d90ab0cfa5c21e51e410d89a6ace5d3c1ffc2848207d57886468a273fc1d3f01,7b293e0f9ede3c920735cff3506eb56ab4288a23649317a0d77f7838010ed2b9,f7a24be8c647fb74b3174213546f8bc187b29202da4085cc259a526211c75663,-0.7730100000000001,0.7730100000000001,1.1100000000000136,negative,-0.48066,3.0
raw_road_curvature_onset__lxy__2025_09_28_17_55_52__00002__pre2_label2_old_main,raw_road_curvature_onset__lxy__2025_09_28_17_55_52__00002,lxy,2025_09_28_17_55_52,raw_road_curvature_onset,306.555,1759082459.7180002,306.555,321.82,curve_right_or_negative,extreme,candidate,curve,-0.0081651160018883,raw_curvature_threshold,pre2_label2_old_main,event_trigger_predict_full_future,-2.0,0.0,0.0,2.0,1759082457.7180002,1759082459.7180002,1759082459.7180002,1759082461.7180002,"vehicle,physio,eeg",True,True,eeg_large_gap;eeg_low_valid;physio_low_valid;physio_near_constant;physio_zero_dt;vehicle_low_valid,low_if_road_context_available_before_response,"2s event-pre input, old-main comparable 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/lxy/Entity_Recording_2025_09_28_17_55_52_vehicle.csv,原始生理数据/lxy/Entity_Recording_2025_09_28_17_55_52_physio.csv,原始脑电数据/lxy/Entity_Recording_2025_09_28_17_55_52_eeg.csv,d90ab0cfa5c21e51e410d89a6ace5d3c1ffc2848207d57886468a273fc1d3f01,7b293e0f9ede3c920735cff3506eb56ab4288a23649317a0d77f7838010ed2b9,f7a24be8c647fb74b3174213546f8bc187b29202da4085cc259a526211c75663,0.298277,0.298277,1.9950000000000043,positive,0.298277,2.0
raw_road_curvature_onset__lxy__2025_09_28_17_55_52__00003__pre2_label2_old_main,raw_road_curvature_onset__lxy__2025_09_28_17_55_52__00003,lxy,2025_09_28_17_55_52,raw_road_curvature_onset,325.65500000000003,1759082478.818,325.65500000000003,327.42,curve_left_or_positive,weak,candidate,curve,0.0010804500326149,raw_curvature_threshold,pre2_label2_old_main,event_trigger_predict_full_future,-2.0,0.0,0.0,2.0,1759082476.818,1759082478.818,1759082478.818,1759082480.818,"vehicle,physio,eeg",True,True,eeg_large_gap;eeg_low_valid;physio_low_valid;physio_near_constant;physio_zero_dt;vehicle_low_valid,low_if_road_context_available_before_response,"2s event-pre input, old-main comparable 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/lxy/Entity_Recording_2025_09_28_17_55_52_vehicle.csv,原始生理数据/lxy/Entity_Recording_2025_09_28_17_55_52_physio.csv,原始脑电数据/lxy/Entity_Recording_2025_09_28_17_55_52_eeg.csv,d90ab0cfa5c21e51e410d89a6ace5d3c1ffc2848207d57886468a273fc1d3f01,7b293e0f9ede3c920735cff3506eb56ab4288a23649317a0d77f7838010ed2b9,f7a24be8c647fb74b3174213546f8bc187b29202da4085cc259a526211c75663,0.0017449999999999,0.0017449999999999,1.9849999999999568,positive,0.0017449999999999,0.0
raw_road_curvature_onset__lxy__2025_09_28_17_55_52__00004__pre2_label2_old_main,raw_road_curvature_onset__lxy__2025_09_28_17_55_52__00004,lxy,2025_09_28_17_55_52,raw_road_curvature_onset,481.375,1759082634.538,481.375,507.135,curve_right_or_negative,extreme,candidate,curve,-0.0060325741164465,raw_curvature_threshold,pre2_label2_old_main,event_trigger_predict_full_future,-2.0,0.0,0.0,2.0,1759082632.538,1759082634.538,1759082634.538,1759082636.538,"vehicle,physio,eeg",True,True,eeg_large_gap;eeg_low_valid;physio_low_valid;physio_near_constant;physio_zero_dt;vehicle_low_valid,low_if_road_context_available_before_response,"2s event-pre input, old-main comparable 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/lxy/Entity_Recording_2025_09_28_17_55_52_vehicle.csv,原始生理数据/lxy/Entity_Recording_2025_09_28_17_55_52_physio.csv,原始脑电数据/lxy/Entity_Recording_2025_09_28_17_55_52_eeg.csv,d90ab0cfa5c21e51e410d89a6ace5d3c1ffc2848207d57886468a273fc1d3f01,7b293e0f9ede3c920735cff3506eb56ab4288a23649317a0d77f7838010ed2b9,f7a24be8c647fb74b3174213546f8bc187b29202da4085cc259a526211c75663,0.1417205914457371,0.1417205914457371,2.0,positive,0.1417205914457371,2.0
raw_road_curvature_onset__lxy__2025_09_28_17_55_52__00005__pre2_label2_old_main,raw_road_curvature_onset__lxy__2025_09_28_17_55_52__00005,lxy,2025_09_28_17_55_52,raw_road_curvature_onset,546.945,1759082700.108,546.945,555.33,curve_left_or_positive,extreme,candidate,curve,0.0181961828407775,raw_curvature_threshold,pre2_label2_old_main,event_trigger_predict_full_future,-2.0,0.0,0.0,2.0,1759082698.108,1759082700.108,1759082700.108,1759082702.108,"vehicle,physio,eeg",True,True,eeg_large_gap;eeg_low_valid;physio_low_valid;physio_near_constant;physio_zero_dt;vehicle_low_valid,low_if_road_context_available_before_response,"2s event-pre input, old-main comparable 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/lxy/Entity_Recording_2025_09_28_17_55_52_vehicle.csv,原始生理数据/lxy/Entity_Recording_2025_09_28_17_55_52_physio.csv,原始脑电数据/lxy/Entity_Recording_2025_09_28_17_55_52_eeg.csv,d90ab0cfa5c21e51e410d89a6ace5d3c1ffc2848207d57886468a273fc1d3f01,7b293e0f9ede3c920735cff3506eb56ab4288a23649317a0d77f7838010ed2b9,f7a24be8c647fb74b3174213546f8bc187b29202da4085cc259a526211c75663,0.623606,0.623606,1.3449999999999136,positive,-0.094248,6.0
raw_road_curvature_onset__lxy__2025_09_28_18_06_16__00001__pre2_label2_old_main,raw_road_curvature_onset__lxy__2025_09_28_18_06_16__00001,lxy,2025_09_28_18_06_16,raw_road_curvature_onset,134.425,1759082911.464,134.425,179.225,curve_right_or_negative,extreme,candidate,curve,-0.0116259816327995,raw_curvature_threshold,pre2_label2_old_main,event_trigger_predict_full_future,-2.0,0.0,0.0,2.0,1759082909.464,1759082911.464,1759082911.464,1759082913.464,"vehicle,physio,eeg",True,True,eeg_low_valid;eeg_zero_dt;physio_low_valid;physio_near_constant;physio_zero_dt;vehicle_low_valid;vehicle_zero_dt,low_if_road_context_available_before_response,"2s event-pre input, old-main comparable 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/lxy/Entity_Recording_2025_09_28_18_06_16_vehicle.csv,原始生理数据/lxy/Entity_Recording_2025_09_28_18_06_16_physio.csv,原始脑电数据/lxy/Entity_Recording_2025_09_28_18_06_16_eeg.csv,cd3480403bb284dc392305cb7c6f6bc74fe724d2c11fa8cd916fd86b2e6d1938,4e4fb29b32f99660223616741c1fda96a477c42f2d12c98514f1b32510aeabf2,24fd23e0b76dcd8f5c2095e591ff9a0c4068ccdc03c63c300a28eade2073ad0d,-1.1323689184397303,1.1323689184397303,1.579999999999984,negative,-0.5406986621810267,1.0
raw_road_curvature_onset__lxy__2025_09_28_18_06_16__00002__pre2_label2_old_main,raw_road_curvature_onset__lxy__2025_09_28_18_06_16__00002,lxy,2025_09_28_18_06_16,raw_road_curvature_onset,302.435,1759083079.474,302.435,317.24,curve_right_or_negative,extreme,candidate,curve,-0.0082724391305126,raw_curvature_threshold,pre2_label2_old_main,event_trigger_predict_full_future,-2.0,0.0,0.0,2.0,1759083077.474,1759083079.474,1759083079.474,1759083081.474,"vehicle,physio,eeg",True,True,eeg_low_valid;eeg_zero_dt;physio_low_valid;physio_near_constant;physio_zero_dt;vehicle_low_valid;vehicle_zero_dt,low_if_road_context_available_before_response,"2s event-pre input, old-main comparable 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/lxy/Entity_Recording_2025_09_28_18_06_16_vehicle.csv,原始生理数据/lxy/Entity_Recording_2025_09_28_18_06_16_physio.csv,原始脑电数据/lxy/Entity_Recording_2025_09_28_18_06_16_eeg.csv,cd3480403bb284dc392305cb7c6f6bc74fe724d2c11fa8cd916fd86b2e6d1938,4e4fb29b32f99660223616741c1fda96a477c42f2d12c98514f1b32510aeabf2,24fd23e0b76dcd8f5c2095e591ff9a0c4068ccdc03c63c300a28eade2073ad0d,-0.664971,0.664971,1.5600000000000025,negative,-0.0383976999999999,2.0
raw_road_curvature_onset__lxy__2025_09_28_18_06_16__00003__pre2_label2_old_main,raw_road_curvature_onset__lxy__2025_09_28_18_06_16__00003,lxy,2025_09_28_18_06_16,raw_road_curvature_onset,320.91,1759083097.949,320.91,322.61,curve_left_or_positive,weak,candidate,curve,0.0010806973244437,raw_curvature_threshold,pre2_label2_old_main,event_trigger_predict_full_future,-2.0,0.0,0.0,2.0,1759083095.949,1759083097.949,1759083097.949,1759083099.949,"vehicle,physio,eeg",True,True,eeg_low_valid;eeg_zero_dt;physio_low_valid;physio_near_constant;physio_zero_dt;vehicle_low_valid;vehicle_zero_dt,low_if_road_context_available_before_response,"2s event-pre input, old-main comparable 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/lxy/Entity_Recording_2025_09_28_18_06_16_vehicle.csv,原始生理数据/lxy/Entity_Recording_2025_09_28_18_06_16_physio.csv,原始脑电数据/lxy/Entity_Recording_2025_09_28_18_06_16_eeg.csv,cd3480403bb284dc392305cb7c6f6bc74fe724d2c11fa8cd916fd86b2e6d1938,4e4fb29b32f99660223616741c1fda96a477c42f2d12c98514f1b32510aeabf2,24fd23e0b76dcd8f5c2095e591ff9a0c4068ccdc03c63c300a28eade2073ad0d,-0.6344272000000001,0.6344272000000001,1.224999999999966,negative,-0.1761042,4.0
raw_road_curvature_onset__lxy__2025_09_28_18_06_16__00004__pre2_label2_old_main,raw_road_curvature_onset__lxy__2025_09_28_18_06_16__00004,lxy,2025_09_28_18_06_16,raw_road_curvature_onset,495.4,1759083272.439,495.4,521.39,curve_right_or_negative,extreme,candidate,curve,-0.0060335,raw_curvature_threshold,pre2_label2_old_main,event_trigger_predict_full_future,-2.0,0.0,0.0,2.0,1759083270.439,1759083272.439,1759083272.439,1759083274.439,"vehicle,physio,eeg",True,True,eeg_low_valid;eeg_zero_dt;physio_low_valid;physio_near_constant;physio_zero_dt;vehicle_low_valid;vehicle_zero_dt,low_if_road_context_available_before_response,"2s event-pre input, old-main comparable 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/lxy/Entity_Recording_2025_09_28_18_06_16_vehicle.csv,原始生理数据/lxy/Entity_Recording_2025_09_28_18_06_16_physio.csv,原始脑电数据/lxy/Entity_Recording_2025_09_28_18_06_16_eeg.csv,cd3480403bb284dc392305cb7c6f6bc74fe724d2c11fa8cd916fd86b2e6d1938,4e4fb29b32f99660223616741c1fda96a477c42f2d12c98514f1b32510aeabf2,24fd23e0b76dcd8f5c2095e591ff9a0c4068ccdc03c63c300a28eade2073ad0d,0.4768237,0.4768237,1.9899999999999525,positive,0.4768237,0.0
raw_road_curvature_onset__lxy__2025_09_28_18_06_16__00005__pre2_label2_old_main,raw_road_curvature_onset__lxy__2025_09_28_18_06_16__00005,lxy,2025_09_28_18_06_16,raw_road_curvature_onset,563.51,1759083340.549,563.51,573.52,curve_right_or_negative,extreme,candidate,curve,-0.2536988656266778,raw_curvature_threshold,pre2_label2_old_main,event_trigger_predict_full_future,-2.0,0.0,0.0,2.0,1759083338.549,1759083340.549,1759083340.549,1759083342.549,"vehicle,physio,eeg",True,True,eeg_low_valid;eeg_zero_dt;physio_low_valid;physio_near_constant;physio_zero_dt;vehicle_low_valid;vehicle_zero_dt,low_if_road_context_available_before_response,"2s event-pre input, old-main comparable 2s future label",1.0,1.0,1.0,1.0,原始车辆数据/lxy/Entity_Recording_2025_09_28_18_06_16_vehicle.csv,原始生理数据/lxy/Entity_Recording_2025_09_28_18_06_16_physio.csv,原始脑电数据/lxy/Entity_Recording_2025_09_28_18_06_16_eeg.csv,cd3480403bb284dc392305cb7c6f6bc74fe724d2c11fa8cd916fd86b2e6d1938,4e4fb29b32f99660223616741c1fda96a477c42f2d12c98514f1b32510aeabf2,24fd23e0b76dcd8f5c2095e591ff9a0c4068ccdc03c63c300a28eade2073ad0d,-0.2342240063249188,0.2342240063249188,2.0,negative,-0.2342240063249188,1.0
