array_row,sample_id,event_uid,subject,session_stamp,anchor_time_rel_s,anchor_time_abs_s,window_config_id,vehicle_raw_relative_path,vehicle_raw_sha256,input_valid_ratio,label_valid_ratio,anchor_steer
124,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00004__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00004,jy,2025_09_26_17_17_11,541.765,1758907573.086,pre3_label3_response_coverage,原始车辆数据/jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,b34a48da97fd55e0916d9a604e9f6b1021ef6fbe2809dea1ea9e93abe1c65941,1.0,1.0,-0.04311005398631096
125,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00005__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00005,jy,2025_09_26_17_17_11,617.165,1758907648.4859998,pre3_label3_response_coverage,原始车辆数据/jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,b34a48da97fd55e0916d9a604e9f6b1021ef6fbe2809dea1ea9e93abe1c65941,1.0,1.0,-0.4036949872970581
126,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00001__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00001,jy,2025_09_26_17_29_44,134.66,1758907919.345,pre3_label3_response_coverage,原始车辆数据/jy/Entity_Recording_2025_09_26_17_29_44_vehicle.csv,35d4c3cb2d1a37f82def814bfd3531823ab7a7d6025dc3a1b44643f25e66376a,1.0,1.0,-1.0574899911880493
127,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00002__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00002,jy,2025_09_26_17_29_44,332.5,1758908117.185,pre3_label3_response_coverage,原始车辆数据/jy/Entity_Recording_2025_09_26_17_29_44_vehicle.csv,35d4c3cb2d1a37f82def814bfd3531823ab7a7d6025dc3a1b44643f25e66376a,1.0,1.0,-0.02652899920940399
128,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00003__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00003,jy,2025_09_26_17_29_44,355.14,1758908139.825,pre3_label3_response_coverage,原始车辆数据/jy/Entity_Recording_2025_09_26_17_29_44_vehicle.csv,35d4c3cb2d1a37f82def814bfd3531823ab7a7d6025dc3a1b44643f25e66376a,1.0,1.0,-0.16248999536037445
129,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00004__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00004,jy,2025_09_26_17_29_44,535.11,1758908319.7949998,pre3_label3_response_coverage,原始车辆数据/jy/Entity_Recording_2025_09_26_17_29_44_vehicle.csv,35d4c3cb2d1a37f82def814bfd3531823ab7a7d6025dc3a1b44643f25e66376a,1.0,1.0,-0.16318799555301666
130,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00005__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00005,jy,2025_09_26_17_29_44,610.785,1758908395.47,pre3_label3_response_coverage,原始车辆数据/jy/Entity_Recording_2025_09_26_17_29_44_vehicle.csv,35d4c3cb2d1a37f82def814bfd3531823ab7a7d6025dc3a1b44643f25e66376a,1.0,1.0,-0.4125959277153015
131,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00001__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00001,jy,2025_09_26_17_40_51,140.08,1758908591.932,pre3_label3_response_coverage,原始车辆数据/jy/Entity_Recording_2025_09_26_17_40_51_vehicle.csv,8cdc2a8316610e6519cb65c8da03ebe31072d5934d25309b863c566da5e2c4eb,1.0,1.0,-1.055400013923645
132,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00002__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00002,jy,2025_09_26_17_40_51,277.835,1758908729.687,pre3_label3_response_coverage,原始车辆数据/jy/Entity_Recording_2025_09_26_17_40_51_vehicle.csv,8cdc2a8316610e6519cb65c8da03ebe31072d5934d25309b863c566da5e2c4eb,1.0,1.0,0.01972220093011856
133,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00003__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00003,jy,2025_09_26_17_40_51,294.345,1758908746.197,pre3_label3_response_coverage,原始车辆数据/jy/Entity_Recording_2025_09_26_17_40_51_vehicle.csv,8cdc2a8316610e6519cb65c8da03ebe31072d5934d25309b863c566da5e2c4eb,1.0,1.0,-0.25638899207115173
134,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00004__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00004,jy,2025_09_26_17_40_51,444.46,1758908896.312,pre3_label3_response_coverage,原始车辆数据/jy/Entity_Recording_2025_09_26_17_40_51_vehicle.csv,8cdc2a8316610e6519cb65c8da03ebe31072d5934d25309b863c566da5e2c4eb,1.0,1.0,-0.08220499753952026
135,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00005__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00005,jy,2025_09_26_17_40_51,528.4,1758908980.252,pre3_label3_response_coverage,原始车辆数据/jy/Entity_Recording_2025_09_26_17_40_51_vehicle.csv,8cdc2a8316610e6519cb65c8da03ebe31072d5934d25309b863c566da5e2c4eb,1.0,1.0,-0.02443460002541542
136,raw_road_curvature_onset__jy__2025_09_26_17_51_46__00001__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_51_46__00001,jy,2025_09_26_17_51_46,129.425,1758909235.8779998,pre3_label3_response_coverage,原始车辆数据/jy/Entity_Recording_2025_09_26_17_51_46_vehicle.csv,9be6b671a8518dcfd7d9faf6184dda1816dfdf52303d86a8f8d0c0f92123e130,1.0,1.0,-1.3751391172409058
137,raw_road_curvature_onset__jy__2025_09_26_17_51_46__00002__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_51_46__00002,jy,2025_09_26_17_51_46,256.95,1758909363.403,pre3_label3_response_coverage,原始车辆数据/jy/Entity_Recording_2025_09_26_17_51_46_vehicle.csv,9be6b671a8518dcfd7d9faf6184dda1816dfdf52303d86a8f8d0c0f92123e130,1.0,1.0,-0.054628800600767136
138,raw_road_curvature_onset__jy__2025_09_26_17_51_46__00003__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_51_46__00003,jy,2025_09_26_17_51_46,281.725,1758909388.1779995,pre3_label3_response_coverage,原始车辆数据/jy/Entity_Recording_2025_09_26_17_51_46_vehicle.csv,9be6b671a8518dcfd7d9faf6184dda1816dfdf52303d86a8f8d0c0f92123e130,1.0,1.0,-0.21135899424552917
139,raw_road_curvature_onset__jy__2025_09_26_17_51_46__00004__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_51_46__00004,jy,2025_09_26_17_51_46,461.23,1758909567.6829998,pre3_label3_response_coverage,原始车辆数据/jy/Entity_Recording_2025_09_26_17_51_46_vehicle.csv,9be6b671a8518dcfd7d9faf6184dda1816dfdf52303d86a8f8d0c0f92123e130,1.0,1.0,-0.05811949819326401
140,raw_road_curvature_onset__jy__2025_09_26_17_51_46__00005__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_51_46__00005,jy,2025_09_26_17_51_46,539.235,1758909645.6879995,pre3_label3_response_coverage,原始车辆数据/jy/Entity_Recording_2025_09_26_17_51_46_vehicle.csv,9be6b671a8518dcfd7d9faf6184dda1816dfdf52303d86a8f8d0c0f92123e130,1.0,1.0,-0.315032035112381
141,raw_road_curvature_onset__jy__2025_09_26_18_01_40__00001__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_18_01_40__00001,jy,2025_09_26_18_01_40,136.68,1758909837.4670002,pre3_label3_response_coverage,原始车辆数据/jy/Entity_Recording_2025_09_26_18_01_40_vehicle.csv,4cec057f18b8e18b438e62a5356aac62e02d69f2b03c2e67e5bdf8490d92a5d2,1.0,1.0,-1.216670036315918
142,raw_road_curvature_onset__jy__2025_09_26_18_01_40__00002__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_18_01_40__00002,jy,2025_09_26_18_01_40,267.735,1758909968.522,pre3_label3_response_coverage,原始车辆数据/jy/Entity_Recording_2025_09_26_18_01_40_vehicle.csv,4cec057f18b8e18b438e62a5356aac62e02d69f2b03c2e67e5bdf8490d92a5d2,1.0,1.0,-0.06946410238742828
143,raw_road_curvature_onset__jy__2025_09_26_18_01_40__00003__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_18_01_40__00003,jy,2025_09_26_18_01_40,288.67,1758909989.4570005,pre3_label3_response_coverage,原始车辆数据/jy/Entity_Recording_2025_09_26_18_01_40_vehicle.csv,4cec057f18b8e18b438e62a5356aac62e02d69f2b03c2e67e5bdf8490d92a5d2,1.0,1.0,-0.28204500675201416
144,raw_road_curvature_onset__jy__2025_09_26_18_01_40__00004__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_18_01_40__00004,jy,2025_09_26_18_01_40,434.55,1758910135.337,pre3_label3_response_coverage,原始车辆数据/jy/Entity_Recording_2025_09_26_18_01_40_vehicle.csv,4cec057f18b8e18b438e62a5356aac62e02d69f2b03c2e67e5bdf8490d92a5d2,1.0,1.0,-0.06283161044120789
145,raw_road_curvature_onset__jy__2025_09_26_18_01_40__00005__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_18_01_40__00005,jy,2025_09_26_18_01_40,502.955,1758910203.742,pre3_label3_response_coverage,原始车辆数据/jy/Entity_Recording_2025_09_26_18_01_40_vehicle.csv,4cec057f18b8e18b438e62a5356aac62e02d69f2b03c2e67e5bdf8490d92a5d2,1.0,1.0,-0.48014000058174133
146,raw_road_curvature_onset__lx__2025_09_26_08_58_43__00001__pre3_label3_response_coverage,raw_road_curvature_onset__lx__2025_09_26_08_58_43__00001,lx,2025_09_26_08_58_43,155.275,1758877279.079,pre3_label3_response_coverage,原始车辆数据/lx/Entity_Recording_2025_09_26_08_58_43_vehicle.csv,dc5ccad13b3e382773e3079623cd82934f4cb025c460f92fab3bad8af0290a5d,1.0,1.0,-1.1197999715805054
147,raw_road_curvature_onset__lx__2025_09_26_09_06_38__00001__pre3_label3_response_coverage,raw_road_curvature_onset__lx__2025_09_26_09_06_38__00001,lx,2025_09_26_09_06_38,65.85,1758877664.4679997,pre3_label3_response_coverage,原始车辆数据/lx/Entity_Recording_2025_09_26_09_06_38_vehicle.csv,8ebcfdac8a5463e90a020cd6622eb6e2df9f7bd5b5000dbbce29a0cf8f2edbc1,1.0,1.0,-0.038222700357437134
148,raw_road_curvature_onset__lx__2025_09_26_09_06_38__00002__pre3_label3_response_coverage,raw_road_curvature_onset__lx__2025_09_26_09_06_38__00002,lx,2025_09_26_09_06_38,87.94500000000001,1758877686.5629995,pre3_label3_response_coverage,原始车辆数据/lx/Entity_Recording_2025_09_26_09_06_38_vehicle.csv,8ebcfdac8a5463e90a020cd6622eb6e2df9f7bd5b5000dbbce29a0cf8f2edbc1,1.0,1.0,0.11711200326681137
149,raw_road_curvature_onset__lx__2025_09_26_09_06_38__00003__pre3_label3_response_coverage,raw_road_curvature_onset__lx__2025_09_26_09_06_38__00003,lx,2025_09_26_09_06_38,258.95,1758877857.5679998,pre3_label3_response_coverage,原始车辆数据/lx/Entity_Recording_2025_09_26_09_06_38_vehicle.csv,8ebcfdac8a5463e90a020cd6622eb6e2df9f7bd5b5000dbbce29a0cf8f2edbc1,1.0,1.0,0.23369969427585602
150,raw_road_curvature_onset__lx__2025_09_26_09_06_38__00004__pre3_label3_response_coverage,raw_road_curvature_onset__lx__2025_09_26_09_06_38__00004,lx,2025_09_26_09_06_38,342.95,1758877941.5679998,pre3_label3_response_coverage,原始车辆数据/lx/Entity_Recording_2025_09_26_09_06_38_vehicle.csv,8ebcfdac8a5463e90a020cd6622eb6e2df9f7bd5b5000dbbce29a0cf8f2edbc1,1.0,1.0,-0.16947099566459656
151,raw_road_curvature_onset__lx__2025_09_26_09_06_38__00005__pre3_label3_response_coverage,raw_road_curvature_onset__lx__2025_09_26_09_06_38__00005,lx,2025_09_26_09_06_38,347.325,1758877945.9429998,pre3_label3_response_coverage,原始车辆数据/lx/Entity_Recording_2025_09_26_09_06_38_vehicle.csv,8ebcfdac8a5463e90a020cd6622eb6e2df9f7bd5b5000dbbce29a0cf8f2edbc1,1.0,1.0,0.0371754989027977
152,raw_road_curvature_onset__lx__2025_09_26_09_17_22__00001__pre3_label3_response_coverage,raw_road_curvature_onset__lx__2025_09_26_09_17_22__00001,lx,2025_09_26_09_17_22,136.17000000000002,1758878378.679,pre3_label3_response_coverage,原始车辆数据/lx/Entity_Recording_2025_09_26_09_17_22_vehicle.csv,0de154f51319f69f4e2c9c2ec1ea1ce284954418e3b9c6ebaf936fb1573a198f,1.0,1.0,-0.622035026550293
153,raw_road_curvature_onset__lx__2025_09_26_09_17_22__00002__pre3_label3_response_coverage,raw_road_curvature_onset__lx__2025_09_26_09_17_22__00002,lx,2025_09_26_09_17_22,323.27,1758878565.7789998,pre3_label3_response_coverage,原始车辆数据/lx/Entity_Recording_2025_09_26_09_17_22_vehicle.csv,0de154f51319f69f4e2c9c2ec1ea1ce284954418e3b9c6ebaf936fb1573a198f,1.0,1.0,-0.01326482929289341
154,raw_road_curvature_onset__lx__2025_09_26_09_17_22__00003__pre3_label3_response_coverage,raw_road_curvature_onset__lx__2025_09_26_09_17_22__00003,lx,2025_09_26_09_17_22,343.13,1758878585.639,pre3_label3_response_coverage,原始车辆数据/lx/Entity_Recording_2025_09_26_09_17_22_vehicle.csv,0de154f51319f69f4e2c9c2ec1ea1ce284954418e3b9c6ebaf936fb1573a198f,1.0,1.0,-0.06230830028653145
155,raw_road_curvature_onset__lx__2025_09_26_09_17_22__00004__pre3_label3_response_coverage,raw_road_curvature_onset__lx__2025_09_26_09_17_22__00004,lx,2025_09_26_09_17_22,513.025,1758878755.534,pre3_label3_response_coverage,原始车辆数据/lx/Entity_Recording_2025_09_26_09_17_22_vehicle.csv,0de154f51319f69f4e2c9c2ec1ea1ce284954418e3b9c6ebaf936fb1573a198f,1.0,1.0,-0.00802851002663374
156,raw_road_curvature_onset__lx__2025_09_26_09_17_22__00005__pre3_label3_response_coverage,raw_road_curvature_onset__lx__2025_09_26_09_17_22__00005,lx,2025_09_26_09_17_22,593.21,1758878835.719,pre3_label3_response_coverage,原始车辆数据/lx/Entity_Recording_2025_09_26_09_17_22_vehicle.csv,0de154f51319f69f4e2c9c2ec1ea1ce284954418e3b9c6ebaf936fb1573a198f,1.0,1.0,-0.6340780258178711
157,raw_road_curvature_onset__lxy__2025_09_28_17_55_52__00001__pre3_label3_response_coverage,raw_road_curvature_onset__lxy__2025_09_28_17_55_52__00001,lxy,2025_09_28_17_55_52,133.435,1759082286.598,pre3_label3_response_coverage,原始车辆数据/lxy/Entity_Recording_2025_09_28_17_55_52_vehicle.csv,d90ab0cfa5c21e51e410d89a6ace5d3c1ffc2848207d57886468a273fc1d3f01,1.0,1.0,-0.6838200092315674
158,raw_road_curvature_onset__lxy__2025_09_28_17_55_52__00002__pre3_label3_response_coverage,raw_road_curvature_onset__lxy__2025_09_28_17_55_52__00002,lxy,2025_09_28_17_55_52,306.555,1759082459.7180002,pre3_label3_response_coverage,原始车辆数据/lxy/Entity_Recording_2025_09_28_17_55_52_vehicle.csv,d90ab0cfa5c21e51e410d89a6ace5d3c1ffc2848207d57886468a273fc1d3f01,1.0,1.0,-0.10838499665260315
159,raw_road_curvature_onset__lxy__2025_09_28_17_55_52__00003__pre3_label3_response_coverage,raw_road_curvature_onset__lxy__2025_09_28_17_55_52__00003,lxy,2025_09_28_17_55_52,325.65500000000003,1759082478.818,pre3_label3_response_coverage,原始车辆数据/lxy/Entity_Recording_2025_09_28_17_55_52_vehicle.csv,d90ab0cfa5c21e51e410d89a6ace5d3c1ffc2848207d57886468a273fc1d3f01,1.0,1.0,-0.25481799244880676
160,raw_road_curvature_onset__lxy__2025_09_28_17_55_52__00004__pre3_label3_response_coverage,raw_road_curvature_onset__lxy__2025_09_28_17_55_52__00004,lxy,2025_09_28_17_55_52,481.375,1759082634.538,pre3_label3_response_coverage,原始车辆数据/lxy/Entity_Recording_2025_09_28_17_55_52_vehicle.csv,d90ab0cfa5c21e51e410d89a6ace5d3c1ffc2848207d57886468a273fc1d3f01,1.0,1.0,0.04537859931588173
161,raw_road_curvature_onset__lxy__2025_09_28_17_55_52__00005__pre3_label3_response_coverage,raw_road_curvature_onset__lxy__2025_09_28_17_55_52__00005,lxy,2025_09_28_17_55_52,546.945,1759082700.108,pre3_label3_response_coverage,原始车辆数据/lxy/Entity_Recording_2025_09_28_17_55_52_vehicle.csv,d90ab0cfa5c21e51e410d89a6ace5d3c1ffc2848207d57886468a273fc1d3f01,1.0,1.0,-0.47420600056648254
162,raw_road_curvature_onset__lxy__2025_09_28_18_06_16__00001__pre3_label3_response_coverage,raw_road_curvature_onset__lxy__2025_09_28_18_06_16__00001,lxy,2025_09_28_18_06_16,134.425,1759082911.464,pre3_label3_response_coverage,原始车辆数据/lxy/Entity_Recording_2025_09_28_18_06_16_vehicle.csv,cd3480403bb284dc392305cb7c6f6bc74fe724d2c11fa8cd916fd86b2e6d1938,1.0,1.0,-0.5602510571479797
163,raw_road_curvature_onset__lxy__2025_09_28_18_06_16__00002__pre3_label3_response_coverage,raw_road_curvature_onset__lxy__2025_09_28_18_06_16__00002,lxy,2025_09_28_18_06_16,302.435,1759083079.474,pre3_label3_response_coverage,原始车辆数据/lxy/Entity_Recording_2025_09_28_18_06_16_vehicle.csv,cd3480403bb284dc392305cb7c6f6bc74fe724d2c11fa8cd916fd86b2e6d1938,1.0,1.0,0.1298529952764511
164,raw_road_curvature_onset__lxy__2025_09_28_18_06_16__00003__pre3_label3_response_coverage,raw_road_curvature_onset__lxy__2025_09_28_18_06_16__00003,lxy,2025_09_28_18_06_16,320.91,1759083097.949,pre3_label3_response_coverage,原始车辆数据/lxy/Entity_Recording_2025_09_28_18_06_16_vehicle.csv,cd3480403bb284dc392305cb7c6f6bc74fe724d2c11fa8cd916fd86b2e6d1938,1.0,1.0,-0.08377580344676971
165,raw_road_curvature_onset__lxy__2025_09_28_18_06_16__00004__pre3_label3_response_coverage,raw_road_curvature_onset__lxy__2025_09_28_18_06_16__00004,lxy,2025_09_28_18_06_16,495.4,1759083272.439,pre3_label3_response_coverage,原始车辆数据/lxy/Entity_Recording_2025_09_28_18_06_16_vehicle.csv,cd3480403bb284dc392305cb7c6f6bc74fe724d2c11fa8cd916fd86b2e6d1938,1.0,1.0,-0.3960149884223938
166,raw_road_curvature_onset__lxy__2025_09_28_18_06_16__00005__pre3_label3_response_coverage,raw_road_curvature_onset__lxy__2025_09_28_18_06_16__00005,lxy,2025_09_28_18_06_16,563.51,1759083340.549,pre3_label3_response_coverage,原始车辆数据/lxy/Entity_Recording_2025_09_28_18_06_16_vehicle.csv,cd3480403bb284dc392305cb7c6f6bc74fe724d2c11fa8cd916fd86b2e6d1938,1.0,1.0,-0.2326519936323166
167,raw_road_curvature_onset__lxy__2025_09_28_18_19_35__00001__pre3_label3_response_coverage,raw_road_curvature_onset__lxy__2025_09_28_18_19_35__00001,lxy,2025_09_28_18_19_35,129.095,1759083705.171,pre3_label3_response_coverage,原始车辆数据/lxy/Entity_Recording_2025_09_28_18_19_35_vehicle.csv,1735d287d37c5f3b5ef292385010787581b3864457b61b1ccb7002f4fb47158a,1.0,1.0,-0.4059639871120453
168,raw_road_curvature_onset__lxy__2025_09_28_18_19_35__00002__pre3_label3_response_coverage,raw_road_curvature_onset__lxy__2025_09_28_18_19_35__00002,lxy,2025_09_28_18_19_35,261.42,1759083837.496,pre3_label3_response_coverage,原始车辆数据/lxy/Entity_Recording_2025_09_28_18_19_35_vehicle.csv,1735d287d37c5f3b5ef292385010787581b3864457b61b1ccb7002f4fb47158a,1.0,1.0,-0.1391029953956604
169,raw_road_curvature_onset__lxy__2025_09_28_18_19_35__00003__pre3_label3_response_coverage,raw_road_curvature_onset__lxy__2025_09_28_18_19_35__00003,lxy,2025_09_28_18_19_35,280.92,1759083856.996,pre3_label3_response_coverage,原始车辆数据/lxy/Entity_Recording_2025_09_28_18_19_35_vehicle.csv,1735d287d37c5f3b5ef292385010787581b3864457b61b1ccb7002f4fb47158a,1.0,1.0,-0.14625899493694305
170,raw_road_curvature_onset__lxy__2025_09_28_18_19_35__00004__pre3_label3_response_coverage,raw_road_curvature_onset__lxy__2025_09_28_18_19_35__00004,lxy,2025_09_28_18_19_35,434.13,1759084010.206,pre3_label3_response_coverage,原始车辆数据/lxy/Entity_Recording_2025_09_28_18_19_35_vehicle.csv,1735d287d37c5f3b5ef292385010787581b3864457b61b1ccb7002f4fb47158a,1.0,1.0,-0.10716292262077332
171,raw_road_curvature_onset__lxy__2025_09_28_18_19_35__00005__pre3_label3_response_coverage,raw_road_curvature_onset__lxy__2025_09_28_18_19_35__00005,lxy,2025_09_28_18_19_35,525.61,1759084101.686,pre3_label3_response_coverage,原始车辆数据/lxy/Entity_Recording_2025_09_28_18_19_35_vehicle.csv,1735d287d37c5f3b5ef292385010787581b3864457b61b1ccb7002f4fb47158a,1.0,1.0,-0.5136500000953674
172,raw_road_curvature_onset__rjy__2025_09_28_19_33_26__00001__pre3_label3_response_coverage,raw_road_curvature_onset__rjy__2025_09_28_19_33_26__00001,rjy,2025_09_28_19_33_26,190.89,1759088197.735,pre3_label3_response_coverage,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,1.0,1.0,-0.5745620727539062
173,raw_road_curvature_onset__rjy__2025_09_28_19_33_26__00002__pre3_label3_response_coverage,raw_road_curvature_onset__rjy__2025_09_28_19_33_26__00002,rjy,2025_09_28_19_33_26,350.83,1759088357.675,pre3_label3_response_coverage,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,1.0,1.0,-0.18849599361419678
174,raw_road_curvature_onset__rjy__2025_09_28_19_33_26__00003__pre3_label3_response_coverage,raw_road_curvature_onset__rjy__2025_09_28_19_33_26__00003,rjy,2025_09_28_19_33_26,374.995,1759088381.84,pre3_label3_response_coverage,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,1.0,1.0,-0.2312561422586441
175,raw_road_curvature_onset__rjy__2025_09_28_19_33_26__00004__pre3_label3_response_coverage,raw_road_curvature_onset__rjy__2025_09_28_19_33_26__00004,rjy,2025_09_28_19_33_26,552.8000000000001,1759088559.645,pre3_label3_response_coverage,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,1.0,1.0,-0.03839720040559769
176,raw_road_curvature_onset__rjy__2025_09_28_19_33_26__00005__pre3_label3_response_coverage,raw_road_curvature_onset__rjy__2025_09_28_19_33_26__00005,rjy,2025_09_28_19_33_26,627.945,1759088634.79,pre3_label3_response_coverage,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,1.0,1.0,-0.5199339985847473
177,raw_road_curvature_onset__rjy__2025_09_28_19_44_42__00001__pre3_label3_response_coverage,raw_road_curvature_onset__rjy__2025_09_28_19_44_42__00001,rjy,2025_09_28_19_44_42,133.71,1759088816.143,pre3_label3_response_coverage,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_44_42_vehicle.csv,5b5abba83d45b9ab931f971a3e31909a3e683748b21a57a708cc039986cd1337,1.0,1.0,-0.5743877291679382
178,raw_road_curvature_onset__rjy__2025_09_28_19_51_44__00001__pre3_label3_response_coverage,raw_road_curvature_onset__rjy__2025_09_28_19_51_44__00001,rjy,2025_09_28_19_51_44,133.48,1759089238.189,pre3_label3_response_coverage,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,1.0,1.0,-0.7864450216293335
179,raw_road_curvature_onset__rjy__2025_09_28_19_51_44__00002__pre3_label3_response_coverage,raw_road_curvature_onset__rjy__2025_09_28_19_51_44__00002,rjy,2025_09_28_19_51_44,301.12,1759089405.8289998,pre3_label3_response_coverage,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,1.0,1.0,-0.05131269991397858
180,raw_road_curvature_onset__rjy__2025_09_28_19_51_44__00003__pre3_label3_response_coverage,raw_road_curvature_onset__rjy__2025_09_28_19_51_44__00003,rjy,2025_09_28_19_51_44,322.5,1759089427.209,pre3_label3_response_coverage,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,1.0,1.0,-0.15428699553012848
181,raw_road_curvature_onset__rjy__2025_09_28_19_51_44__00004__pre3_label3_response_coverage,raw_road_curvature_onset__rjy__2025_09_28_19_51_44__00004,rjy,2025_09_28_19_51_44,493.26,1759089597.969,pre3_label3_response_coverage,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,1.0,1.0,-0.0642281025648117
182,raw_road_curvature_onset__rjy__2025_09_28_19_51_44__00005__pre3_label3_response_coverage,raw_road_curvature_onset__rjy__2025_09_28_19_51_44__00005,rjy,2025_09_28_19_51_44,571.49,1759089676.199,pre3_label3_response_coverage,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_51_44_vehicle.csv,321490a10177e5c7ad5a2f27b679df1230aed32a58b20343e3b5a221e415a954,1.0,1.0,0.02111849933862686
183,raw_road_curvature_onset__rjy__2025_09_28_20_02_20__00001__pre3_label3_response_coverage,raw_road_curvature_onset__rjy__2025_09_28_20_02_20__00001,rjy,2025_09_28_20_02_20,138.565,1759089879.1160002,pre3_label3_response_coverage,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_02_20_vehicle.csv,33ef0d599b2ccd1b84d498caffb5fff7666013196faaaa8a9934cfdc57e22346,1.0,1.0,-0.3584910035133362
184,raw_road_curvature_onset__rjy__2025_09_28_20_02_20__00002__pre3_label3_response_coverage,raw_road_curvature_onset__rjy__2025_09_28_20_02_20__00002,rjy,2025_09_28_20_02_20,411.645,1759090152.196,pre3_label3_response_coverage,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_02_20_vehicle.csv,33ef0d599b2ccd1b84d498caffb5fff7666013196faaaa8a9934cfdc57e22346,1.0,1.0,-0.44732800126075745
185,raw_road_curvature_onset__rjy__2025_09_28_20_02_20__00003__pre3_label3_response_coverage,raw_road_curvature_onset__rjy__2025_09_28_20_02_20__00003,rjy,2025_09_28_20_02_20,431.73,1759090172.281,pre3_label3_response_coverage,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_02_20_vehicle.csv,33ef0d599b2ccd1b84d498caffb5fff7666013196faaaa8a9934cfdc57e22346,1.0,1.0,-0.1391029953956604
